company_name,high,low,last_price,prev_close,change,percent_gain
Nazara,625.05,570.00,619.85,520.90,98.95,19
MMTC Ltd,40.60,34.50,39.85,34.15,5.70,16.69
SOLARA ACTIVE P,405.00,342.50,378.85,342.05,36.80,10.76
Asahi India,546.00,495.00,537.80,487.40,50.40,10.34
Indo Count,144.00,125.05,137.70,125.00,12.70,10.16
Strides Pharma ,349.00,312.50,342.60,312.85,29.75,9.51
Guj Amb Exports,273.65,240.90,256.25,236.25,20.00,8.47
Hikal,254.50,233.65,250.40,231.45,18.95,8.19
Vakrangee,26.90,24.00,25.85,23.90,1.95,8.16
Go Fashion,"1,036.00",927.90,"1,000.75",925.80,74.95,8.1
APTUS VALUE,276.00,256.00,274.60,254.90,19.70,7.73
Sun Pharma Adv,205.65,189.55,203.20,188.75,14.45,7.66
Welspun Corp,214.90,200.00,213.40,198.80,14.60,7.34
Vardhman Text,281.40,262.00,277.20,258.40,18.80,7.28
Shree Renuka,48.65,45.10,48.25,45.05,3.20,7.1
TataTeleservice,125.50,114.00,121.70,114.10,7.60,6.66
Jubilant Ing.,499.00,466.00,492.90,463.40,29.50,6.37
Varroc Engineer,329.25,298.05,310.70,293.95,16.75,5.7
Route,"1,328.75","1,225.00","1,261.20","1,193.65",67.55,5.66
IDFC,49.25,46.30,48.90,46.45,2.45,5.27
Mahindra CIE,224.00,211.80,221.05,210.20,10.85,5.16
C. E. Info Syst,"1,315.45","1,260.10","1,308.55","1,244.95",63.60,5.11
Redington,123.15,117.30,121.90,116.00,5.90,5.09
Granules India,258.10,241.70,256.75,244.40,12.35,5.05
Rattanindia Ent,42.05,40.25,42.05,40.05,2.00,4.99
IRB Infra,211.00,200.20,209.15,199.30,9.85,4.94
Lakshmi Machine,"9,200.00","8,497.10","9,012.50","8,587.95",424.55,4.94
Tube Investment,"1,596.00","1,530.00","1,588.65","1,515.20",73.45,4.85
Latent View,342.75,326.10,334.55,319.35,15.20,4.76
Polyplex Corp,"2,249.95","2,160.75","2,233.35","2,132.00",101.35,4.75
Borosil Renew,655.00,626.25,652.10,622.65,29.45,4.73
Uflex,574.95,545.00,567.35,542.70,24.65,4.54
Network 18,64.50,62.00,64.15,61.40,2.75,4.48
Birla Corp,894.00,845.00,877.90,840.35,37.55,4.47
