company_name,high,low,last_price,prev_close,change,percent_gain
Adani Trans,"2,365.00","2,130.00","2,347.90","2,163.40",184.5,8.53
AAVAS Financier,"2,130.00","1,920.25","2,077.90","1,935.85",142.05,7.34
EID Parry,542.00,496.60,538.15,502.95,35.2,7
Bosch,"15,630.00","14,560.00","15,523.00","14,656.70",866.3,5.91
APL Apollo,884.95,820.00,878.05,831.85,46.2,5.55
Alok Industries,21.05,19.95,21.05,20.05,1,4.99
Dhani Services,34.15,33.15,34.15,32.55,1.6,4.92
Rajesh Exports,622.20,580.00,618.65,589.90,28.75,4.87
Oil India,263.45,244.15,261.60,249.65,11.95,4.79
Abbott India,"19,150.00","17,971.15","18,992.80","18,137.05",855.75,4.72
Sobha,560.50,529.05,555.85,534.45,21.4,4
Trent,"1,115.00","1,042.65","1,109.25","1,068.25",41,3.84
Jindal Stainles,104.20,98.80,103.10,99.45,3.65,3.67
MMTC Ltd,41.80,37.80,39.85,38.45,1.4,3.64
Westlife Dev,502.00,466.00,493.75,477.40,16.35,3.42
Grindwell Norto,"1,699.00","1,605.35","1,692.25","1,638.85",53.4,3.26
Sterling Wilson,313.65,290.60,307.60,298.00,9.6,3.22
ONGC,157.40,146.20,154.15,149.35,4.8,3.21
Vakrangee,27.65,25.50,27.35,26.50,0.85,3.21
Suprajit Eng,336.90,317.45,333.85,323.50,10.35,3.2
India Cements,163.70,154.05,161.80,156.80,5,3.19
Blue Dart,"7,850.00","7,574.00","7,802.40","7,563.85",238.55,3.15
Radico Khaitan,867.00,818.40,860.65,834.40,26.25,3.15
Amber Enterpris,"2,398.20","2,260.00","2,354.20","2,282.85",71.35,3.13
MRPL,98.65,92.15,93.10,90.35,2.75,3.04
Godrej Ind,439.95,425.15,438.15,425.85,12.3,2.89
Coromandel Int,968.00,928.00,964.30,937.55,26.75,2.85
Endurance Techn,"1,406.90","1,344.45","1,400.20","1,361.45",38.75,2.85
Jamna Auto,126.25,117.50,120.95,117.65,3.3,2.8
Clean Science,"1,514.80","1,450.20","1,500.15","1,459.90",40.25,2.76
Bajaj Electric,977.70,930.95,965.75,941.40,24.35,2.59
Saregama India,372.25,348.75,361.65,352.55,9.1,2.58
Tube Investment,"1,850.00","1,710.00","1,798.80","1,753.80",45,2.57
TeamLease Ser.,"3,289.20","3,109.25","3,230.25","3,149.70",80.55,2.56
Page Industries,"41,475.30","39,529.70","41,027.05","40,028.55",998.5,2.49
V-Guard Ind,224.70,213.55,221.00,215.65,5.35,2.48
Macrotech Dev,"1,063.90","1,032.35","1,052.90","1,028.25",24.65,2.4
Prism Johnson,108.70,103.40,107.45,104.95,2.5,2.38
Jindal Steel,341.95,325.70,340.70,333.05,7.65,2.3
NTPC,143.10,136.80,141.75,138.60,3.15,2.27
Sapphire Foods,"1,070.00","1,034.20","1,064.75","1,041.50",23.25,2.23
Astral Ltd,"1,673.00","1,605.20","1,668.35","1,632.55",35.8,2.19
Cummins,"1,028.00",989.00,"1,022.10","1,001.15",20.95,2.09
Reliance,"2,597.00","2,501.00","2,580.15","2,527.70",52.45,2.08
3M India,"22,857.90","22,015.05","22,438.45","22,013.05",425.4,1.93
CreditAccess Gr,"1,035.05",987.25,"1,023.30","1,004.50",18.8,1.87
Tata Elxsi,"8,231.00","7,951.40","8,186.35","8,036.70",149.65,1.86
ICICI Securitie,439.70,424.00,436.50,428.75,7.75,1.81
Minda Ind,954.45,918.00,944.95,928.60,16.35,1.76
BASF,"2,699.00","2,590.00","2,676.45","2,630.40",46.05,1.75
Cera Sanitary,"4,198.80","4,066.50","4,166.20","4,094.55",71.65,1.75
Easy Trip,401.90,385.00,398.00,391.25,6.75,1.73
GAIL,139.95,135.50,139.25,136.90,2.35,1.72
PNC Infratech,235.05,226.20,233.15,229.25,3.9,1.7
Phoenix Mills,"1,244.95","1,152.10","1,209.35","1,189.35",20,1.68
Delta Corp,191.00,172.30,180.85,177.90,2.95,1.66
TVS Motor,841.00,808.60,833.35,820.20,13.15,1.6
KPIT Tech,526.00,507.05,524.45,516.30,8.15,1.58
Whirlpool,"1,570.00","1,518.55","1,561.75","1,537.50",24.25,1.58
Affle India,"1,049.50","1,010.30","1,043.05","1,026.95",16.1,1.57
Ratnamani Metal,"2,558.00","2,460.15","2,520.75","2,482.85",37.9,1.53
JM Financial,62.90,58.70,61.00,60.15,0.85,1.41
Sun Pharma Adv,217.80,205.25,212.85,209.90,2.95,1.41
Garware Technic,"3,025.50","2,960.00","3,001.80","2,960.45",41.35,1.4
Navin Fluorine,"3,766.50","3,660.65","3,750.80","3,699.15",51.65,1.4
Fortis Health,234.50,228.15,233.65,230.45,3.2,1.39
IOC,110.05,108.00,109.80,108.30,1.5,1.39
Eris Life,655.50,640.15,652.40,643.60,8.8,1.37
P and G,"13,447.00","13,082.00","13,354.45","13,174.60",179.85,1.37
Rain Industries,150.30,144.00,149.25,147.30,1.95,1.32
Motilal Oswal,747.70,721.50,736.20,726.70,9.5,1.31
Trident,40.20,38.00,39.00,38.50,0.5,1.3
ACC,"2,160.00","2,118.00","2,155.25","2,128.00",27.25,1.28
Coal India,190.25,183.65,188.75,186.40,2.35,1.26
Firstsource Sol,105.50,101.10,104.60,103.30,1.3,1.26
ZFCVINDIA,"7,450.00","7,302.15","7,434.65","7,342.85",91.8,1.25
Guj State Petro,219.40,210.45,216.40,213.75,2.65,1.24
