company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,772.35,732.00,763.05,729.25,33.8,4.63
ONGC,155.85,149.00,153.45,146.70,6.75,4.6
Coal India,161.65,155.60,159.10,156.20,2.9,1.86
BPCL,409.30,398.80,403.35,397.60,5.75,1.45
Kotak Mahindra,"2,024.95","1,970.00","2,011.40","1,982.90",28.5,1.44
NTPC,137.30,133.55,135.35,133.50,1.85,1.39
IOC,129.30,126.40,127.60,126.15,1.45,1.15
ICICI Bank,772.25,746.70,760.20,751.85,8.35,1.11
Bajaj Finance,"7,319.80","7,066.00","7,177.30","7,114.30",63,0.89
SBI Life Insura,"1,181.35","1,152.00","1,163.75","1,153.50",10.25,0.89
Power Grid Corp,207.45,202.00,203.30,201.85,1.45,0.72
HCL Tech,"1,132.65","1,112.95","1,119.45","1,112.60",6.85,0.62
Shree Cements,"27,000.00","26,665.00","26,883.75","26,740.50",143.25,0.54
Hindalco,456.90,444.20,452.10,450.20,1.9,0.42
Bajaj Finserv,"17,647.00","17,140.40","17,408.70","17,368.10",40.6,0.23
HDFC Bank,"1,536.35","1,514.05","1,518.05","1,515.55",2.5,0.16
SBI,500.00,489.05,493.15,493.05,0.1,0.02
