company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"6,115.00","5,677.00","6,086.40","5,674.50",411.9,7.26
Bajaj Finserv,"12,208.00","11,500.35","11,993.10","11,558.85",434.25,3.76
SBI,433.30,422.40,432.25,421.45,10.8,2.56
Divis Labs,"4,425.00","4,275.00","4,372.55","4,267.45",105.1,2.46
IndusInd Bank,"1,028.60","1,006.00","1,024.35","1,003.55",20.8,2.07
Wipro,555.50,545.55,554.25,544.20,10.05,1.85
Cipla,975.00,960.00,974.20,958.65,15.55,1.62
Dr Reddys Labs,"5,300.00","5,232.50","5,292.05","5,222.80",69.25,1.33
Tata Steel,"1,125.80","1,102.90","1,114.45","1,101.00",13.45,1.22
Tech Mahindra,"1,074.00","1,056.50","1,064.90","1,052.25",12.65,1.2
JSW Steel,719.00,700.00,705.80,697.85,7.95,1.14
Axis Bank,745.35,732.90,744.25,736.75,7.5,1.02
HUL,"2,399.95","2,355.25","2,378.80","2,356.00",22.8,0.97
Bharti Airtel,547.85,540.35,545.15,540.00,5.15,0.95
Kotak Mahindra,"1,803.00","1,776.00","1,799.55","1,782.90",16.65,0.93
IOC,116.50,115.20,115.95,114.95,1,0.87
TATA Cons. Prod,718.75,704.00,707.70,702.85,4.85,0.69
ICICI Bank,642.40,631.00,640.40,636.10,4.3,0.68
HDFC,"2,567.85","2,535.00","2,561.90","2,544.75",17.15,0.67
HDFC Life,691.70,684.25,689.25,684.90,4.35,0.64
Infosys,"1,429.00","1,419.00","1,424.30","1,415.30",9,0.64
Hindalco,389.95,384.25,385.40,383.15,2.25,0.59
TCS,"3,224.00","3,193.00","3,216.80","3,200.25",16.55,0.52
Sun Pharma,681.00,673.00,676.05,672.85,3.2,0.48
Titan Company,"1,745.85","1,722.20","1,738.65","1,730.75",7.9,0.46
Tata Motors,347.85,342.40,344.75,343.35,1.4,0.41
Reliance,"2,230.00","2,177.55","2,183.00","2,175.00",8,0.37
NTPC,119.90,117.30,118.50,118.10,0.4,0.34
M&M,810.95,803.05,806.95,804.45,2.5,0.31
Asian Paints,"2,959.30","2,920.65","2,950.60","2,943.55",7.05,0.24
Coal India,158.75,155.75,156.50,156.40,0.1,0.06
HDFC Bank,"1,489.00","1,473.65","1,481.05","1,480.30",0.75,0.05
Britannia,"3,611.60","3,555.00","3,576.30","3,574.70",1.6,0.04
Grasim,"1,517.00","1,487.20","1,492.50","1,492.05",0.45,0.03
Larsen,"1,534.00","1,515.00","1,519.70","1,519.30",0.4,0.03
