company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,209.50,200.30,206.75,200.25,6.5,3.25
Titan Company,"2,390.00","2,336.40","2,375.50","2,324.20",51.3,2.21
SBI Life Insura,"1,167.90","1,134.15","1,160.55","1,136.25",24.3,2.14
Shree Cements,"26,350.00","25,330.95","26,102.25","25,566.10",536.15,2.1
Bajaj Finserv,"17,500.00","16,880.00","17,237.35","16,890.40",346.95,2.05
TATA Cons. Prod,789.65,764.20,778.60,766.00,12.6,1.64
Bajaj Finance,"7,199.80","6,849.25","6,997.25","6,905.75",91.5,1.32
Wipro,645.50,630.50,637.25,630.60,6.65,1.05
Infosys,"1,729.90","1,700.05","1,712.65","1,696.35",16.3,0.96
Nestle,"19,424.90","18,935.45","19,152.55","19,000.40",152.15,0.8
TCS,"3,563.75","3,491.00","3,529.15","3,502.00",27.15,0.78
Axis Bank,677.45,648.00,655.65,651.10,4.55,0.7
BPCL,379.50,368.00,370.00,367.45,2.55,0.69
Cipla,984.00,958.60,971.30,965.00,6.3,0.65
UltraTechCement,"7,519.00","7,347.55","7,433.75","7,388.25",45.5,0.62
NTPC,129.45,124.70,127.25,126.50,0.75,0.59
HCL Tech,"1,157.90","1,133.00","1,138.65","1,133.15",5.5,0.49
Britannia,"3,565.00","3,501.10","3,545.50","3,528.60",16.9,0.48
Sun Pharma,761.65,746.05,753.60,751.05,2.55,0.34
Tech Mahindra,"1,594.45","1,526.50","1,541.45","1,536.65",4.8,0.31
IOC,120.90,117.85,118.95,118.80,0.15,0.13
