company_name,high,low,last_price,prev_close,change,percent_gain
Asian Paints,"3,333.00","3,215.00","3,302.75","3,201.35",101.4,3.17
Tata Motors,297.40,287.30,295.25,287.30,7.95,2.77
SBI Life Insura,"1,222.80","1,183.90","1,220.50","1,192.05",28.45,2.39
Nestle,"19,890.00","19,552.10","19,826.85","19,467.75",359.1,1.84
Axis Bank,819.00,795.40,798.90,786.50,12.4,1.58
Dr Reddys Labs,"4,784.45","4,687.00","4,763.45","4,704.05",59.4,1.26
BPCL,479.40,472.20,477.00,471.65,5.35,1.13
UPL,752.50,739.80,748.65,741.25,7.4,1
Titan Company,"1,953.95","1,915.00","1,939.40","1,921.60",17.8,0.93
SBI,432.55,425.15,429.90,426.05,3.85,0.9
Eicher Motors,"2,767.00","2,662.05","2,703.15","2,679.25",23.9,0.89
Larsen,"1,718.00","1,672.20","1,686.40","1,672.20",14.2,0.85
Bajaj Auto,"3,810.00","3,730.10","3,758.30","3,727.85",30.45,0.82
Shree Cements,"28,600.00","27,948.10","28,478.25","28,287.90",190.35,0.67
IndusInd Bank,"1,025.00",993.00,998.75,992.40,6.35,0.64
Divis Labs,"5,271.65","5,150.00","5,202.65","5,173.60",29.05,0.56
Britannia,"4,025.90","3,963.85","4,015.35","3,997.50",17.85,0.45
Reliance,"2,292.90","2,263.00","2,267.10","2,258.15",8.95,0.4
Bharti Airtel,673.30,654.00,666.40,664.05,2.35,0.35
HUL,"2,775.00","2,715.00","2,732.90","2,724.10",8.8,0.32
TATA Cons. Prod,874.70,852.30,867.45,864.95,2.5,0.29
Power Grid Corp,177.80,174.65,175.65,175.35,0.3,0.17
Wipro,647.35,635.25,642.05,640.95,1.1,0.17
ICICI Bank,734.80,717.20,719.90,719.05,0.85,0.12
HDFC Life,724.60,707.30,718.55,717.75,0.8,0.11
