company_name,high,low,last_price,prev_close,change,percent_gain
Kansai Nerolac,402.75,371.90,399.65,367.55,32.10,8.73
Tube Investment,"1,999.00","1,825.00","1,975.75","1,820.25",155.50,8.54
Saregama India,413.45,368.05,404.65,375.90,28.75,7.65
Ceat,"1,040.90",952.35,"1,024.45",952.00,72.45,7.61
ABB India,"2,530.00","2,370.00","2,517.00","2,364.75",152.25,6.44
Bombay Burmah,987.00,915.05,981.60,923.25,58.35,6.32
Emami,468.05,435.30,463.40,436.50,26.90,6.16
Dalmia Bharat,"1,386.50","1,309.00","1,381.50","1,301.95",79.55,6.11
KEC Intl,420.90,397.00,418.80,395.60,23.20,5.86
Jyothy Labs,165.00,156.00,163.70,154.75,8.95,5.78
Welspun Corp,223.95,209.30,220.30,208.35,11.95,5.74
Godrej Consumer,883.30,825.30,879.95,832.25,47.70,5.73
C. E. Info Syst,"1,510.00","1,414.10","1,494.65","1,416.50",78.15,5.52
Honeywell Autom,"35,276.05","33,000.00","34,787.95","32,984.40","1,803.55",5.47
CCL Products,414.00,377.05,405.10,384.20,20.90,5.44
One 97 Paytm,697.15,656.30,690.75,656.25,34.50,5.26
Macrotech Dev,"1,096.00","1,048.00","1,094.20","1,040.20",54.00,5.19
Brightcom Group,38.00,36.50,38.00,36.20,1.80,4.97
Britannia,"3,840.90","3,642.25","3,830.80","3,656.60",174.20,4.76
Trent,"1,175.00","1,113.00","1,172.00","1,120.35",51.65,4.61
Intellect Desig,677.40,641.65,674.00,644.80,29.20,4.53
Bajaj Finance,"5,938.85","5,645.90","5,916.70","5,661.10",255.60,4.52
EPL,162.95,153.75,161.35,154.40,6.95,4.5
AU Small Financ,585.00,558.00,581.65,556.70,24.95,4.48
Gujarat Gas,454.35,427.45,450.90,431.60,19.30,4.47
Bajaj Finserv,"12,070.00","11,530.00","12,028.50","11,524.70",503.80,4.37
M&M Financial,191.20,182.20,190.35,182.60,7.75,4.24
KNR Construct,248.00,234.10,246.15,236.20,9.95,4.21
Avenue Supermar,"3,830.00","3,650.00","3,792.00","3,639.05",152.95,4.2
Container Corp,661.80,628.15,650.45,624.30,26.15,4.19
SBI Card,856.00,808.25,850.25,816.55,33.70,4.13
Dixon Technolog,"3,681.50","3,508.00","3,668.75","3,524.65",144.10,4.09
Escorts Kubota,"1,566.75","1,502.50","1,562.20","1,501.30",60.90,4.06
Ramco Cements,667.35,634.35,663.35,637.50,25.85,4.05
HUL,"2,509.10","2,400.00","2,498.40","2,401.50",96.90,4.03
Whirlpool,"1,614.90","1,547.20","1,612.60","1,550.40",62.20,4.01
Bharat Dynamics,705.60,665.05,697.50,670.90,26.60,3.96
Zee Entertain,224.85,213.50,223.65,215.35,8.30,3.85
ICICI Lombard ,"1,235.00","1,184.05","1,232.25","1,187.05",45.20,3.81
Praj Industries,375.90,359.10,373.85,360.45,13.40,3.72
Tata Coffee,210.00,200.75,209.15,201.75,7.40,3.67
Eicher Motors,"2,920.00","2,807.00","2,907.95","2,805.60",102.35,3.65
Godrej Prop,"1,283.00","1,223.60","1,277.90","1,233.70",44.20,3.58
Apollo Tyres,195.05,187.45,192.80,186.15,6.65,3.57
Hinduja Global,"1,159.90","1,110.00","1,139.55","1,100.30",39.25,3.57
Schaeffler Ind,"2,444.55","2,326.25","2,417.20","2,334.50",82.70,3.54
Grindwell Norto,"1,760.60","1,691.60","1,751.10","1,691.60",59.50,3.52
Havells India,"1,200.00","1,159.00","1,197.20","1,157.10",40.10,3.47
AIA Engineering,"2,369.90","2,234.00","2,350.15","2,271.50",78.65,3.46
Hero Motocorp,"2,842.00","2,734.10","2,831.80","2,737.25",94.55,3.45
Asian Paints,"2,869.00","2,805.15","2,861.40","2,766.60",94.80,3.43
Siemens,"2,656.00","2,560.05","2,647.85","2,560.30",87.55,3.42
Bata India,"1,799.90","1,725.10","1,783.80","1,725.05",58.75,3.41
Varroc Engineer,314.00,301.20,312.30,302.10,10.20,3.38
IEX,160.30,152.50,159.70,154.50,5.20,3.37
Maruti Suzuki,"8,652.45","8,370.00","8,630.05","8,348.70",281.35,3.37
HPCL,236.70,228.00,233.85,226.25,7.60,3.36
Varun Beverages,825.95,792.50,821.00,795.35,25.65,3.22
Cummins,"1,116.85","1,064.25","1,103.85","1,070.10",33.75,3.15
Persistent,"3,374.30","3,251.05","3,356.35","3,253.95",102.40,3.15
Coromandel Int,982.60,950.70,979.30,949.65,29.65,3.12
United Brewerie,"1,623.00","1,560.15","1,617.00","1,568.50",48.50,3.09
Vodafone Idea,8.55,8.25,8.50,8.25,0.25,3.03
Bosch,"16,150.00","15,600.05","16,107.60","15,634.05",473.55,3.03
Titan Company,"2,025.50","1,941.35","2,013.55","1,954.25",59.30,3.03
Abbott India,"19,293.95","18,672.40","19,191.55","18,635.35",556.20,2.98
J. K. Cement,"2,253.60","2,180.15","2,248.45","2,183.60",64.85,2.97
Berger Paints,597.75,582.30,592.10,575.05,17.05,2.96
JSW Energy,209.90,198.00,208.15,202.25,5.90,2.92
AB Capital,93.05,89.00,92.45,89.85,2.60,2.89
Page Industries,"43,771.20","41,914.85","43,570.90","42,348.25","1,222.65",2.89
TATA Cons. Prod,751.85,721.25,749.95,729.05,20.90,2.87
Sun TV Network,431.00,412.50,427.90,416.10,11.80,2.84
TCI Express,"1,670.00","1,590.10","1,634.85","1,589.65",45.20,2.84
MRF,"73,500.00","71,499.45","73,230.20","71,221.15","2,009.05",2.82
Orient Electric,282.55,272.40,278.20,270.70,7.50,2.77
Delta Corp,174.75,167.65,173.10,168.45,4.65,2.76
LIC Housing Fin,347.65,336.35,346.70,337.50,9.20,2.73
L&T Technology,"3,048.00","2,935.00","3,035.60","2,955.25",80.35,2.72
Adani Total Gas,"2,487.80","2,410.45","2,475.35","2,410.45",64.90,2.69
India Cements,163.30,157.05,162.80,158.55,4.25,2.68
CG Power ,200.80,195.30,199.35,194.20,5.15,2.65
BPCL,322.00,315.50,321.30,313.10,8.20,2.62
EID Parry,526.00,508.00,522.75,509.50,13.25,2.6
Mahindra Logist,504.95,486.00,499.90,487.25,12.65,2.6
HDFC AMC,"1,914.90","1,860.20","1,910.90","1,862.80",48.10,2.58
Colgate,"1,574.40","1,522.05","1,569.15","1,530.05",39.10,2.56
Kotak Mahindra,"1,712.40","1,671.00","1,704.50","1,663.05",41.45,2.49
Bajaj Auto,"3,777.30","3,675.15","3,773.05","3,682.75",90.30,2.45
IIFL Finance,340.00,328.70,338.25,330.20,8.05,2.44
Biocon,321.50,314.00,321.00,313.55,7.45,2.38
Oberoi Realty,791.50,763.10,784.00,765.80,18.20,2.38
DCM Shriram,982.50,950.50,976.20,953.85,22.35,2.34
DLF,330.50,321.50,329.60,322.10,7.50,2.33
RBL Bank,83.75,80.35,83.40,81.50,1.90,2.33
Gland,"2,598.00","2,501.35","2,584.75","2,526.10",58.65,2.32
Dabur India,544.75,521.10,542.95,530.70,12.25,2.31
Hitachi Energy,"3,333.90","3,202.25","3,303.90","3,229.75",74.15,2.3
BSE Limited,613.80,595.60,610.90,597.15,13.75,2.3
Adani Ports,696.30,677.15,694.35,678.75,15.60,2.3
RHI Magnesita,527.00,506.00,519.05,507.60,11.45,2.26
SpiceJet,40.00,36.10,38.55,37.70,0.85,2.25
Strides Pharma ,343.75,330.90,339.00,331.55,7.45,2.25
Nestle,"18,428.40","17,801.25","18,388.65","17,985.00",403.65,2.24
Firstsource Sol,103.75,100.15,103.35,101.10,2.25,2.23
INDUS TOWERS,213.20,207.85,212.80,208.20,4.60,2.21
Sterling Wilson,312.50,303.05,310.95,304.25,6.70,2.2
Prestige Estate,410.90,395.85,409.90,401.10,8.80,2.19
PI Industries,"2,718.00","2,635.30","2,703.55","2,646.05",57.50,2.17
Shree Cements,"20,100.00","19,400.00","19,990.85","19,565.75",425.10,2.17
Sundaram Fin,"1,849.00","1,776.60","1,829.55","1,790.75",38.80,2.17
ABSL AMC,419.20,405.40,416.55,407.75,8.80,2.16
Glenmark,390.60,378.00,389.35,381.15,8.20,2.15
Info Edge,"3,928.30","3,775.00","3,907.05","3,825.10",81.95,2.14
L&T Finance,69.95,68.00,69.75,68.30,1.45,2.12
NESCO,581.70,556.60,572.25,560.40,11.85,2.11
United Spirits,812.25,791.95,809.70,793.05,16.65,2.1
Thermax,"2,124.00","2,019.50","2,066.75","2,024.20",42.55,2.1
Max Financial,826.95,802.20,824.40,807.55,16.85,2.09
M&M,"1,112.00","1,080.60","1,104.55","1,081.95",22.60,2.09
Gujarat Pipavav,77.00,74.70,76.50,74.95,1.55,2.07
CSB Bank,194.15,189.20,193.30,189.45,3.85,2.03
Advanced Enzyme,271.75,265.45,270.80,265.45,5.35,2.02
NOCIL,259.20,251.10,257.45,252.35,5.10,2.02
Interglobe Avi,"1,690.00","1,622.15","1,662.15","1,629.45",32.70,2.01
Blue Dart,"8,169.00","7,800.00","7,969.50","7,813.50",156.00,2
Aurobindo Pharm,544.75,529.95,544.00,533.40,10.60,1.99
P and G,"14,100.00","13,655.00","14,076.55","13,802.60",273.95,1.98
Aster DM Health,185.40,179.55,184.20,180.65,3.55,1.97
Caplin Labs,744.65,720.05,740.70,726.40,14.30,1.97
Linde India,"3,532.80","3,374.35","3,506.55","3,439.15",67.40,1.96
Pidilite Ind,"2,239.40","2,191.10","2,219.55","2,177.05",42.50,1.95
Mahanagar Gas,784.35,763.60,782.05,767.15,14.90,1.94
Canara Bank,193.70,188.80,192.75,189.10,3.65,1.93
Voltas,980.20,953.00,976.10,957.65,18.45,1.93
CG Consumer,365.00,353.10,363.25,356.45,6.80,1.91
IDFC,54.45,52.40,54.25,53.25,1.00,1.88
TML-D,203.00,198.00,202.30,198.60,3.70,1.86
COFORGE LTD.,"3,624.00","3,525.00","3,608.20","3,542.55",65.65,1.85
Sundram,750.00,725.50,745.70,732.20,13.50,1.84
Petronet LNG,221.75,216.00,220.95,217.00,3.95,1.82
GMR Infra,34.25,33.25,34.15,33.55,0.60,1.79
IDFC First Bank,34.15,33.25,34.05,33.45,0.60,1.79
ICICI Prudentia,511.15,495.50,509.35,500.45,8.90,1.78
Bank of India,47.00,45.50,46.65,45.85,0.80,1.74
Timken,"2,539.15","2,451.05","2,527.65","2,484.50",43.15,1.74
Apollo Hospital,"3,889.55","3,783.50","3,883.50","3,817.40",66.10,1.73
Ipca Labs,948.95,923.70,944.05,928.10,15.95,1.72
Century,810.05,791.00,808.10,794.50,13.60,1.71
UltraTechCement,"5,844.90","5,728.25","5,828.05","5,729.95",98.10,1.71
Bajaj Holdings,"4,800.00","4,701.50","4,783.85","4,705.45",78.40,1.67
BHEL,46.10,44.40,45.95,45.20,0.75,1.66
SBI,481.00,473.90,479.95,472.15,7.80,1.65
Indiabulls Hsg,93.90,89.00,93.35,91.85,1.50,1.63
Polycab,"2,225.00","2,180.10","2,215.35","2,179.85",35.50,1.63
MphasiS,"2,231.95","2,152.55","2,204.30","2,169.95",34.35,1.58
CAMS,"2,242.30","2,175.35","2,230.95","2,196.35",34.60,1.58
TVS Motor,835.65,815.10,825.10,812.40,12.70,1.56
Bandhan Bank,278.45,271.30,277.70,273.45,4.25,1.55
JK Lakshmi Cem,428.10,415.30,427.10,420.65,6.45,1.53
Mindtree,"2,874.90","2,818.60","2,861.30","2,818.10",43.20,1.53
