company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,"1,170.00","1,130.00","1,165.25","1,113.15",52.1,4.68
Axis Bank,765.95,737.55,761.35,739.15,22.2,3
SBI,431.00,419.05,428.80,417.20,11.6,2.78
ICICI Bank,650.00,636.10,649.00,634.05,14.95,2.36
Hindalco,380.35,371.55,375.90,369.05,6.85,1.86
Coal India,149.25,146.75,148.75,146.40,2.35,1.61
Maruti Suzuki,"7,665.00","7,540.00","7,649.00","7,527.45",121.55,1.61
JSW Steel,702.35,685.00,689.50,679.00,10.5,1.55
Tata Motors,342.80,335.90,339.65,334.65,5,1.49
Larsen,"1,529.30","1,507.50","1,523.85","1,504.05",19.8,1.32
Bajaj Finserv,"12,520.00","12,320.50","12,486.60","12,333.25",153.35,1.24
IndusInd Bank,"1,020.00",986.65,"1,012.90","1,000.65",12.25,1.22
Bharti Airtel,535.90,529.35,535.10,528.75,6.35,1.2
Sun Pharma,677.40,664.80,672.25,664.80,7.45,1.12
Hero Motocorp,"2,949.30","2,901.95","2,939.20","2,906.95",32.25,1.11
Infosys,"1,578.00","1,543.00","1,574.20","1,559.20",15,0.96
ITC,205.60,203.75,205.05,203.25,1.8,0.89
HDFC,"2,515.00","2,482.00","2,509.20","2,487.40",21.8,0.88
HDFC Life,731.50,718.30,725.95,719.60,6.35,0.88
Tech Mahindra,"1,103.20","1,077.00","1,089.50","1,080.00",9.5,0.88
BPCL,472.10,466.20,470.05,466.10,3.95,0.85
Cipla,961.00,948.95,957.10,950.90,6.2,0.65
Dr Reddys Labs,"5,336.00","5,267.00","5,309.30","5,277.65",31.65,0.6
HCL Tech,"1,010.00",989.25,995.65,989.70,5.95,0.6
HDFC Bank,"1,522.00","1,507.00","1,515.10","1,506.25",8.85,0.59
Bajaj Finance,"6,107.00","6,030.20","6,075.80","6,043.60",32.2,0.53
Grasim,"1,515.00","1,490.00","1,506.85","1,498.90",7.95,0.53
Eicher Motors,"2,725.00","2,683.00","2,720.80","2,706.75",14.05,0.52
SBI Life Insura,"1,017.55",991.40,"1,007.15","1,002.15",5,0.5
Adani Ports,719.00,706.50,712.20,709.90,2.3,0.32
M&M,801.90,790.00,794.25,791.80,2.45,0.31
TCS,"3,399.65","3,350.00","3,380.80","3,373.60",7.2,0.21
Shree Cements,"28,899.70","28,605.00","28,729.10","28,672.30",56.8,0.2
TATA Cons. Prod,763.45,753.50,757.60,757.45,0.15,0.02
