company_name,high,low,last_price,prev_close,change,percent_gain
Godrej Agrovet,550.80,462.00,545.90,459.00,86.9,18.93
Ujjivan Small,18.45,16.50,18.00,16.25,1.75,10.77
HDFC Bank,"1,722.10","1,562.55","1,656.80","1,506.00",150.8,10.01
GSFC,192.00,176.10,190.55,174.05,16.5,9.48
NCC,71.80,65.25,71.00,64.95,6.05,9.31
HDFC,"2,933.80","2,570.50","2,680.05","2,452.30",227.75,9.29
Caplin Labs,791.55,720.05,776.55,711.70,64.85,9.11
Adani Green Ene,"2,139.60","1,941.25","2,110.45","1,945.10",165.35,8.5
Indiamart Inter,"4,890.00","4,480.00","4,821.90","4,451.25",370.65,8.33
Spandana Sphoor,447.30,395.10,429.30,396.75,32.55,8.2
Mazagon Dock,280.00,252.90,271.55,251.45,20.1,7.99
Bajaj Holdings,"6,178.55","5,350.00","5,828.45","5,398.85",429.6,7.96
Ujjivan Financi,124.40,115.55,123.05,114.15,8.9,7.8
Chambal Fert,466.00,431.00,463.55,430.25,33.3,7.74
Indo Count,186.75,171.00,181.95,168.95,13,7.69
Himadri Special,83.40,78.05,82.60,77.10,5.5,7.13
Rashtriya Chem,102.50,96.00,101.25,94.60,6.65,7.03
Balaji Amines,"3,247.00","3,035.00","3,200.50","2,990.45",210.05,7.02
Metropolis,"2,249.95","2,100.15","2,235.95","2,091.00",144.95,6.93
Alkyl Amines,"3,189.00","2,990.00","3,166.90","2,964.75",202.15,6.82
Edelweiss,65.85,59.10,63.25,59.30,3.95,6.66
TV18 Broadcast,81.20,75.00,79.95,75.10,4.85,6.46
Garden Reach Sh,254.25,237.00,245.25,230.80,14.45,6.26
MAS Financial S,590.95,553.50,577.00,543.50,33.5,6.16
Guj State Petro,275.00,259.70,273.95,258.45,15.5,6
Elgi Equipments,314.10,295.05,310.60,294.00,16.6,5.65
Angel One,"1,647.00","1,548.10","1,629.90","1,542.85",87.05,5.64
Nilkamal,"2,229.00","2,077.75","2,209.55","2,091.55",118,5.64
Shipping Corp,126.70,118.45,124.75,118.20,6.55,5.54
KPR Mill,670.00,629.25,660.70,626.25,34.45,5.5
Swan Energy,205.00,190.65,202.20,191.65,10.55,5.5
Prince Pipes,700.00,652.10,683.45,648.20,35.25,5.44
Adani Total Gas,"2,382.00","2,268.00","2,369.80","2,249.50",120.3,5.35
Avanti Feeds,442.60,422.25,439.85,417.80,22.05,5.28
Quess Corp,704.40,665.40,698.35,663.75,34.6,5.21
Dr Lal PathLab,"2,749.00","2,611.00","2,731.70","2,597.80",133.9,5.15
Indiabulls Real,120.90,111.00,117.75,112.00,5.75,5.13
Procter&Gamble,"4,487.65","4,200.00","4,378.20","4,166.40",211.8,5.08
Alembic,78.50,74.85,77.65,73.95,3.7,5
JSW Energy,324.65,314.00,324.65,309.20,15.45,5
Network 18,92.20,88.50,92.20,87.85,4.35,4.95
Cochin Shipyard,323.90,304.75,317.75,302.85,14.9,4.92
Graphite India,548.00,515.90,541.85,516.45,25.4,4.92
Tasty Bite,"11,670.00","11,055.00","11,549.05","11,012.85",536.2,4.87
Suzlon Energy,9.90,9.65,9.90,9.45,0.45,4.76
IDFC First Bank,44.00,41.75,43.65,41.70,1.95,4.68
La Opala RG,374.00,354.95,369.65,353.15,16.5,4.67
Balrampur Chini,511.60,483.60,505.10,482.85,22.25,4.61
Huhtamaki India,171.00,161.40,168.95,161.60,7.35,4.55
Vardhman Text,459.75,437.05,455.35,436.15,19.2,4.4
Sterling Wilson,355.00,333.25,346.65,332.25,14.4,4.33
IRCTC,837.70,803.00,832.70,798.20,34.5,4.32
PNB Housing Fin,420.00,394.40,408.65,391.80,16.85,4.3
Johnson Control,"1,969.80","1,874.00","1,944.50","1,865.30",79.2,4.25
Godfrey Phillip,"1,093.50","1,040.95","1,085.55","1,041.90",43.65,4.19
Adani Ports,822.15,783.65,818.55,785.75,32.8,4.17
SAIL,106.80,102.85,106.40,102.15,4.25,4.16
JTEKT India ,79.95,74.85,79.30,76.15,3.15,4.14
IDFC,67.00,64.00,66.20,63.60,2.6,4.09
Future Consumer,5.25,5.05,5.15,4.95,0.2,4.04
Escorts,"1,775.00","1,691.00","1,765.05","1,697.95",67.1,3.95
Sequent Scienti,152.20,142.35,150.20,144.55,5.65,3.91
Gujarat Fluoro,"2,929.00","2,780.05","2,903.90","2,794.85",109.05,3.9
HDFC Life,597.55,553.80,571.80,550.35,21.45,3.9
Vedanta,423.70,406.00,421.45,405.80,15.65,3.86
Gujarat Pipavav,82.40,78.60,81.60,78.60,3,3.82
Mahanagar Gas,828.00,796.25,826.05,795.75,30.3,3.81
Thyrocare Techn,824.45,797.50,817.90,788.05,29.85,3.79
Ceat,995.30,952.95,985.65,949.95,35.7,3.76
Bank of Mah,18.15,17.40,18.00,17.35,0.65,3.75
Endurance Techn,"1,163.00","1,129.30","1,159.00","1,117.20",41.8,3.74
Indiabulls Hsg,174.90,166.30,173.30,167.10,6.2,3.71
Responsive Ind,189.75,181.50,187.85,181.20,6.65,3.67
KRBL,218.85,209.50,216.80,209.20,7.6,3.63
NFL,60.90,57.50,59.95,57.85,2.1,3.63
Tata Inv Corp,"1,481.95","1,417.50","1,469.00","1,417.50",51.5,3.63
Mah Seamless,583.75,551.15,572.90,553.00,19.9,3.6
RBL Bank,142.95,136.60,141.90,137.00,4.9,3.58
Yes Bank,13.20,12.70,13.10,12.65,0.45,3.56
Symphony,"1,188.00","1,139.95","1,165.45","1,125.80",39.65,3.52
REC,131.60,127.10,131.30,126.85,4.45,3.51
LIC Housing Fin,388.70,370.00,385.20,372.25,12.95,3.48
IEX,241.55,230.10,238.95,230.95,8,3.46
HDFC AMC,"2,480.00","2,288.65","2,355.00","2,276.50",78.5,3.45
Gujarat Gas,514.45,498.05,511.95,495.10,16.85,3.4
Relaxo Footwear,"1,130.00","1,099.00","1,121.10","1,084.35",36.75,3.39
Finolex Ind,159.65,155.45,159.05,153.85,5.2,3.38
Kotak Mahindra,"1,840.00","1,735.00","1,836.05","1,776.65",59.4,3.34
Dalmia Bharat,"1,583.30","1,526.25","1,576.90","1,526.20",50.7,3.32
Equitas Holding,116.00,108.80,112.50,108.90,3.6,3.31
Lupin,792.15,762.25,790.55,765.50,25.05,3.27
Advanced Enzyme,299.00,289.90,297.80,288.45,9.35,3.24
Firstsource Sol,133.45,129.05,132.55,128.40,4.15,3.23
Hero Motocorp,"2,319.00","2,250.00","2,311.75","2,240.15",71.6,3.2
"NALCO",126.40,122.50,125.95,122.05,3.9,3.2
Rossari,985.00,959.05,979.40,949.00,30.4,3.2
Jindal Steel,550.65,531.25,547.45,530.85,16.6,3.13
ITI,103.80,99.75,102.20,99.15,3.05,3.08
AstraZeneca,"2,689.00","2,593.50","2,676.60","2,597.40",79.2,3.05
Asahi India,443.70,428.55,440.45,427.40,13.05,3.05
IGL,392.95,383.00,391.95,380.40,11.55,3.04
Bombay Burmah,920.00,892.05,914.35,887.60,26.75,3.01
Hindalco,589.65,569.05,587.50,570.50,17,2.98
Prism Johnson,125.05,119.85,123.90,120.35,3.55,2.95
Dhanuka Agritec,754.30,732.70,750.45,729.05,21.4,2.94
Syngene Intl,619.00,593.40,614.50,597.30,17.2,2.88
DCB Bank,74.75,72.75,74.40,72.35,2.05,2.83
JB Chemicals,"1,610.00","1,571.70","1,600.85","1,556.75",44.1,2.83
HUDCO,35.40,34.20,35.05,34.10,0.95,2.79
L&T Finance,85.95,82.90,85.35,83.05,2.3,2.77
Sheela Foam,"3,627.00","3,530.10","3,618.65","3,520.95",97.7,2.77
NBCC (India),39.40,38.35,39.20,38.15,1.05,2.75
Bharat Rasayan,"13,280.00","12,604.15","12,927.85","12,583.80",344.05,2.73
JM Financial,71.35,68.70,70.15,68.30,1.85,2.71
Divis Labs,"4,505.00","4,378.90","4,497.60","4,379.70",117.9,2.69
Nippon,350.45,339.50,347.05,338.10,8.95,2.65
Tata Power,253.55,246.10,251.95,245.45,6.5,2.65
Jubilant Food,"2,819.00","2,715.15","2,796.50","2,725.45",71.05,2.61
Natco Pharma,804.70,780.90,797.30,777.00,20.3,2.61
Siemens,"2,435.00","2,375.05","2,427.60","2,367.20",60.4,2.55
Zydus Life,365.90,355.10,363.40,354.40,9,2.54
ICICI Securitie,640.90,622.35,632.95,617.55,15.4,2.49
IIFL Finance,306.00,293.40,298.75,291.55,7.2,2.47
Thermax,"2,035.00","1,961.00","2,004.85","1,956.65",48.2,2.46
Aarti Drugs,478.60,462.15,470.40,459.20,11.2,2.44
KPIT Tech,634.50,615.00,623.05,608.25,14.8,2.43
HUL,"2,132.45","2,070.20","2,128.45","2,078.15",50.3,2.42
Happiest Minds ,"1,124.00","1,100.05","1,110.60","1,084.40",26.2,2.42
Power Finance,119.70,116.35,119.00,116.20,2.8,2.41
Hindustan Aeron,"1,592.90","1,527.05","1,560.95","1,524.30",36.65,2.4
Strides Pharma ,362.80,352.00,359.90,351.65,8.25,2.35
Godrej Consumer,775.00,753.00,770.65,753.00,17.65,2.34
NHPC,28.75,28.15,28.50,27.85,0.65,2.33
Balmer Lawrie,119.75,117.10,119.10,116.40,2.7,2.32
NESCO,616.00,594.15,603.95,590.30,13.65,2.31
Fine Organics,"4,125.00","4,009.80","4,099.55","4,007.55",92,2.3
Marico,531.80,510.55,530.10,518.25,11.85,2.29
CAMS,"2,485.20","2,425.10","2,472.75","2,417.70",55.05,2.28
Hind Copper,119.85,116.25,119.35,116.70,2.65,2.27
Oracle Fin Serv,"3,704.60","3,593.50","3,668.85","3,587.55",81.3,2.27
Hatsun Agro,"1,131.20","1,060.00","1,105.40","1,081.20",24.2,2.24
AIA Engineering,"1,700.00","1,633.85","1,673.75","1,637.20",36.55,2.23
3M India,"20,555.00","19,998.95","20,418.25","19,972.85",445.4,2.23
NMDC,171.10,167.00,170.25,166.55,3.7,2.22
MRPL,44.35,43.40,44.00,43.05,0.95,2.21
Ambuja Cements,313.50,305.10,311.65,304.95,6.7,2.2
Cyient,946.00,919.30,944.05,923.75,20.3,2.2
Max Financial,795.75,773.80,791.25,774.25,17,2.2
MMTC Ltd,47.25,45.95,46.70,45.70,1,2.19
COFORGE LTD.,"4,545.00","4,414.85","4,511.60","4,414.85",96.75,2.19
Jindal (Hisar),405.55,394.50,401.20,392.65,8.55,2.18
Bharat Dynamics,597.60,575.00,580.70,568.60,12.1,2.13
Central Bank,19.40,18.95,19.30,18.90,0.4,2.12
Bosch,"14,950.00","14,572.15","14,861.30","14,553.75",307.55,2.11
Chola Fin Hold,646.55,621.90,634.70,621.65,13.05,2.1
GNFC,887.00,860.05,880.80,862.75,18.05,2.09
Trent,"1,309.00","1,256.35","1,294.65","1,268.45",26.2,2.07
L&T Infotech,"6,338.00","6,195.05","6,300.35","6,173.50",126.85,2.05
Rallis India,251.20,247.00,249.90,244.90,5,2.04
Larsen,"1,829.85","1,776.60","1,826.35","1,790.10",36.25,2.03
Sundaram Fin,"2,012.70","1,953.00","1,988.35","1,948.80",39.55,2.03
Bharat Elec,220.35,215.80,219.45,215.10,4.35,2.02
Sterlite Techno,239.40,229.00,231.85,227.25,4.6,2.02
Sonata,776.60,752.00,766.80,751.65,15.15,2.02
Bliss GVS,81.40,77.00,78.75,77.20,1.55,2.01
Bajaj Electric,"1,110.00","1,080.00","1,100.55","1,078.85",21.7,2.01
New India Assur,117.40,115.20,116.70,114.40,2.3,2.01
JK Tyre & Ind,123.20,120.30,122.35,119.95,2.4,2
Intellect Desig,933.00,912.15,928.00,910.00,18,1.98
Bank of India,49.60,48.60,49.25,48.30,0.95,1.97
EID Parry,466.05,451.00,459.80,450.95,8.85,1.96
Dhani Services,69.50,67.05,68.05,66.75,1.3,1.95
IndusInd Bank,994.80,958.05,987.20,968.60,18.6,1.92
Sun Pharma,928.80,902.60,926.05,908.70,17.35,1.91
Wockhardt,289.90,281.90,288.25,282.85,5.4,1.91
Alok Industries,27.15,26.40,26.80,26.30,0.5,1.9
Sanofi India,"7,620.00","7,400.00","7,598.55","7,457.25",141.3,1.89
IOB,19.00,18.45,18.90,18.55,0.35,1.89
Info Edge,"4,702.10","4,598.00","4,685.15","4,598.75",86.4,1.88
Tata Steel,"1,354.00","1,314.45","1,341.90","1,317.10",24.8,1.88
Carborundum,824.70,790.75,802.60,787.90,14.7,1.87
Galaxy Surfacta,"2,994.75","2,935.10","2,982.55","2,928.40",54.15,1.85
Whirlpool,"1,639.00","1,603.65","1,633.30","1,603.65",29.65,1.85
TML-D,218.35,211.95,216.35,212.45,3.9,1.84
