company_name,high,low,last_price,prev_close,change,percent_gain
UPL,774.00,741.10,771.30,746.35,24.95,3.34
Bharti Airtel,738.00,707.35,735.45,713.20,22.25,3.12
M&M,925.00,895.00,919.65,892.15,27.5,3.08
Britannia,"3,720.00","3,600.00","3,698.50","3,621.60",76.9,2.12
Sun Pharma,815.00,797.00,811.10,801.35,9.75,1.22
Reliance,"2,558.00","2,503.65","2,549.90","2,521.70",28.2,1.12
ITC,232.85,227.20,230.85,228.75,2.1,0.92
Bajaj Finserv,"18,375.00","18,002.50","18,326.15","18,172.50",153.65,0.85
Eicher Motors,"2,765.55","2,710.00","2,746.75","2,724.25",22.5,0.83
TATA Cons. Prod,846.00,830.75,842.40,835.65,6.75,0.81
Dr Reddys Labs,"4,849.95","4,774.00","4,829.35","4,792.35",37,0.77
ONGC,158.70,156.45,157.70,156.65,1.05,0.67
Axis Bank,753.35,732.00,749.35,745.05,4.3,0.58
Grasim,"1,879.40","1,842.00","1,874.45","1,863.85",10.6,0.57
Tech Mahindra,"1,573.35","1,546.55","1,566.60","1,559.20",7.4,0.47
Shree Cements,"29,428.90","28,965.00","29,355.80","29,229.65",126.15,0.43
Larsen,"1,954.00","1,932.00","1,950.15","1,943.60",6.55,0.34
Tata Motors,515.95,500.20,510.75,509.65,1.1,0.22
BPCL,434.00,430.15,431.25,430.50,0.75,0.17
Hero Motocorp,"2,731.95","2,701.85","2,718.80","2,714.35",4.45,0.16
HDFC,"2,951.00","2,886.05","2,945.60","2,941.60",4,0.14
Adani Ports,745.05,730.10,737.90,737.35,0.55,0.07
Nestle,"19,042.60","18,800.00","18,952.90","18,940.75",12.15,0.06
Bajaj Finance,"7,610.00","7,505.00","7,581.45","7,577.50",3.95,0.05
HDFC Life,708.00,700.60,706.50,706.45,0.05,0.01
