company_name,high,low,last_price,prev_close,change,percent_gain
RITES,386.85,345.00,380.35,344.20,36.15,10.5
TataTeleservice,104.75,99.00,104.75,99.80,4.95,4.96
Kalyan Jeweller,103.80,96.10,101.00,96.35,4.65,4.83
Triveni Engg,289.00,272.10,286.35,275.75,10.6,3.84
Rajesh Exports,681.75,637.00,672.70,648.60,24.1,3.72
Tanla Platforms,872.30,791.25,812.15,783.75,28.4,3.62
Fine Organics,"7,122.00","6,833.30","7,072.45","6,841.90",230.55,3.37
Praj Industries,441.90,421.10,438.50,424.35,14.15,3.33
HCL Tech,989.05,969.30,982.10,952.00,30.1,3.16
Sun Pharma Adv,242.20,232.05,236.75,229.65,7.1,3.09
Cochin Shipyard,552.40,530.10,542.05,527.50,14.55,2.76
Narayana Hruda,719.00,691.05,714.40,696.25,18.15,2.61
NALCO,72.90,70.90,72.30,70.50,1.8,2.55
Castrol,123.60,119.60,123.15,120.10,3.05,2.54
Dr Lal PathLab,"2,400.00","2,303.60","2,358.80","2,303.60",55.2,2.4
Nippon,273.80,264.80,271.75,265.40,6.35,2.39
CSB Bank,245.00,237.45,243.30,238.35,4.95,2.08
FDC,285.85,268.65,279.75,274.05,5.7,2.08
Can Fin Homes,507.35,487.60,502.25,492.10,10.15,2.06
Ratnamani Metal,"2,086.90","2,000.00","2,067.80","2,026.20",41.6,2.05
KPR Mill,573.60,554.65,568.90,557.65,11.25,2.02
Max Healthcare,435.90,414.05,429.15,420.70,8.45,2.01
EID Parry,618.25,599.00,614.60,602.55,12.05,2
JK Paper,399.95,385.10,395.20,387.65,7.55,1.95
Zee Entertain,275.35,266.00,273.15,267.95,5.2,1.94
Vedanta,294.90,287.35,293.00,287.60,5.4,1.88
Sobha,647.45,632.95,641.00,629.80,11.2,1.78
HEG,"1,147.00","1,079.05","1,106.85","1,088.30",18.55,1.7
Kalpataru Power,448.00,436.00,441.35,434.00,7.35,1.69
PCBL,137.30,133.20,136.50,134.25,2.25,1.68
Radico Khaitan,"1,066.80","1,045.75","1,062.85","1,045.30",17.55,1.68
Hikal,333.55,320.65,329.10,323.70,5.4,1.67
AIA Engineering,"2,628.05","2,550.00","2,598.05","2,556.55",41.5,1.62
Restaurant Bran,129.90,124.70,127.95,126.00,1.95,1.55
Motherson SWI,88.00,85.75,87.25,85.95,1.3,1.51
KEI Industries,"1,481.95","1,422.25","1,453.10","1,432.15",20.95,1.46
SUMITOMO,509.00,500.10,508.05,500.90,7.15,1.43
Marico,519.30,508.00,515.55,508.40,7.15,1.41
IRB Infra,221.70,213.50,217.05,214.05,3,1.4
CCL Products,493.85,477.20,488.25,481.60,6.65,1.38
Welspun India,77.50,75.50,76.90,75.85,1.05,1.38
Sun Pharma,973.75,951.50,968.40,955.55,12.85,1.34
Aarti Drugs,459.50,441.85,454.35,448.45,5.9,1.32
Prestige Estate,442.40,431.60,439.75,434.00,5.75,1.32
ICICI Securitie,509.80,495.00,504.05,497.65,6.4,1.29
Bata India,"1,825.00","1,781.75","1,822.25","1,799.15",23.1,1.28
Graphite India,372.10,355.55,361.10,356.55,4.55,1.28
GNFC,667.00,639.10,662.95,654.55,8.4,1.28
Transport Corp,796.00,775.00,789.20,779.40,9.8,1.26
Indian Bank,196.95,192.25,196.35,194.05,2.3,1.19
NLC India,69.40,67.80,68.75,67.95,0.8,1.18
Lupin,689.90,677.00,687.15,679.30,7.85,1.16
CAMS,"2,690.00","2,568.00","2,596.60","2,567.45",29.15,1.14
