company_name,high,low,last_price,prev_close,change,percent_gain
Kalpataru Power,453.40,424.60,447.90,427.75,20.15,4.71
KRBL,392.95,371.40,389.00,371.95,17.05,4.58
Rajesh Exports,635.00,595.00,625.90,601.95,23.95,3.98
PCBL,138.00,132.15,136.35,132.45,3.9,2.94
Route,"1,427.60","1,372.20","1,405.75","1,366.80",38.95,2.85
Sapphire Foods,"1,509.95","1,441.30","1,481.80","1,441.70",40.1,2.78
Shipping Corp,123.90,117.25,118.85,116.45,2.4,2.06
Timken,"3,311.70","3,216.00","3,299.40","3,242.90",56.5,1.74
Bata India,"1,821.00","1,769.90","1,810.30","1,781.15",29.15,1.64
Gland,"2,100.00","2,036.25","2,083.60","2,051.10",32.5,1.58
Wockhardt,254.65,243.70,246.90,243.10,3.8,1.56
IWML,"1,820.00","1,779.00","1,809.95","1,782.45",27.5,1.54
Axis Bank,795.50,774.50,785.55,776.85,8.7,1.12
Castrol,119.80,114.60,116.60,115.50,1.1,0.95
ZFCVINDIA,"10,375.00","10,048.00","10,261.55","10,167.35",94.2,0.93
Jubilant Ing.,568.80,558.10,561.90,556.90,5,0.9
Federal Bank,124.20,121.05,122.40,121.35,1.05,0.87
Adani Enterpris,"3,338.00","3,249.00","3,273.95","3,246.25",27.7,0.85
CAMS,"2,594.00","2,515.10","2,556.90","2,535.35",21.55,0.85
Vedant Fashions,"1,476.20","1,427.80","1,454.55","1,443.10",11.45,0.79
Alkem Lab,"3,229.95","3,157.60","3,198.65","3,174.65",24,0.76
Blue Star,"1,185.80","1,149.50","1,165.00","1,156.50",8.5,0.73
Schaeffler Ind,"3,349.00","3,250.00","3,291.90","3,268.10",23.8,0.73
Sheela Foam,"2,687.70","2,605.25","2,648.90","2,631.85",17.05,0.65
Honeywell Autom,"39,449.00","38,590.00","38,890.20","38,642.30",247.9,0.64
Asian Paints,"3,360.00","3,274.00","3,298.70","3,277.95",20.75,0.63
Syngene Intl,569.05,556.45,564.90,561.45,3.45,0.61
Chalet Hotels,396.40,375.75,386.50,384.20,2.3,0.6
Bayer CropScien,"4,815.00","4,668.85","4,725.95","4,697.65",28.3,0.6
KEI Industries,"1,425.00","1,406.05","1,416.55","1,408.10",8.45,0.6
Dixon Technolog,"4,285.10","4,230.00","4,259.80","4,235.60",24.2,0.57
Bajaj Electric,"1,201.95","1,166.65","1,190.40","1,183.90",6.5,0.55
Finolex Cables,470.00,450.30,454.70,452.25,2.45,0.54
ICICI Lombard ,"1,152.15","1,126.95","1,135.05","1,129.10",5.95,0.53
Polyplex Corp,"1,901.00","1,862.60","1,869.95","1,860.10",9.85,0.53
Chambal Fert,324.80,316.55,320.00,318.55,1.45,0.46
AIA Engineering,"2,602.55","2,510.00","2,553.90","2,542.50",11.4,0.45
Adani Total Gas,"3,219.95","3,150.00","3,173.60","3,161.00",12.6,0.4
CRISIL,"3,183.65","3,110.00","3,145.70","3,133.70",12,0.38
AstraZeneca,"3,149.90","3,100.25","3,116.60","3,105.00",11.6,0.37
Sundram,944.00,923.25,932.85,929.55,3.3,0.36
Balkrishna Ind,"1,919.15","1,882.40","1,908.35","1,901.60",6.75,0.35
JB Chemicals,"1,993.90","1,963.00","1,976.95","1,970.15",6.8,0.35
CenturyPlyboard,626.10,615.65,622.05,619.95,2.1,0.34
Sun Pharma Adv,235.50,225.20,228.50,227.75,0.75,0.33
Ajanta Pharma,"1,285.60","1,250.05","1,272.20","1,268.80",3.4,0.27
Devyani Int,197.55,193.15,194.30,193.80,0.5,0.26
Indigo Paints,"1,499.55","1,470.05","1,485.75","1,481.85",3.9,0.26
Poonawalla Fin,338.00,325.00,326.45,325.70,0.75,0.23
IDFC,74.10,71.85,72.70,72.55,0.15,0.21
IRB Infra,220.00,213.10,214.85,214.40,0.45,0.21
RHI Magnesita,678.00,660.00,662.70,661.30,1.4,0.21
Galaxy Surfacta,"2,988.00","2,935.00","2,977.00","2,971.20",5.8,0.2
Container Corp,711.80,688.40,691.05,689.95,1.1,0.16
KEC Intl,429.00,411.50,418.50,418.20,0.3,0.07
KPR Mill,561.80,548.95,552.55,552.40,0.15,0.03
LIC India,625.95,618.00,619.50,619.40,0.1,0.02
