company_name,high,low,last_price,prev_close,change,percent_gain
Suzlon Energy,7.60,6.75,7.45,6.70,0.75,11.19
IRB Infra,241.60,215.35,239.10,216.15,22.95,10.62
APTUS VALUE,338.85,301.90,331.60,301.90,29.7,9.84
Deepak Fert,980.90,881.50,966.15,894.55,71.6,8
Godfrey Phillip,"1,427.00","1,310.00","1,410.50","1,311.95",98.55,7.51
Metro Brands,936.95,863.65,931.35,873.85,57.5,6.58
Indian Bank,206.00,191.65,204.45,192.30,12.15,6.32
Adani Green Ene,"2,198.00","2,035.00","2,154.45","2,033.15",121.3,5.97
FDC,304.90,279.05,299.85,285.00,14.85,5.21
Bank of Mah,19.00,17.95,18.85,17.95,0.9,5.01
City Union Bank,195.00,184.00,193.10,184.05,9.05,4.92
Just Dial,608.85,580.60,597.55,569.90,27.65,4.85
Canara Bank,238.35,223.00,237.40,226.75,10.65,4.7
Bank of Baroda,136.75,129.60,136.15,130.45,5.7,4.37
IWML,"1,895.95","1,794.35","1,882.65","1,808.10",74.55,4.12
NHPC,39.55,37.50,39.35,37.90,1.45,3.83
Ambuja Cements,522.70,497.45,520.55,501.85,18.7,3.73
DCM Shriram,"1,087.50","1,037.45","1,080.50","1,043.10",37.4,3.59
HLE Glascoat,"3,770.00","3,580.05","3,717.95","3,591.20",126.75,3.53
Bharat Forge,776.00,742.10,772.80,747.80,25,3.34
Go Fashion,"1,393.60","1,321.95","1,369.55","1,326.65",42.9,3.23
Macrotech Dev,"1,016.00",965.00,"1,010.65",979.75,30.9,3.15
SBI,544.70,524.20,543.65,527.20,16.45,3.12
Bata India,"1,844.65","1,764.05","1,840.10","1,785.35",54.75,3.07
PNB,37.25,35.50,36.90,35.85,1.05,2.93
Supreme Ind,"2,000.00","1,906.50","1,994.85","1,939.55",55.3,2.85
Tata Comm,"1,204.00","1,164.05","1,195.85","1,163.70",32.15,2.76
Indian Hotels,318.95,305.00,318.25,309.75,8.5,2.74
Pidilite Ind,"2,709.15","2,625.20","2,691.40","2,619.75",71.65,2.73
Rail Vikas,38.30,36.60,37.80,36.80,1,2.72
Westlife Dev,736.40,707.00,729.45,710.50,18.95,2.67
IDFC First Bank,55.95,53.80,55.75,54.30,1.45,2.67
Delta Corp,217.35,208.55,215.90,210.35,5.55,2.64
Schaeffler Ind,"3,318.80","3,182.95","3,285.70","3,202.15",83.55,2.61
Bharat Dynamics,892.00,835.95,879.85,857.85,22,2.56
Kajaria Ceramic,"1,139.00","1,070.40","1,115.95","1,088.75",27.2,2.5
Blue Star,"1,203.00","1,152.95","1,195.20","1,166.15",29.05,2.49
ICICI Securitie,523.50,501.00,520.60,507.95,12.65,2.49
KEC Intl,431.00,409.30,427.70,417.35,10.35,2.48
Easy Trip,402.60,383.00,398.05,388.65,9.4,2.42
Container Corp,714.65,686.70,712.75,696.00,16.75,2.41
AU Small Financ,618.00,595.85,615.75,601.40,14.35,2.39
RBL Bank,127.55,122.85,127.05,124.10,2.95,2.38
Sundaram Fin,"2,315.00","2,227.00","2,296.45","2,243.30",53.15,2.37
Rattanindia Ent,50.75,48.50,50.00,48.85,1.15,2.35
BHEL,63.15,60.35,62.95,61.55,1.4,2.27
Hatsun Agro,"1,031.95",975.90,"1,017.60",995.85,21.75,2.18
SRF,"2,571.50","2,480.05","2,550.95","2,496.60",54.35,2.18
Granules India,351.50,339.10,350.10,342.90,7.2,2.1
Jamna Auto,109.15,105.10,108.25,106.10,2.15,2.03
NTPC,169.05,164.00,168.45,165.10,3.35,2.03
Apollo Tyres,277.35,268.10,276.50,271.10,5.4,1.99
Union Bank,44.20,42.60,43.95,43.10,0.85,1.97
Castrol,124.85,121.15,123.95,121.65,2.3,1.89
