company_name,high,low,last_price,prev_close,change,percent_gain
ABB India,"2,294.00","2,088.05","2,221.10","2,014.45",206.65,10.26
Adani Green Ene,"2,890.00","2,725.00","2,845.90","2,671.35",174.55,6.53
Varroc Engineer,399.40,366.10,390.50,366.55,23.95,6.53
Bharat Dynamics,729.75,680.55,721.50,684.65,36.85,5.38
KPR Mill,655.95,612.30,645.55,614.80,30.75,5
Grindwell Norto,"1,711.00","1,629.75","1,699.90","1,619.90",80,4.94
IFB Industries,909.90,873.45,906.60,865.85,40.75,4.71
Siemens,"2,341.95","2,205.05","2,302.45","2,200.25",102.2,4.64
Just Dial,810.00,765.15,793.65,759.30,34.35,4.52
Network 18,82.55,76.25,80.30,76.95,3.35,4.35
Tech Mahindra,"1,266.10","1,222.15","1,263.35","1,212.80",50.55,4.17
Narayana Hruda,718.00,685.00,709.95,682.55,27.4,4.01
FDC,275.95,263.70,273.85,263.65,10.2,3.87
Hero Motocorp,"2,538.15","2,430.10","2,501.65","2,409.50",92.15,3.82
Thyrocare Techn,785.00,751.00,776.00,747.85,28.15,3.76
Dixon Technolog,"3,994.70","3,821.00","3,949.55","3,810.45",139.1,3.65
KPIT Tech,554.70,534.20,548.40,530.20,18.2,3.43
Amber Enterpris,"3,849.90","3,680.05","3,815.30","3,691.65",123.65,3.35
Infosys,"1,589.40","1,557.45","1,585.15","1,535.55",49.6,3.23
Shriram City,"1,766.80","1,627.30","1,675.65","1,623.20",52.45,3.23
General Insuran,132.90,124.00,128.35,124.40,3.95,3.18
Aster DM Health,192.00,185.00,190.35,184.75,5.6,3.03
Avanti Feeds,441.50,425.00,435.30,422.60,12.7,3.01
Vakrangee,35.70,34.50,35.15,34.15,1,2.93
BHEL,55.45,52.80,53.85,52.35,1.5,2.87
CreditAccess Gr,"1,024.95",967.00,995.45,967.70,27.75,2.87
NLC India,89.25,86.05,87.70,85.30,2.4,2.81
COFORGE LTD.,"4,216.90","4,058.45","4,171.60","4,058.45",113.15,2.79
