company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,959.90,897.10,956.45,890.85,65.6,7.36
SBI,385.20,363.65,383.10,360.45,22.65,6.28
ICICI Bank,624.50,601.20,623.60,597.30,26.3,4.4
HDFC Bank,"1,442.60","1,381.30","1,440.25","1,386.85",53.4,3.85
UPL,785.00,752.05,770.75,743.30,27.45,3.69
Axis Bank,710.30,684.40,709.25,685.00,24.25,3.54
Eicher Motors,"2,489.95","2,410.05","2,484.35","2,415.20",69.15,2.86
Tata Motors,323.85,311.40,321.10,312.25,8.85,2.83
Adani Ports,760.00,737.00,754.20,733.55,20.65,2.82
HDFC,"2,495.00","2,435.50","2,486.45","2,422.00",64.45,2.66
Hindalco,395.35,377.25,392.95,382.80,10.15,2.65
UltraTechCement,"6,554.25","6,331.00","6,532.35","6,368.10",164.25,2.58
Bajaj Finserv,"11,375.00","10,942.65","11,249.35","10,971.50",277.85,2.53
Shree Cements,"27,399.95","26,600.45","27,328.25","26,713.60",614.65,2.3
Kotak Mahindra,"1,755.00","1,710.00","1,744.15","1,706.65",37.5,2.2
Grasim,"1,400.40","1,362.45","1,393.85","1,367.00",26.85,1.96
Bajaj Finance,"5,490.00","5,315.05","5,430.10","5,330.35",99.75,1.87
Tata Steel,"1,158.20","1,103.50","1,150.85","1,132.10",18.75,1.66
M&M,756.00,735.40,753.55,741.50,12.05,1.63
Hero Motocorp,"2,884.40","2,813.00","2,854.75","2,812.35",42.4,1.51
HCL Tech,927.20,910.10,922.15,910.35,11.8,1.3
TATA Cons. Prod,657.40,640.10,653.30,645.15,8.15,1.26
Reliance,"1,963.45","1,930.40","1,960.35","1,937.30",23.05,1.19
ONGC,115.40,112.25,114.25,112.95,1.3,1.15
Dr Reddys Labs,"5,260.00","5,145.00","5,250.30","5,196.85",53.45,1.03
JSW Steel,722.40,694.05,714.40,707.10,7.3,1.03
Infosys,"1,334.95","1,320.30","1,329.40","1,316.40",13,0.99
IOC,102.25,100.10,102.00,101.05,0.95,0.94
Coal India,149.15,144.00,148.15,146.80,1.35,0.92
Titan Company,"1,470.80","1,438.00","1,468.30","1,455.85",12.45,0.86
TCS,"3,075.20","3,036.00","3,069.75","3,051.50",18.25,0.6
Divis Labs,"4,067.00","4,020.00","4,043.25","4,020.55",22.7,0.56
Bajaj Auto,"3,924.40","3,833.20","3,864.40","3,848.80",15.6,0.41
BPCL,446.55,438.10,443.65,442.25,1.4,0.32
Asian Paints,"2,824.20","2,747.55","2,782.75","2,774.50",8.25,0.3
Wipro,503.70,495.00,499.80,498.45,1.35,0.27
Britannia,"3,533.90","3,496.05","3,507.25","3,501.45",5.8,0.17
ITC,217.00,211.65,212.60,212.25,0.35,0.16
NTPC,112.25,109.95,111.55,111.40,0.15,0.13
Tech Mahindra,957.95,943.00,953.35,952.20,1.15,0.12
