company_name,high,low,last_price,prev_close,change,percent_gain
HLE Glascoat,"3,640.80","3,128.05","3,495.05","3,116.95",378.10,12.13
Easy Trip,414.75,380.00,414.65,377.05,37.60,9.97
Redington,141.40,131.25,139.55,127.90,11.65,9.11
Rashtriya Chem,94.70,87.85,94.05,87.50,6.55,7.49
APL Apollo,"1,060.00",980.00,"1,052.80",979.80,73.00,7.45
KEI Industries,"1,400.00","1,295.20","1,389.25","1,298.30",90.95,7.01
Solar Ind,"2,999.00","2,823.00","2,987.15","2,795.00",192.15,6.87
Varun Beverages,"1,027.80",945.80,"1,003.75",942.60,61.15,6.49
Infibeam Avenue,17.10,15.10,15.90,14.95,0.95,6.35
Kalyan Jeweller,72.35,67.00,70.30,66.50,3.80,5.71
Fert and Chem,121.40,112.15,116.70,110.45,6.25,5.66
Zydus Life,365.90,346.00,364.60,346.45,18.15,5.24
Lupin,664.25,603.00,659.95,627.60,32.35,5.15
Dhani Services,49.90,48.55,49.90,47.55,2.35,4.94
Tube Investment,"2,247.65","2,125.25","2,219.50","2,116.65",102.85,4.86
Ipca Labs,"1,028.00",972.05,"1,024.95",977.95,47.00,4.81
Sterlite Techno,154.90,147.65,153.70,146.85,6.85,4.66
Karur Vysya,61.20,57.45,60.75,58.05,2.70,4.65
Indiamart Inter,"4,567.85","4,303.00","4,486.50","4,289.70",196.80,4.59
AU Small Financ,645.00,610.45,636.60,609.60,27.00,4.43
Zomato,58.65,54.50,57.85,55.45,2.40,4.33
Shipping Corp,116.00,110.50,115.10,110.40,4.70,4.26
Blue Star,"1,039.00",959.00,"1,010.35",969.20,41.15,4.25
ICICI Securitie,502.00,472.25,497.70,477.50,20.20,4.23
Astral Ltd,"1,978.80","1,901.55","1,963.20","1,884.60",78.60,4.17
Laurus Labs,544.70,523.10,543.85,522.25,21.60,4.14
DCM Shriram,"1,054.00",995.10,"1,048.85","1,007.70",41.15,4.08
PI Industries,"3,209.00","3,073.00","3,140.45","3,028.50",111.95,3.7
Hitachi Energy,"3,498.40","3,317.40","3,444.40","3,323.05",121.35,3.65
Aarti Drugs,439.40,415.05,433.05,417.85,15.20,3.64
JSW Energy,274.70,255.00,273.70,264.50,9.20,3.48
Cipla,"1,046.90","1,015.00","1,044.50","1,011.85",32.65,3.23
Thermax,"2,082.95","2,014.55","2,074.35","2,010.40",63.95,3.18
Torrent Pharma,"1,570.05","1,503.30","1,560.70","1,512.90",47.80,3.16
3M India,"23,549.00","22,523.25","23,464.85","22,790.10",674.75,2.96
Mindtree,"3,540.00","3,441.05","3,531.75","3,434.95",96.80,2.82
Vakrangee,30.10,28.00,29.50,28.70,0.80,2.79
Vijaya Diagnost,399.90,370.60,380.90,370.60,10.30,2.78
Alkyl Amines,"3,170.00","2,992.00","3,119.25","3,036.40",82.85,2.73
Bharat Elec,287.50,275.95,284.15,276.85,7.30,2.64
Honeywell Autom,"41,450.00","39,987.00","41,352.90","40,321.60","1,031.30",2.56
M&M Financial,196.80,188.80,194.85,190.00,4.85,2.55
Vardhman Text,324.00,308.95,317.10,309.35,7.75,2.51
Nestle,"19,923.80","19,396.10","19,850.00","19,365.90",484.10,2.5
