company_name,high,low,last_price,prev_close,change,percent_gain
Kotak Mahindra,"2,045.00","1,937.20","2,019.60","1,964.30",55.3,2.82
HCL Tech,"1,145.00","1,100.10","1,133.15","1,110.05",23.1,2.08
HDFC Life,686.00,658.80,683.65,670.65,13,1.94
TCS,"3,529.35","3,406.45","3,502.00","3,446.85",55.15,1.6
Wipro,632.85,603.95,630.60,621.45,9.15,1.47
Bajaj Finance,"6,980.00","6,678.30","6,905.75","6,807.05",98.7,1.45
Titan Company,"2,334.40","2,231.40","2,324.20","2,292.30",31.9,1.39
Bajaj Finserv,"17,098.00","16,273.65","16,890.40","16,682.55",207.85,1.25
Reliance,"2,500.00","2,399.10","2,441.50","2,412.60",28.9,1.2
Hindalco,433.50,407.10,420.15,417.00,3.15,0.76
HDFC Bank,"1,507.65","1,462.00","1,501.25","1,489.90",11.35,0.76
Tech Mahindra,"1,545.50","1,479.40","1,536.65","1,527.40",9.25,0.61
SBI Life Insura,"1,147.85","1,103.75","1,136.25","1,130.35",5.9,0.52
Infosys,"1,712.00","1,669.15","1,696.35","1,691.65",4.7,0.28
Tata Motors,470.75,443.10,461.45,460.20,1.25,0.27
Tata Steel,"1,137.00","1,075.05","1,114.75","1,112.30",2.45,0.22
Bharti Airtel,755.00,727.10,739.35,738.75,0.6,0.08
Asian Paints,"3,178.90","3,071.90","3,144.30","3,143.10",1.2,0.04
