company_name,high,low,last_price,prev_close,change,percent_gain
EIH,191.50,160.00,187.95,159.60,28.35,17.76
TCNS Clothing C,675.00,591.05,663.15,593.40,69.75,11.75
GMM Pfaudler,"1,846.65","1,650.00","1,825.80","1,655.45",170.35,10.29
Sheela Foam,"3,280.00","2,982.45","3,242.90","2,988.80",254.1,8.5
Elgi Equipments,537.35,495.25,532.95,492.35,40.6,8.25
Trident,40.30,37.00,39.75,36.85,2.9,7.87
Mahindra Holida,285.45,262.00,284.05,263.55,20.5,7.78
Varroc Engineer,384.90,352.45,380.25,354.05,26.2,7.4
V-Guard Ind,249.00,228.20,243.95,229.10,14.85,6.48
Astral Ltd,"2,325.00","2,184.70","2,314.45","2,180.90",133.55,6.12
TataTeleservice,149.00,129.20,135.25,127.55,7.7,6.04
Indiamart Inter,"4,880.00","4,451.05","4,752.30","4,483.30",269,6
Welspun Corp,243.35,228.90,241.30,227.85,13.45,5.9
Vijaya Diagnost,393.95,367.15,382.80,361.80,21,5.8
PNB Housing Fin,387.00,362.35,379.85,360.15,19.7,5.47
HLE Glascoat,"3,995.00","3,750.00","3,947.05","3,743.80",203.25,5.43
Timken,"3,250.00","3,076.15","3,231.75","3,089.20",142.55,4.61
Aster DM Health,233.40,216.50,231.05,220.95,10.1,4.57
UTI AMC,858.00,818.40,852.20,819.80,32.4,3.95
Adani Enterpris,"3,369.40","3,225.00","3,355.80","3,233.25",122.55,3.79
NHPC,40.40,37.65,38.85,37.50,1.35,3.6
Sun TV Network,531.70,501.90,518.65,501.55,17.1,3.41
HFCL,79.70,73.60,76.40,74.05,2.35,3.17
Ircon Internati,43.45,41.65,43.05,41.75,1.3,3.11
Ircon Internati,43.45,41.65,43.05,41.75,1.3,3.11
NCC,75.00,72.10,74.30,72.15,2.15,2.98
Tanla Platforms,754.80,710.20,742.55,721.20,21.35,2.96
MTAR Tech,"1,684.45","1,622.60","1,666.10","1,618.45",47.65,2.94
Hindustan Aeron,"2,425.00","2,320.10","2,369.50","2,303.10",66.4,2.88
TCI Express,"1,814.45","1,742.05","1,797.20","1,747.25",49.95,2.86
Star Health,749.00,727.65,741.45,721.00,20.45,2.84
FDC,279.00,267.35,273.60,266.10,7.5,2.82
Escorts Kubota,"2,089.35","2,015.00","2,075.10","2,020.75",54.35,2.69
GMR Infra,40.75,38.00,39.40,38.40,1,2.6
Gland,"2,607.00","2,493.10","2,566.10","2,501.35",64.75,2.59
United Brewerie,"1,719.00","1,663.10","1,705.15","1,662.95",42.2,2.54
Metro Brands,805.00,773.00,794.80,776.95,17.85,2.3
Chalet Hotels,343.65,324.30,332.10,324.70,7.4,2.28
Just Dial,634.90,594.90,605.90,592.55,13.35,2.25
CSB Bank,218.30,210.15,215.90,211.20,4.7,2.23
Sundaram Fin,"2,148.00","2,060.00","2,129.00","2,083.55",45.45,2.18
Prestige Estate,486.00,466.60,480.60,470.55,10.05,2.14
Dhani Services,72.00,69.20,70.05,68.60,1.45,2.11
