company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,599.00","2,526.00","2,589.65","2,515.65",74,2.94
UltraTechCement,"7,725.00","7,406.00","7,601.45","7,409.05",192.4,2.6
Bajaj Finance,"6,640.00","6,406.05","6,544.10","6,410.10",134,2.09
Adani Ports,708.30,688.70,705.40,692.65,12.75,1.84
Bajaj Finserv,"15,238.00","14,736.70","15,006.35","14,737.25",269.1,1.83
Grasim,"1,508.80","1,480.00","1,501.20","1,481.00",20.2,1.36
TATA Cons. Prod,844.85,830.15,841.40,832.80,8.6,1.03
Nestle,"18,969.00","18,750.05","18,911.00","18,732.55",178.45,0.95
Bajaj Auto,"3,856.05","3,775.00","3,833.05","3,807.45",25.6,0.67
Britannia,"3,730.00","3,686.95","3,720.75","3,696.50",24.25,0.66
Shree Cements,"26,560.00","26,115.00","26,327.30","26,200.25",127.05,0.48
IOC,106.50,104.70,106.20,105.70,0.5,0.47
Cipla,910.70,900.00,908.85,904.65,4.2,0.46
Reliance,"2,186.80","2,152.60","2,172.65","2,164.25",8.4,0.39
Titan Company,"1,890.65","1,860.00","1,880.30","1,874.45",5.85,0.31
HDFC Life,675.15,668.50,671.05,669.40,1.65,0.25
TCS,"3,595.00","3,536.60","3,560.55","3,553.05",7.5,0.21
UPL,766.30,753.50,762.20,760.75,1.45,0.19
HUL,"2,500.00","2,454.00","2,486.05","2,483.80",2.25,0.09
M&M,797.00,786.90,791.35,790.65,0.7,0.09
Divis Labs,"4,999.05","4,902.00","4,910.45","4,908.35",2.1,0.04
