company_name,high,low,last_price,prev_close,change,percent_gain
Bharti Airtel,713.90,681.40,708.45,681.10,27.35,4.02
SBI,507.50,483.10,499.90,488.20,11.7,2.4
Tata Motors,497.00,471.25,486.90,481.90,5,1.04
IndusInd Bank,"1,213.90","1,172.45","1,201.70","1,194.00",7.7,0.64
Axis Bank,813.80,792.00,804.80,801.65,3.15,0.39
Adani Ports,802.90,777.50,794.90,792.25,2.65,0.33
Bajaj Finance,"7,833.55","7,575.00","7,761.35","7,739.30",22.05,0.28
ITC,248.50,242.35,246.60,245.95,0.65,0.26
HDFC Life,709.50,695.30,703.40,702.80,0.6,0.09
HCL Tech,"1,263.40","1,220.40","1,232.90","1,232.10",0.8,0.06
Tech Mahindra,"1,576.50","1,515.80","1,539.30","1,539.10",0.2,0.01
