company_name,high,low,last_price,prev_close,change,percent_gain
JK Lakshmi Cem,583.75,501.10,556.25,499.65,56.60,11.33
Bajaj Holdings,"6,690.00","5,767.00","6,373.25","5,777.10",596.15,10.32
Angel One,"1,615.00","1,495.00","1,594.80","1,486.65",108.15,7.27
Indian Bank,205.60,192.10,203.55,190.95,12.60,6.6
Sonata,603.00,565.05,571.30,535.99,35.31,6.59
Aarti Drugs,470.00,439.60,466.15,438.25,27.90,6.37
Infibeam Avenue,17.45,15.75,16.65,15.70,0.95,6.05
Vijaya Diagnost,475.00,429.45,463.30,437.55,25.75,5.89
Birla Corp,"1,122.00","1,048.35","1,110.65","1,049.10",61.55,5.87
Mazagon Dock,437.50,403.60,432.60,408.60,24.00,5.87
Metropolis,"1,490.00","1,412.85","1,481.60","1,403.55",78.05,5.56
Shree Cements,"24,880.00","23,146.90","24,458.45","23,181.05","1,277.40",5.51
Balaji Amines,"3,625.00","3,455.05","3,618.10","3,434.75",183.35,5.34
Century,931.60,876.25,925.35,882.45,42.90,4.86
Affle India,"1,332.00","1,269.30","1,320.20","1,259.60",60.60,4.81
Alok Industries,21.30,20.40,21.25,20.30,0.95,4.68
Thyrocare Techn,723.00,660.00,688.95,658.20,30.75,4.67
Tanla Platforms,836.90,807.00,834.20,797.05,37.15,4.66
IWML,"1,825.00","1,726.75","1,794.85","1,717.35",77.50,4.51
SKF India,"5,008.00","4,809.95","4,999.20","4,789.60",209.60,4.38
TCNS Clothing C,726.00,686.00,724.15,694.30,29.85,4.3
Nuvoco Vistas,384.95,366.60,379.65,364.05,15.60,4.29
J. K. Cement,"2,967.35","2,832.05","2,938.35","2,821.20",117.15,4.15
Railtel,109.70,102.30,106.20,102.05,4.15,4.07
Welspun India,78.65,74.60,77.25,74.25,3.00,4.04
BPCL,340.85,329.65,339.85,326.85,13.00,3.98
City Union Bank,179.40,173.20,178.65,171.90,6.75,3.93
Schaeffler Ind,"3,600.00","3,405.00","3,510.80","3,381.30",129.50,3.83
Welspun Corp,260.60,243.00,255.90,246.45,9.45,3.83
NESCO,618.00,588.00,606.00,584.40,21.60,3.7
Jubilant Ing.,497.00,479.80,490.30,473.25,17.05,3.6
ICICI Securitie,517.10,498.45,514.25,497.05,17.20,3.46
Home First,897.00,870.00,887.15,859.15,28.00,3.26
Axis Bank,782.20,757.10,779.75,755.40,24.35,3.22
Tech Mahindra,"1,092.90","1,067.10","1,089.60","1,055.85",33.75,3.2
Karur Vysya,74.65,72.65,73.95,71.70,2.25,3.14
Sundaram Fin,"2,223.95","2,144.15","2,207.45","2,140.70",66.75,3.12
Zomato,62.50,59.80,61.35,59.50,1.85,3.11
Bank of Baroda,139.85,135.00,138.35,134.20,4.15,3.09
SOLARA ACTIVE P,464.95,437.80,452.05,438.55,13.50,3.08
Dalmia Bharat,"1,660.00","1,600.50","1,652.30","1,603.85",48.45,3.02
CHEMPLAST SANMA,442.00,417.60,431.95,419.45,12.50,2.98
CG Power ,231.50,220.65,225.90,219.45,6.45,2.94
Kansai Nerolac,523.10,501.40,514.60,499.90,14.70,2.94
Poly Medicure,896.30,867.05,885.45,860.30,25.15,2.92
Ambuja Cements,464.00,446.25,461.90,448.90,13.00,2.9
CAMS,"2,380.35","2,320.00","2,371.65","2,305.50",66.15,2.87
HPCL,255.00,246.15,250.65,243.75,6.90,2.83
TCI Express,"1,864.10","1,790.00","1,846.30","1,796.35",49.95,2.78
Bandhan Bank,295.90,285.00,291.90,284.05,7.85,2.76
Chola Fin Hold,668.65,647.60,664.55,646.75,17.80,2.75
Bank of India,53.00,51.50,52.60,51.20,1.40,2.73
Zensar Tech,245.95,231.65,235.20,228.95,6.25,2.73
IOB,19.30,18.45,18.85,18.35,0.50,2.72
HEG,"1,244.40","1,205.35","1,228.65","1,196.45",32.20,2.69
Yes Bank,18.05,17.40,17.75,17.30,0.45,2.6
ICICI Bank,900.80,885.50,898.80,876.20,22.60,2.58
Nazara,669.00,647.45,662.75,646.15,16.60,2.57
Ajanta Pharma,"1,424.00","1,372.45","1,416.95","1,381.85",35.10,2.54
Go Fashion,"1,260.85","1,207.20","1,249.15","1,218.25",30.90,2.54
Alkyl Amines,"3,119.90","2,980.00","3,045.30","2,970.40",74.90,2.52
M&M,"1,331.95","1,302.00","1,321.90","1,289.70",32.20,2.5
Godfrey Phillip,"1,145.00","1,107.00","1,133.55","1,106.90",26.65,2.41
GNFC,760.85,736.40,755.95,738.40,17.55,2.38
Thermax,"2,529.10","2,455.05","2,510.80","2,452.40",58.40,2.38
Quess Corp,599.00,577.85,596.20,582.45,13.75,2.36
Pidilite Ind,"2,875.00","2,817.00","2,869.65","2,803.85",65.80,2.35
EPL,171.80,166.25,170.85,166.95,3.90,2.34
Sundram,879.00,841.00,856.35,836.90,19.45,2.32
IOC,73.75,71.80,73.05,71.40,1.65,2.31
Sunteck Realty,464.40,454.05,461.40,451.20,10.20,2.26
Bharti Airtel,776.00,757.05,769.80,753.10,16.70,2.22
Eris Life,709.00,693.00,706.75,691.50,15.25,2.21
SBI,546.30,535.50,544.65,532.85,11.80,2.21
UltraTechCement,"6,939.00","6,780.00","6,919.65","6,770.80",148.85,2.2
Alkem Lab,"3,177.70","3,092.40","3,170.10","3,102.20",67.90,2.19
LIC Housing Fin,434.00,425.00,432.80,423.60,9.20,2.17
Oracle Fin Serv,"3,168.00","3,092.00","3,140.00","3,074.65",65.35,2.13
IFB Industries,"1,071.00","1,020.00","1,038.70","1,017.40",21.30,2.09
PNC Infratech,294.20,284.05,287.60,281.75,5.85,2.08
Timken,"3,428.90","3,340.05","3,400.65","3,332.25",68.40,2.05
Aster DM Health,265.80,253.85,255.60,250.50,5.10,2.04
IDFC,70.50,68.65,69.90,68.50,1.40,2.04
Cochin Shipyard,404.70,386.70,396.10,388.35,7.75,2
PNB,38.50,37.75,38.35,37.60,0.75,1.99
Castrol,117.80,115.10,116.25,114.05,2.20,1.93
Bajaj Finserv,"17,490.00","17,042.00","17,382.85","17,055.60",327.25,1.92
Hikal,343.50,335.20,340.45,334.05,6.40,1.92
Trident,40.85,39.70,40.25,39.50,0.75,1.9
IDFC First Bank,51.50,50.55,51.10,50.15,0.95,1.89
eClerx Services,"2,226.00","2,170.35","2,215.40","2,175.20",40.20,1.85
KPIT Tech,563.90,553.05,558.95,548.80,10.15,1.85
PB Fintech,500.05,488.30,498.65,489.90,8.75,1.79
Clean Science,"1,897.50","1,855.00","1,870.90","1,838.35",32.55,1.77
Finolex Ind,155.10,152.00,154.20,151.65,2.55,1.68
IndusInd Bank,"1,115.00","1,097.40","1,108.30","1,089.95",18.35,1.68
Union Bank,43.75,42.95,43.45,42.75,0.70,1.64
Bank of Mah,18.90,18.50,18.70,18.40,0.30,1.63
P and G,"14,700.00","14,211.10","14,665.50","14,430.45",235.05,1.63
Balrampur Chini,385.30,376.40,382.25,376.15,6.10,1.62
Canara Bank,247.00,242.60,245.00,241.20,3.80,1.58
Allcargo,347.95,336.00,343.35,338.05,5.30,1.57
Ramco Cements,789.95,773.00,784.30,772.15,12.15,1.57
BHEL,63.70,62.75,63.05,62.10,0.95,1.53
Ashok Leyland,164.90,162.50,164.40,161.95,2.45,1.51
PVR,"1,940.00","1,906.20","1,934.35","1,905.65",28.70,1.51
Latent View,389.25,382.00,384.70,379.05,5.65,1.49
Central Bank,21.10,20.45,20.70,20.40,0.30,1.47
Asian Paints,"3,484.65","3,427.40","3,450.15","3,400.35",49.80,1.46
SUMITOMO,517.80,499.00,504.70,497.55,7.15,1.44
Chalet Hotels,338.40,332.40,336.85,332.10,4.75,1.43
Varun Beverages,"1,110.00","1,086.00","1,098.25","1,082.90",15.35,1.42
JM Financial,65.65,64.50,64.95,64.05,0.90,1.41
Kajaria Ceramic,"1,136.00","1,110.05","1,129.35","1,113.60",15.75,1.41
Lakshmi Machine,"12,700.00","12,480.70","12,676.15","12,501.35",174.80,1.4
Vardhman Text,340.35,331.15,337.05,332.40,4.65,1.4
Tube Investment,"2,668.00","2,575.00","2,623.60","2,587.90",35.70,1.38
CDSL,"1,451.90","1,406.15","1,420.65","1,401.55",19.10,1.36
Rail Vikas,34.00,33.20,33.60,33.15,0.45,1.36
Saregama India,424.00,414.05,421.85,416.25,5.60,1.35
Chambal Fert,350.40,343.55,347.85,343.25,4.60,1.34
VIP Industries,627.50,614.00,617.90,609.85,8.05,1.32
Astral Ltd,"2,533.50","2,439.40","2,471.40","2,439.40",32.00,1.31
CSB Bank,226.50,221.20,224.10,221.20,2.90,1.31
Zydus Wellness,"1,647.00","1,616.40","1,640.85","1,619.60",21.25,1.31
Wipro,414.35,409.60,412.80,407.45,5.35,1.31
SJVN,31.45,30.85,31.25,30.85,0.40,1.3
G R Infra,"1,358.00","1,329.05","1,345.95","1,328.75",17.20,1.29
HDFC Life,586.00,578.00,584.35,576.95,7.40,1.28
AIA Engineering,"2,559.95","2,489.30","2,538.85","2,507.05",31.80,1.27
Bajaj Finance,"7,279.45","7,175.00","7,257.65","7,166.50",91.15,1.27
AU Small Financ,650.90,644.10,649.00,640.90,8.10,1.26
RBL Bank,128.50,123.00,124.50,122.95,1.55,1.26
Indigo Paints,"1,572.00","1,540.20","1,550.80","1,531.60",19.20,1.25
Infosys,"1,481.10","1,463.60","1,475.90","1,457.65",18.25,1.25
NBCC (India),36.75,36.10,36.50,36.05,0.45,1.25
Eicher Motors,"3,463.50","3,400.60","3,425.75","3,383.65",42.10,1.24
Ratnamani Metal,"1,900.00","1,847.05","1,893.00","1,869.90",23.10,1.24
Rattanindia Ent,55.25,52.95,53.55,52.90,0.65,1.23
Caplin Labs,797.95,781.00,786.55,777.20,9.35,1.2
Sudarshan Chem,475.00,459.00,463.85,458.40,5.45,1.19
IRCTC,724.00,709.15,714.80,706.45,8.35,1.18
ITC,330.60,327.50,329.90,326.10,3.80,1.17
Laxmi Organic,353.80,343.05,345.50,341.50,4.00,1.17
Shipping Corp,128.90,124.50,125.45,124.00,1.45,1.17
Adani Ports,888.40,867.00,885.05,874.90,10.15,1.16
Poonawalla Fin,307.00,300.05,303.10,299.65,3.45,1.15
Kotak Mahindra,"1,938.00","1,912.00","1,930.05","1,908.25",21.80,1.14
Sun Pharma Adv,238.90,233.60,235.80,233.15,2.65,1.14
Grasim,"1,772.50","1,750.05","1,769.85","1,750.15",19.70,1.13
Intellect Desig,621.80,605.00,606.15,599.35,6.80,1.13
INOX Leisure,521.00,514.85,520.20,514.40,5.80,1.13
JB Chemicals,"1,898.00","1,842.00","1,887.25","1,866.15",21.10,1.13
Westlife Dev,685.00,666.00,679.85,672.35,7.50,1.12
Apollo Tyres,279.75,274.75,277.80,274.75,3.05,1.11
Praj Industries,435.80,426.00,428.80,424.15,4.65,1.1
SRF,"2,666.00","2,622.00","2,648.45","2,620.50",27.95,1.07
Dr Lal PathLab,"2,603.00","2,532.40","2,559.25","2,532.40",26.85,1.06
Oberoi Realty,"1,050.00","1,023.00","1,029.80","1,019.00",10.80,1.06
Grindwell Norto,"2,325.00","2,267.30","2,299.60","2,275.80",23.80,1.05
Krishna Inst.,"1,300.00","1,274.85","1,289.35","1,275.90",13.45,1.05
Uflex,781.00,767.80,774.60,766.70,7.90,1.03
HDFC Bank,"1,500.00","1,482.15","1,497.60","1,482.30",15.30,1.03
Indo Count,167.00,162.15,163.40,161.75,1.65,1.02
Suprajit Eng,346.00,341.00,343.10,339.70,3.40,1
PCBL,144.25,140.65,142.30,140.90,1.40,0.99
GlaxoSmithKline,"1,444.00","1,426.10","1,438.10","1,424.20",13.90,0.98
Kalyan Jeweller,83.75,82.20,83.00,82.20,0.80,0.97
Gujarat Pipavav,87.40,86.00,86.70,85.90,0.80,0.93
HDFC,"2,454.00","2,428.00","2,449.65","2,427.80",21.85,0.9
Jindal Stainles,137.40,132.40,133.80,132.60,1.20,0.9
Apollo Hospital,"4,444.90","4,361.00","4,414.80","4,376.50",38.30,0.88
HFCL,82.50,79.80,80.15,79.45,0.70,0.88
KEC Intl,410.00,402.00,406.60,403.05,3.55,0.88
Shriram City,"1,967.00","1,921.00","1,947.60","1,930.85",16.75,0.87
Adani Trans,"3,945.00","3,881.30","3,925.95","3,893.10",32.85,0.84
Metro Brands,813.95,787.15,802.50,795.80,6.70,0.84
Berger Paints,673.55,663.60,665.20,659.70,5.50,0.83
HUDCO,42.70,42.20,42.35,42.00,0.35,0.83
Larsen,"1,977.00","1,947.55","1,974.40","1,958.10",16.30,0.83
Capri Global,744.80,734.00,734.65,728.65,6.00,0.82
