company_name,high,low,last_price,prev_close,change,percent_gain
Karur Vysya,93.85,85.75,92.75,85.40,7.35,8.61
BHEL,69.20,62.60,68.20,62.95,5.25,8.34
RHI Magnesita,724.30,678.05,718.35,671.25,47.10,7.02
NHPC,42.70,38.90,41.95,39.35,2.60,6.61
Guj Alkali,949.65,879.80,926.80,874.35,52.45,6
Phoenix Mills,"1,440.00","1,345.10","1,423.45","1,348.60",74.85,5.55
Adani Trans,"3,300.00","3,112.05","3,243.00","3,074.35",168.65,5.49
Indian Bank,217.90,203.50,215.55,204.45,11.10,5.43
Network 18,70.70,65.60,70.00,66.40,3.60,5.42
Canara Bank,251.10,239.50,250.25,237.40,12.85,5.41
PNB,39.10,37.05,38.85,36.90,1.95,5.28
TVS Motor,"1,135.00","1,089.80","1,129.05","1,075.05",54.00,5.02
Polycab,"2,770.00","2,612.85","2,749.05","2,618.80",130.25,4.97
Triveni Engg,284.00,268.45,281.05,268.05,13.00,4.85
Hindustan Aeron,"2,487.95","2,360.00","2,477.95","2,363.95",114.00,4.82
Adani Wilmar,697.00,665.00,692.70,661.25,31.45,4.76
Restaurant Bran,129.80,122.50,128.00,122.25,5.75,4.7
Birla Corp,948.20,903.80,944.20,902.15,42.05,4.66
Vaibhav Global,355.75,332.65,350.80,335.25,15.55,4.64
Union Bank,46.20,44.15,45.95,43.95,2.00,4.55
Allcargo,412.70,393.90,410.05,392.45,17.60,4.48
Can Fin Homes,526.00,496.00,524.30,502.20,22.10,4.4
Mahindra Logist,548.00,522.05,545.35,523.75,21.60,4.12
Bharat Elec,106.90,102.05,105.95,101.80,4.15,4.08
Suzlon Energy,7.90,7.55,7.75,7.45,0.30,4.03
TV18 Broadcast,37.75,36.40,37.55,36.15,1.40,3.87
UTI AMC,767.00,734.05,764.85,736.75,28.10,3.81
Kalyan Jeweller,108.70,104.30,107.70,103.85,3.85,3.71
Honeywell Autom,"40,099.95","38,446.00","39,872.15","38,448.60","1,423.55",3.7
Uflex,729.00,703.00,725.70,699.95,25.75,3.68
Trent,"1,436.00","1,373.30","1,428.90","1,378.25",50.65,3.67
Westlife Dev,772.00,719.10,755.95,729.45,26.50,3.63
Jindal Stainles,134.95,130.15,134.35,129.65,4.70,3.63
Tata Comm,"1,248.00","1,196.90","1,238.20","1,195.85",42.35,3.54
SBI,563.50,546.75,562.45,543.65,18.80,3.46
Suven Pharma,415.40,390.50,408.70,395.05,13.65,3.46
Tube Investment,"2,779.90","2,669.40","2,760.75","2,669.30",91.45,3.43
Chalet Hotels,399.50,388.05,397.65,384.70,12.95,3.37
Bank of Baroda,141.75,136.75,140.65,136.15,4.50,3.31
Jubilant Ing.,546.05,530.00,543.60,526.45,17.15,3.26
Guj Amb Exports,266.95,258.00,264.55,256.35,8.20,3.2
Indiamart Inter,"4,625.05","4,391.85","4,508.90","4,373.00",135.90,3.11
Adani Ports,815.00,790.50,809.95,786.20,23.75,3.02
Aster DM Health,251.70,248.00,249.95,242.65,7.30,3.01
Syngene Intl,557.30,535.10,554.25,538.20,16.05,2.98
SBI Card,885.40,856.20,883.70,858.50,25.20,2.94
Raymond,"1,180.00","1,141.80","1,167.95","1,134.70",33.25,2.93
L&T Finance,80.40,77.80,79.60,77.35,2.25,2.91
KEI Industries,"1,506.00","1,458.00","1,494.05","1,452.20",41.85,2.88
Whirlpool,"1,623.00","1,560.95","1,600.65","1,556.10",44.55,2.86
Anupam Rasayan,750.00,725.95,746.00,725.30,20.70,2.85
Siemens,"2,848.00","2,736.05","2,823.70","2,745.45",78.25,2.85
EngineersInd,65.30,63.00,64.65,62.90,1.75,2.78
Eicher Motors,"3,622.00","3,529.95","3,612.50","3,514.70",97.80,2.78
Mahindra Holida,287.10,276.15,285.40,277.75,7.65,2.75
Shyam Metalics,302.00,288.45,298.30,290.40,7.90,2.72
Zee Entertain,280.05,270.05,270.75,263.70,7.05,2.67
Shriram Trans,"1,230.85","1,201.60","1,224.15","1,192.40",31.75,2.66
NLC India,70.80,68.05,70.05,68.25,1.80,2.64
Oil India,189.85,184.50,189.35,184.50,4.85,2.63
Rashtriya Chem,95.40,92.55,95.05,92.65,2.40,2.59
Bank of India,48.95,47.10,48.10,46.90,1.20,2.56
NOCIL,260.00,253.95,259.40,253.10,6.30,2.49
Welspun India,76.80,74.75,76.40,74.55,1.85,2.48
L&T Technology,"3,683.00","3,600.00","3,675.10","3,586.35",88.75,2.47
NBCC (India),31.30,30.50,31.15,30.40,0.75,2.47
Nestle,"19,429.05","18,990.00","19,387.85","18,920.15",467.70,2.47
CG Power ,263.00,253.55,260.50,254.25,6.25,2.46
Gujarat Pipavav,88.40,85.30,87.30,85.20,2.10,2.46
SBI Life Insura,"1,226.00","1,193.15","1,219.05","1,189.80",29.25,2.46
REC,94.30,91.85,93.90,91.65,2.25,2.45
ITC,341.00,333.55,340.30,332.25,8.05,2.42
Tejas Networks,716.95,695.10,711.05,694.55,16.50,2.38
Shree Renuka,63.50,61.60,62.95,61.50,1.45,2.36
Power Finance,104.40,101.50,104.15,101.80,2.35,2.31
RITES,393.65,375.70,388.15,379.40,8.75,2.31
Rallis India,220.45,212.90,219.10,214.25,4.85,2.26
Brigade Ent,506.90,493.20,500.95,489.95,11.00,2.25
PVR,"1,732.00","1,677.50","1,726.65","1,688.65",38.00,2.25
Sheela Foam,"2,708.95","2,603.00","2,661.40","2,602.75",58.65,2.25
Bharti Airtel,785.60,768.65,783.15,766.00,17.15,2.24
Adani Enterpris,"3,298.00","3,226.10","3,284.30","3,212.60",71.70,2.23
Go Fashion,"1,434.00","1,374.05","1,399.65","1,369.55",30.10,2.2
HEG,"1,124.00","1,096.05","1,108.95","1,085.25",23.70,2.18
MRPL,57.50,56.05,57.05,55.85,1.20,2.15
Grindwell Norto,"2,103.40","2,032.00","2,071.85","2,028.35",43.50,2.14
Poly Medicure,967.45,935.30,960.20,940.10,20.10,2.14
Mahindra CIE,315.40,306.80,312.35,305.90,6.45,2.11
Cummins,"1,222.25","1,189.00","1,210.40","1,185.90",24.50,2.07
Interglobe Avi,"1,786.55","1,749.15","1,781.00","1,745.00",36.00,2.06
Tata Motors,406.70,400.70,404.25,396.10,8.15,2.06
Tata Motors,406.70,400.70,404.25,396.10,8.15,2.06
Havells India,"1,262.40","1,234.50","1,257.05","1,232.00",25.05,2.03
Granules India,357.60,344.80,357.15,350.10,7.05,2.01
Chola Invest.,749.20,733.40,746.80,732.35,14.45,1.97
IndusInd Bank,"1,228.65","1,203.10","1,223.25","1,199.65",23.60,1.97
Radico Khaitan,"1,060.00","1,030.60","1,053.30","1,033.00",20.30,1.97
COFORGE LTD.,"3,843.95","3,775.00","3,836.75","3,763.10",73.65,1.96
Page Industries,"52,500.00","51,441.40","52,346.00","51,339.95","1,006.05",1.96
Chola Fin Hold,643.45,625.10,638.70,626.50,12.20,1.95
Graphite India,369.95,357.55,362.45,355.55,6.90,1.94
M&M,"1,267.35","1,233.50","1,253.80","1,230.00",23.80,1.93
KEC Intl,438.70,424.15,435.90,427.70,8.20,1.92
Dr Lal PathLab,"2,447.95","2,403.00","2,443.10","2,397.60",45.50,1.9
Info Edge,"3,876.60","3,795.20","3,860.30","3,789.50",70.80,1.87
Latent View,362.65,356.90,359.55,353.00,6.55,1.86
Larsen,"1,931.20","1,893.10","1,918.10","1,883.20",34.90,1.85
Affle India,"1,180.95","1,161.45","1,179.10","1,157.75",21.35,1.84
Saregama India,381.25,370.00,379.60,372.75,6.85,1.84
Muthoot Finance,"1,043.60","1,023.55","1,040.85","1,022.05",18.80,1.84
RBL Bank,131.00,127.00,129.35,127.05,2.30,1.81
Shoppers Stop,792.90,759.45,778.80,765.05,13.75,1.8
EIH,188.70,184.55,187.80,184.50,3.30,1.79
MOIL,154.50,150.55,153.45,150.75,2.70,1.79
Sun Pharma Adv,229.70,224.00,227.60,223.60,4.00,1.79
SUMITOMO,521.90,507.95,514.90,505.95,8.95,1.77
Reliance,"2,463.00","2,420.15","2,451.25","2,408.75",42.50,1.76
Apollo Hospital,"4,377.00","4,258.00","4,366.00","4,290.85",75.15,1.75
DLF,369.30,362.00,365.65,359.40,6.25,1.74
IOB,17.70,17.20,17.50,17.20,0.30,1.74
L&T Infotech,"4,787.80","4,672.00","4,722.40","4,641.85",80.55,1.74
Sharda Crop,441.95,429.60,436.55,429.10,7.45,1.74
Adani Total Gas,"3,199.00","3,110.05","3,152.85","3,099.30",53.55,1.73
Elgi Equipments,439.90,429.10,436.30,428.90,7.40,1.73
C. E. Info Syst,"1,385.40","1,323.75","1,339.75","1,317.15",22.60,1.72
KRBL,400.90,388.25,399.05,392.30,6.75,1.72
Persistent,"3,723.00","3,640.00","3,689.90","3,628.65",61.25,1.69
LIC Housing Fin,417.00,407.40,415.15,408.30,6.85,1.68
Timken,"3,116.60","3,042.00","3,088.55","3,037.75",50.80,1.67
Nazara,707.90,689.70,699.40,688.00,11.40,1.66
Bajaj Holdings,"6,750.00","6,625.00","6,720.60","6,611.65",108.95,1.65
KPR Mill,565.00,552.95,564.20,555.05,9.15,1.65
Dhani Services,44.30,42.95,43.50,42.80,0.70,1.64
NCC,71.50,70.15,71.15,70.00,1.15,1.64
Linde India,"3,199.00","3,136.05","3,184.50","3,133.40",51.10,1.63
Indian Hotels,326.75,316.40,323.40,318.25,5.15,1.62
AU Small Financ,628.75,616.45,625.60,615.75,9.85,1.6
Cipla,"1,130.20","1,110.30","1,125.85","1,108.15",17.70,1.6
GMR Airports,35.60,35.00,35.40,34.85,0.55,1.58
Orient Electric,274.30,268.00,272.70,268.45,4.25,1.58
Max Financial,732.95,706.05,724.85,713.70,11.15,1.56
TML - D,197.20,194.20,195.50,192.50,3.00,1.56
TML - D,197.20,194.20,195.50,192.50,3.00,1.56
Coal India,242.15,236.85,241.70,238.00,3.70,1.55
Prism Johnson,125.80,122.10,124.45,122.55,1.90,1.55
Central Bank,20.05,19.50,19.75,19.45,0.30,1.54
CSB Bank,255.00,247.40,250.85,247.10,3.75,1.52
ICICI Lombard ,"1,151.00","1,131.65","1,149.40","1,132.35",17.05,1.51
Medplus Health,596.90,585.60,595.25,586.40,8.85,1.51
Bharat Rasayan,"10,902.40","10,650.00","10,864.10","10,703.85",160.25,1.5
Rattanindia Ent,51.90,50.20,50.75,50.00,0.75,1.5
AB Capital,112.75,110.40,112.05,110.40,1.65,1.49
Bata India,"1,875.00","1,823.55","1,867.50","1,840.10",27.40,1.49
Godrej Prop,"1,212.00","1,190.00","1,204.60","1,186.95",17.65,1.49
CHEMPLAST SANMA,406.20,397.15,401.45,395.60,5.85,1.48
Praj Industries,447.45,432.00,438.75,432.35,6.40,1.48
Gujarat Gas,482.00,467.10,476.35,469.45,6.90,1.47
HCL Tech,"1,013.65",999.10,"1,009.20",994.60,14.60,1.47
TATA Cons. Prod,776.00,763.55,774.35,763.15,11.20,1.47
INOX Leisure,510.00,488.60,507.70,500.45,7.25,1.45
Vijaya Diagnost,434.00,424.30,432.50,426.30,6.20,1.45
HDFC Life,532.40,523.75,531.25,523.75,7.50,1.43
Mahindra Life,427.80,413.85,416.60,410.75,5.85,1.42
Infibeam Avenue,14.50,14.20,14.40,14.20,0.20,1.41
Bharat Dynamics,905.00,880.15,892.15,879.85,12.30,1.4
SJVN,33.20,32.30,32.70,32.25,0.45,1.4
J. K. Cement,"2,588.00","2,504.40","2,538.90","2,504.40",34.50,1.38
Apollo Tyres,282.35,274.75,280.25,276.50,3.75,1.36
Blue Star,"1,221.00","1,190.00","1,211.50","1,195.20",16.30,1.36
CG Consumer,390.20,380.00,387.65,382.45,5.20,1.36
PNB Housing Fin,397.85,388.35,393.60,388.30,5.30,1.36
Caplin Labs,735.00,708.05,718.35,708.80,9.55,1.35
Supreme Ind,"2,044.20","1,978.55","2,021.70","1,994.85",26.85,1.35
Godrej Ind,432.20,425.00,430.90,425.20,5.70,1.34
Bank of Mah,19.45,18.90,19.10,18.85,0.25,1.33
Hindalco,398.40,391.35,393.45,388.30,5.15,1.33
Hind Zinc,281.00,277.85,280.55,276.90,3.65,1.32
ICICI Bank,900.70,891.15,896.90,885.20,11.70,1.32
Zydus Wellness,"1,749.90","1,712.00","1,728.35","1,706.15",22.20,1.3
CESC,79.80,77.75,78.65,77.65,1.00,1.29
Castrol,126.40,124.10,125.55,123.95,1.60,1.29
Narayana Hruda,739.90,718.60,730.90,721.60,9.30,1.29
IDBI Bank,43.95,42.95,43.40,42.85,0.55,1.28
General Insuran,124.90,122.70,124.30,122.75,1.55,1.26
Sobha,652.45,638.55,642.35,634.45,7.90,1.25
SIS,422.20,414.00,420.25,415.05,5.20,1.25
Tata Power,222.00,218.65,220.65,217.95,2.70,1.24
Thermax,"2,069.60","2,015.55","2,058.05","2,032.95",25.10,1.23
AstraZeneca,"3,051.00","2,990.45","3,036.85","3,000.20",36.65,1.22
Aditya Birla F,336.50,328.30,335.90,331.85,4.05,1.22
Vedant Fashions,"1,475.90","1,405.55","1,419.50","1,402.40",17.10,1.22
Container Corp,728.40,707.55,721.40,712.75,8.65,1.21
Delhivery,570.00,547.55,555.60,548.95,6.65,1.21
V-Mart Retail,"2,830.00","2,752.05","2,782.40","2,749.00",33.40,1.21
TCI Express,"1,906.90","1,875.30","1,899.70","1,877.10",22.60,1.2
UltraTechCement,"6,444.00","6,290.25","6,346.75","6,271.50",75.25,1.2
Ashok Leyland,151.20,148.75,149.80,148.05,1.75,1.18
Biocon,267.60,264.45,266.80,263.70,3.10,1.18
IDFC First Bank,56.50,55.35,56.40,55.75,0.65,1.17
DCM Shriram,"1,105.45","1,062.25","1,093.05","1,080.50",12.55,1.16
3M India,"23,840.00","23,410.00","23,683.60","23,414.10",269.50,1.15
Wipro,384.25,378.40,379.30,375.10,4.20,1.12
Tata Steel,101.00,99.80,100.65,99.55,1.10,1.1
Tata Steel,101.00,99.80,100.65,99.55,1.10,1.1
Redington,139.50,136.50,138.75,137.25,1.50,1.09
Tata Coffee,220.00,216.35,218.05,215.75,2.30,1.07
Kansai Nerolac,488.20,478.50,485.20,480.10,5.10,1.06
Laxmi Organic,326.80,322.60,324.40,321.00,3.40,1.06
TCS,"3,155.35","3,128.55","3,144.70","3,111.75",32.95,1.06
Astral Ltd,"2,189.05","2,153.05","2,170.75","2,148.35",22.40,1.04
HDFC AMC,"1,946.00","1,920.95","1,934.20","1,914.35",19.85,1.04
Symphony,869.95,855.55,867.40,858.50,8.90,1.04
Star Health,730.00,716.95,724.30,716.95,7.35,1.03
United Spirits,836.80,827.60,834.15,825.75,8.40,1.02
CenturyPlyboard,625.00,608.05,622.45,616.20,6.25,1.01
Nuvoco Vistas,397.35,387.55,391.50,387.60,3.90,1.01
Fert and Chem,116.90,114.20,115.70,114.55,1.15,1
MRF,"83,300.00","82,426.75","83,088.15","82,267.95",820.20,1
BASF,"2,899.60","2,865.80","2,884.30","2,856.10",28.20,0.99
Bombay Burmah,908.90,895.00,905.95,897.10,8.85,0.99
PI Industries,"3,100.00","3,038.00","3,088.95","3,058.80",30.15,0.99
IOC,66.80,66.10,66.70,66.05,0.65,0.98
Godrej Agrovet,516.00,511.00,513.95,509.00,4.95,0.97
Sona BLW,467.50,459.60,464.50,460.05,4.45,0.97
Amber Enterpris,"2,283.00","2,222.85","2,243.60","2,222.30",21.30,0.96
Maruti Suzuki,"8,888.25","8,752.05","8,807.35","8,723.80",83.55,0.96
Manappuram Fin,105.40,102.10,103.25,102.30,0.95,0.93
Vardhman Text,354.00,346.30,352.35,349.10,3.25,0.93
SKF India,"4,688.45","4,557.05","4,577.50","4,535.25",42.25,0.93
United Brewerie,"1,690.00","1,663.35","1,684.45","1,668.85",15.60,0.93
Berger Paints,624.00,612.90,619.40,613.75,5.65,0.92
Infosys,"1,510.95","1,497.25","1,503.70","1,489.95",13.75,0.92
Poonawalla Fin,334.70,325.55,327.70,324.70,3.00,0.92
PCBL,141.90,138.80,140.45,139.20,1.25,0.9
APL Apollo,"1,138.60","1,101.90","1,128.15","1,118.25",9.90,0.89
Asian Paints,"3,250.00","3,212.00","3,225.85","3,197.60",28.25,0.88
Gujarat Fluoro,"4,025.00","3,933.00","3,984.65","3,950.30",34.35,0.87
JB Chemicals,"1,938.95","1,911.00","1,930.60","1,914.20",16.40,0.86
Jubilant Food,605.90,597.60,601.40,596.30,5.10,0.86
MMTC Ltd,35.95,34.90,35.20,34.90,0.30,0.86
Just Dial,608.50,590.90,602.60,597.55,5.05,0.85
Shipping Corp,118.85,117.40,118.20,117.20,1.00,0.85
Sun TV Network,536.85,530.25,534.75,530.25,4.50,0.85
Alkyl Amines,"2,990.00","2,903.15","2,918.05","2,893.80",24.25,0.84
Bayer CropScien,"4,699.05","4,619.75","4,665.65","4,626.95",38.70,0.84
JSW Steel,638.50,631.15,636.75,631.45,5.30,0.84
Varun Beverages,"1,006.95",965.10,999.30,990.95,8.35,0.84
SAIL,79.20,78.25,78.90,78.25,0.65,0.83
PB Fintech,436.00,427.55,430.00,426.50,3.50,0.82
HFCL,76.55,75.20,75.60,75.00,0.60,0.8
Pidilite Ind,"2,737.50","2,685.00","2,712.65","2,691.40",21.25,0.79
Borosil Renew,562.70,555.00,557.05,552.80,4.25,0.77
IIFL Finance,357.75,347.50,352.65,350.00,2.65,0.76
Campus Active,615.00,590.55,595.00,590.55,4.45,0.75
ITI,103.60,101.00,102.25,101.50,0.75,0.74
ICICI Prudentia,514.70,500.65,513.40,509.70,3.70,0.73
CDSL,"1,225.00","1,208.15","1,213.80","1,205.15",8.65,0.72
Glenmark,400.85,390.60,397.20,394.35,2.85,0.72
