company_name,high,low,last_price,prev_close,change,percent_gain
HCL Tech,"1,052.50",990.80,"1,039.75",989.45,50.3,5.08
Larsen,"1,625.00","1,549.95","1,609.35","1,544.70",64.65,4.19
Tech Mahindra,"1,119.70","1,076.40","1,112.45","1,078.50",33.95,3.15
Wipro,579.65,559.00,575.90,561.70,14.2,2.53
Hindalco,402.90,390.00,401.45,391.65,9.8,2.5
UPL,839.30,819.25,836.25,819.75,16.5,2.01
HDFC Bank,"1,526.75","1,499.65","1,520.70","1,499.15",21.55,1.44
ITC,208.50,202.90,206.25,204.10,2.15,1.05
UltraTechCement,"7,220.00","7,101.75","7,189.65","7,118.05",71.6,1.01
Tata Steel,"1,265.80","1,237.70","1,255.95","1,244.70",11.25,0.9
HDFC Life,699.50,688.10,693.65,688.50,5.15,0.75
TATA Cons. Prod,774.60,763.50,772.35,768.20,4.15,0.54
Axis Bank,778.25,766.50,774.15,770.05,4.1,0.53
ICICI Bank,669.60,661.10,667.45,664.35,3.1,0.47
Nestle,"17,657.80","17,450.00","17,621.85","17,539.70",82.15,0.47
HDFC,"2,555.00","2,516.00","2,540.10","2,531.10",9,0.36
Adani Ports,706.40,695.50,699.10,697.25,1.85,0.27
Infosys,"1,596.85","1,556.00","1,580.80","1,576.90",3.9,0.25
IndusInd Bank,"1,067.40","1,050.00","1,055.10","1,052.60",2.5,0.24
Tata Motors,312.85,307.60,310.25,309.55,0.7,0.23
Power Grid Corp,231.45,229.30,230.40,229.95,0.45,0.2
SBI,432.95,429.65,431.70,431.05,0.65,0.15
Kotak Mahindra,"1,757.00","1,740.00","1,750.05","1,748.15",1.9,0.11
Dr Reddys Labs,"5,438.50","5,371.20","5,393.65","5,390.85",2.8,0.05
SBI Life Insura,"1,064.95","1,049.35","1,052.95","1,052.40",0.55,0.05
Shree Cements,"28,580.00","28,251.30","28,427.45","28,414.70",12.75,0.04
