company_name,high,low,last_price,prev_close,change,percent_gain
Ujjivan Financi,123.00,104.45,119.35,106.25,13.1,12.33
Ceat,"1,084.00",966.05,"1,059.00",982.10,76.9,7.83
La Opala RG,372.00,327.70,360.65,335.00,25.65,7.66
Chalet Hotels,271.30,249.20,263.55,252.95,10.6,4.19
Strides Pharma ,325.00,304.20,319.60,308.40,11.2,3.63
Intellect Desig,691.90,644.80,679.00,656.00,23,3.51
GSFC,131.40,120.95,126.80,122.60,4.2,3.43
HEG,"1,169.90","1,085.10","1,141.75","1,106.30",35.45,3.2
eClerx Services,"2,267.60","2,141.70","2,241.75","2,173.45",68.3,3.14
Adani Total Gas,"1,838.00","1,733.00","1,805.20","1,751.25",53.95,3.08
Tasty Bite,"11,739.90","10,937.90","11,621.95","11,274.90",347.05,3.08
Dr Reddys Labs,"3,873.95","3,654.00","3,828.65","3,718.85",109.8,2.95
ACC,"2,020.00","1,926.20","2,010.55","1,956.00",54.55,2.79
ITC,227.40,217.00,225.50,219.40,6.1,2.78
TCNS Clothing C,716.00,656.90,693.25,674.95,18.3,2.71
Suzlon Energy,10.35,9.85,10.15,9.90,0.25,2.53
GNFC,609.75,576.00,598.80,584.90,13.9,2.38
Future Retail,51.00,49.00,49.90,48.75,1.15,2.36
Jindal Stainles,198.10,191.60,197.45,192.90,4.55,2.36
IWML,"1,510.00","1,452.95","1,498.55","1,464.25",34.3,2.34
Rajesh Exports,744.95,696.00,723.75,707.85,15.9,2.25
HPCL,287.15,274.75,284.65,279.05,5.6,2.01
Tech Mahindra,"1,460.00","1,398.50","1,453.60","1,426.65",26.95,1.89
Birlasoft,445.50,416.45,437.95,429.85,8.1,1.88
Guj State Petro,285.55,267.85,280.60,275.60,5,1.81
Elgi Equipments,354.35,338.00,349.10,343.00,6.1,1.78
Jyothy Labs,140.65,136.40,140.15,137.70,2.45,1.78
Ujjivan Small,18.50,16.75,17.25,16.95,0.3,1.77
Wockhardt,348.90,339.40,346.45,340.45,6,1.76
EID Parry,414.00,391.75,406.75,400.20,6.55,1.64
L&T Infotech,"6,279.00","5,912.60","6,108.65","6,016.50",92.15,1.53
MphasiS,"3,218.00","3,092.10","3,187.15","3,145.70",41.45,1.32
UltraTechCement,"6,170.00","5,850.80","6,050.30","5,980.70",69.6,1.16
Vaibhav Global,408.70,396.00,400.35,395.75,4.6,1.16
Garden Reach Sh,231.55,222.65,227.60,225.20,2.4,1.07
NCC,62.25,59.95,61.35,60.70,0.65,1.07
Sun Pharma,839.60,809.35,829.65,820.90,8.75,1.07
V-Guard Ind,210.85,202.50,209.00,206.80,2.2,1.06
Sterlite Techno,188.85,182.30,187.50,185.55,1.95,1.05
Supreme Petro,745.95,709.00,738.70,731.20,7.5,1.03
SpiceJet,60.30,56.80,59.25,58.65,0.6,1.02
Wipro,580.00,554.05,575.30,569.55,5.75,1.01
Network 18,79.00,74.80,77.50,76.75,0.75,0.98
Bharat Rasayan,"12,102.05","11,856.90","12,031.80","11,923.00",108.8,0.91
Ambuja Cements,296.20,283.70,292.60,290.20,2.4,0.83
Grindwell Norto,"1,634.00","1,572.20","1,627.45","1,614.05",13.4,0.83
Polyplex Corp,"1,849.00","1,793.95","1,828.05","1,813.10",14.95,0.82
Equitas Holding,107.35,102.55,106.00,105.15,0.85,0.81
Infibeam Avenue,39.70,39.05,39.35,39.05,0.3,0.77
KRBL,195.00,189.10,193.95,192.70,1.25,0.65
REC,125.00,121.70,123.55,122.75,0.8,0.65
Angel One,"1,325.00","1,280.00","1,309.70","1,301.50",8.2,0.63
RITES,251.95,243.25,248.55,247.05,1.5,0.61
Capri Global,604.00,590.10,602.95,599.45,3.5,0.58
BPCL,351.50,343.00,348.35,346.40,1.95,0.56
Pfizer,"4,389.55","4,271.00","4,337.00","4,314.40",22.6,0.52
Kaveri Seed,495.95,474.75,487.20,484.75,2.45,0.51
AstraZeneca,"2,671.65","2,590.95","2,653.50","2,640.75",12.75,0.48
Ramco Cements,756.70,706.05,733.60,730.25,3.35,0.46
Jamna Auto,101.35,97.20,99.55,99.10,0.45,0.45
Gujarat Gas,541.40,498.50,528.00,526.45,1.55,0.29
Thyrocare Techn,848.00,820.10,842.10,839.70,2.4,0.29
Restaurant Bran,108.85,104.90,107.20,106.90,0.3,0.28
Chambal Fert,392.75,380.30,390.45,389.40,1.05,0.27
VIP Industries,640.95,619.00,629.45,627.90,1.55,0.25
Tata Elxsi,"6,800.00","6,518.00","6,673.60","6,659.55",14.05,0.21
Cyient,893.40,854.25,879.15,877.65,1.5,0.17
Garware Technic,"2,870.05","2,793.15","2,854.50","2,849.80",4.7,0.16
Abbott India,"17,648.00","16,908.00","17,459.40","17,432.30",27.1,0.16
Route,"1,551.95","1,495.50","1,535.30","1,532.90",2.4,0.16
Britannia,"3,394.85","3,275.00","3,371.35","3,366.40",4.95,0.15
Infosys,"1,736.00","1,681.00","1,723.30","1,720.85",2.45,0.14
APL Apollo,874.00,842.30,860.80,859.80,1,0.12
Escorts,"1,833.00","1,800.20","1,828.65","1,827.15",1.5,0.08
Galaxy Surfacta,"2,818.80","2,725.00","2,754.20","2,752.60",1.6,0.06
Gulf Oil Lubric,484.90,467.00,473.50,473.25,0.25,0.05
