company_name,high,low,last_price,prev_close,change,percent_gain
Adani Total Gas,"2,387.00","1,980.15","2,382.90","1,989.20",393.70,19.79
EID Parry,554.80,469.20,546.20,464.10,82.10,17.69
GSFC,142.00,119.95,139.10,118.40,20.70,17.48
Asahi India,523.35,447.30,516.10,444.15,71.95,16.2
Ratnamani Metal,"2,620.00","2,269.25","2,498.35","2,229.95",268.40,12.04
Sun Pharma Adv,200.00,176.95,194.55,174.20,20.35,11.68
Fert and Chem,102.50,89.05,97.15,87.15,10.00,11.47
BSE Limited,625.00,560.00,616.55,553.80,62.75,11.33
Triveni Engg,241.90,216.00,237.10,213.55,23.55,11.03
Shree Renuka,45.90,41.50,45.25,40.80,4.45,10.91
MRPL,84.35,78.50,84.35,76.70,7.65,9.97
Indiamart Inter,"4,194.05","3,819.95","4,184.25","3,812.80",371.45,9.74
Indiabulls Hsg,102.95,94.10,102.05,93.90,8.15,8.68
Anupam Rasayan,618.00,568.10,610.60,563.65,46.95,8.33
Hitachi Energy,"3,190.00","2,866.25","3,114.85","2,876.45",238.40,8.29
GNFC,591.60,548.00,587.35,542.80,44.55,8.21
JSW Energy,213.70,192.00,211.35,195.50,15.85,8.11
Graphite India,387.00,356.70,382.30,354.10,28.20,7.96
RBL Bank,84.70,76.60,83.25,77.20,6.05,7.84
Linde India,"2,999.00","2,775.15","2,978.10","2,764.65",213.45,7.72
Adani Trans,"2,260.00","2,060.25","2,215.05","2,060.25",154.80,7.51
Hind Copper,91.05,85.15,90.65,84.35,6.30,7.47
SOLARA ACTIVE P,361.75,333.00,351.80,327.35,24.45,7.47
MMTC Ltd,35.75,32.45,34.40,32.05,2.35,7.33
Indo Count,131.00,121.25,128.80,120.25,8.55,7.11
Elgi Equipments,394.25,369.05,388.45,362.90,25.55,7.04
Rossari,873.30,802.30,859.70,803.20,56.50,7.03
HEG,970.00,902.25,962.30,900.60,61.70,6.85
Rashtriya Chem,77.80,73.65,76.75,71.85,4.90,6.82
SBI Card,728.15,678.50,720.90,675.10,45.80,6.78
Sequent Scienti,91.95,84.90,90.15,84.45,5.70,6.75
Caplin Labs,683.75,640.25,676.10,633.90,42.20,6.66
COFORGE LTD.,"3,625.00","3,396.80","3,594.25","3,369.70",224.55,6.66
Hikal,239.95,212.00,232.95,218.45,14.50,6.64
MCX India,"1,255.45","1,171.00","1,246.85","1,170.60",76.25,6.51
Vardhman Text,269.70,250.80,267.10,250.80,16.30,6.5
IRB Infra,195.00,182.00,192.35,180.70,11.65,6.45
CSB Bank,195.90,178.00,191.30,179.75,11.55,6.43
BHEL,44.95,42.40,44.75,42.10,2.65,6.29
Vodafone Idea,8.60,7.95,8.45,7.95,0.50,6.29
Zee Entertain,222.60,211.10,221.55,208.65,12.90,6.18
Angel One,"1,184.45","1,103.00","1,164.25","1,096.90",67.35,6.14
Hemisphere,105.75,100.75,105.30,99.25,6.05,6.1
APTUS VALUE,244.80,231.00,243.15,229.30,13.85,6.04
Bayer CropScien,"5,029.70","4,737.65","5,016.60","4,731.20",285.40,6.03
SAIL,69.40,64.60,68.80,64.90,3.90,6.01
Sterlite Techno,150.50,137.95,147.65,139.30,8.35,5.99
Guj Alkali,698.70,657.10,692.30,653.55,38.75,5.93
Titan Company,"2,093.75","1,966.50","2,078.10","1,961.70",116.40,5.93
Mahanagar Gas,718.85,682.00,716.90,677.50,39.40,5.82
JK Paper,294.20,275.60,291.05,275.15,15.90,5.78
Network 18,63.00,58.75,62.30,58.90,3.40,5.77
Glenmark,373.95,353.50,372.60,352.45,20.15,5.72
DLF,317.20,301.00,315.10,298.50,16.60,5.56
Jubilant Ing.,442.90,422.50,440.45,417.25,23.20,5.56
Manappuram Fin,87.60,83.00,87.30,82.70,4.60,5.56
Granules India,248.55,233.95,246.30,233.35,12.95,5.55
Jindal Stainles,103.90,97.20,103.00,97.60,5.40,5.53
Hindalco,343.50,325.60,339.25,321.50,17.75,5.52
TV18 Broadcast,38.40,35.70,37.40,35.45,1.95,5.5
Prism Johnson,105.00,99.45,104.50,99.05,5.45,5.5
PVR,"1,787.85","1,702.80","1,782.35","1,689.60",92.75,5.49
Bank of Baroda,97.35,91.75,96.05,91.15,4.90,5.38
INOX Leisure,483.70,457.20,482.30,457.80,24.50,5.35
Persistent,"3,346.00","3,150.00","3,312.10","3,144.85",167.25,5.32
Praj Industries,349.55,330.15,346.50,329.30,17.20,5.22
Welspun Corp,204.60,189.80,200.40,190.45,9.95,5.22
IDFC,45.65,43.15,45.40,43.15,2.25,5.21
Borosil Renew,627.45,594.05,622.00,591.25,30.75,5.2
Guj Amb Exports,242.95,234.90,239.75,227.95,11.80,5.18
Redington,121.80,113.85,119.30,113.45,5.85,5.16
Finolex Ind,138.50,131.00,137.35,130.65,6.70,5.13
Godrej Prop,"1,215.00","1,155.65","1,209.90","1,150.90",59.00,5.13
Home First,770.00,731.10,763.95,727.20,36.75,5.05
Interglobe Avi,"1,634.90","1,557.55","1,627.60","1,549.30",78.30,5.05
Navin Fluorine,"3,644.60","3,471.65","3,622.75","3,450.00",172.75,5.01
NLC India,65.15,61.25,64.20,61.15,3.05,4.99
Tata Inv Corp,"1,305.85","1,239.00","1,291.70","1,230.50",61.20,4.97
Tata Power,207.75,192.50,204.55,194.90,9.65,4.95
GMR Infra,35.60,33.55,35.05,33.40,1.65,4.94
Indiabulls Real,64.65,60.75,63.75,60.75,3.00,4.94
Suzlon Energy,7.60,7.20,7.45,7.10,0.35,4.93
Trident,36.45,33.15,36.45,34.75,1.70,4.89
MphasiS,"2,300.00","2,159.25","2,285.15","2,179.05",106.10,4.87
Rajesh Exports,584.70,551.10,577.45,550.80,26.65,4.84
Blue Dart,"6,879.00","6,533.10","6,814.70","6,501.00",313.70,4.83
Astral Ltd,"1,690.00","1,616.10","1,685.20","1,607.65",77.55,4.82
Uflex,549.05,522.70,545.70,520.65,25.05,4.81
Balrampur Chini,366.00,347.45,363.20,346.55,16.65,4.8
Sobha,530.40,504.05,528.75,504.55,24.20,4.8
Aurobindo Pharm,536.85,513.00,534.05,509.75,24.30,4.77
JSW Steel,580.80,552.70,576.20,550.35,25.85,4.7
Hindustan Aeron,"1,811.95","1,732.00","1,805.10","1,724.80",80.30,4.66
Petronet LNG,207.15,196.20,206.20,197.10,9.10,4.62
