company_name,high,low,last_price,prev_close,change,percent_gain
Britannia,"3,447.00","3,385.00","3,439.50","1,689.55","1,749.95",103.57
Asian Paints,"2,922.65","2,822.75","2,914.40","2,819.20",95.20,3.38
Titan Company,"1,574.90","1,535.00","1,569.15","1,520.75",48.40,3.18
Eicher Motors,"2,634.00","2,565.00","2,625.05","2,551.20",73.85,2.89
JSW Steel,714.50,688.05,700.80,681.45,19.35,2.84
Bajaj Finserv,"11,405.00","11,201.30","11,375.85","11,166.80",209.05,1.87
TATA Cons. Prod,652.00,641.00,649.95,640.10,9.85,1.54
ONGC,117.10,113.70,114.60,113.05,1.55,1.37
Tata Steel,"1,125.95","1,100.00","1,105.20","1,092.00",13.20,1.21
Tata Motors,319.00,313.85,315.25,311.85,3.40,1.09
TCS,"3,128.25","3,082.10","3,114.00","3,081.50",32.50,1.05
Hero Motocorp,"2,944.85","2,907.40","2,929.70","2,900.45",29.25,1.01
Infosys,"1,368.00","1,354.45","1,361.60","1,348.05",13.55,1.01
UPL,806.00,789.50,796.65,789.35,7.30,0.92
Tech Mahindra,"1,001.70",983.80,992.65,983.70,8.95,0.91
Nestle,"17,758.80","17,422.05","17,516.10","17,360.30",155.80,0.9
HCL Tech,943.80,935.15,940.60,932.80,7.80,0.84
Power Grid Corp,234.45,231.15,232.90,231.00,1.90,0.82
IOC,111.90,109.60,110.30,109.45,0.85,0.78
Sun Pharma,697.40,691.00,696.10,690.95,5.15,0.75
Dr Reddys Labs,"5,320.00","5,255.00","5,311.20","5,272.15",39.05,0.74
Maruti Suzuki,"6,948.00","6,888.00","6,911.80","6,871.60",40.20,0.59
Larsen,"1,461.95","1,442.10","1,450.95","1,443.25",7.70,0.53
Wipro,524.85,515.70,517.55,514.90,2.65,0.51
Hindalco,399.50,389.55,391.20,389.30,1.90,0.49
Shree Cements,"27,334.80","26,900.00","27,041.45","26,909.35",132.10,0.49
Cipla,940.00,930.00,935.60,931.25,4.35,0.47
ICICI Bank,652.00,642.50,650.30,647.35,2.95,0.46
NTPC,114.85,113.05,113.30,112.90,0.40,0.35
BPCL,479.00,469.00,474.40,472.85,1.55,0.33
HUL,"2,369.80","2,338.00","2,344.05","2,336.55",7.50,0.32
Grasim,"1,399.25","1,354.20","1,374.90","1,370.75",4.15,0.3
SBI Life Insura,972.60,963.15,965.30,962.50,2.80,0.29
Bajaj Finance,"5,658.80","5,582.00","5,618.65","5,602.90",15.75,0.28
Bajaj Auto,"4,187.00","4,141.00","4,150.10","4,142.30",7.80,0.19
M&M,828.00,808.35,811.25,810.00,1.25,0.15
SBI,415.50,408.50,412.35,412.05,0.30,0.07
Divis Labs,"4,137.50","4,085.05","4,097.85","4,097.20",0.65,0.02
