company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,704.60,638.10,694.35,646.90,47.45,7.33
Bajaj Auto,"4,193.35","4,030.00","4,167.10","4,053.90",113.2,2.79
HUL,"2,496.70","2,405.00","2,482.90","2,417.70",65.2,2.7
Bharti Airtel,541.90,519.00,538.75,528.65,10.1,1.91
Grasim,"1,489.20","1,420.05","1,480.75","1,458.20",22.55,1.55
Bajaj Finserv,"12,100.00","11,720.85","11,999.35","11,818.55",180.8,1.53
HDFC Life,711.00,692.60,709.20,700.30,8.9,1.27
Eicher Motors,"2,715.00","2,644.20","2,707.55","2,673.75",33.8,1.26
IndusInd Bank,999.80,960.00,995.40,984.05,11.35,1.15
Cipla,967.65,945.35,960.90,950.95,9.95,1.05
HDFC Bank,"1,490.00","1,455.00","1,479.80","1,466.10",13.7,0.93
Bajaj Finance,"6,148.00","5,965.05","6,087.05","6,050.25",36.8,0.61
Hindalco,373.35,359.80,371.35,369.25,2.1,0.57
Infosys,"1,515.80","1,487.40","1,503.30","1,495.30",8,0.54
Sun Pharma,673.00,652.70,668.50,665.05,3.45,0.52
Reliance,"2,235.00","2,184.35","2,225.65","2,215.65",10,0.45
HDFC,"2,511.00","2,453.05","2,488.10","2,487.30",0.8,0.03
