company_name,high,low,last_price,prev_close,change,percent_gain
Shree Cements,"30,514.85","28,480.00","30,323.25","28,478.25","1,845.00",6.48
HDFC Life,775.65,720.00,759.00,718.55,40.45,5.63
Cipla,960.00,923.40,955.25,922.85,32.40,3.51
TCS,"3,859.15","3,722.00","3,836.75","3,714.95",121.80,3.28
HUL,"2,810.00","2,730.15","2,801.05","2,732.90",68.15,2.49
UltraTechCement,"7,993.95","7,761.05","7,952.75","7,766.95",185.80,2.39
Nestle,"20,290.00","19,761.00","20,240.60","19,826.85",413.75,2.09
Dr Reddys Labs,"4,904.40","4,810.00","4,859.70","4,763.45",96.25,2.02
SBI Life Insura,"1,250.00","1,224.20","1,243.40","1,220.50",22.90,1.88
Britannia,"4,104.00","4,002.05","4,086.10","4,015.35",70.75,1.76
Kotak Mahindra,"1,788.40","1,744.00","1,776.40","1,746.65",29.75,1.7
Wipro,657.00,640.75,651.45,642.05,9.40,1.46
Titan Company,"1,979.50","1,946.85","1,967.10","1,939.40",27.70,1.43
JSW Steel,689.00,678.00,685.05,676.65,8.40,1.24
Adani Ports,760.65,744.00,753.85,744.75,9.10,1.22
Reliance,"2,307.80","2,255.00","2,294.40","2,267.10",27.30,1.2
IndusInd Bank,"1,012.50",995.20,"1,010.10",998.75,11.35,1.14
Eicher Motors,"2,747.80","2,686.55","2,733.20","2,703.15",30.05,1.11
HDFC,"2,785.00","2,737.25","2,777.70","2,747.75",29.95,1.09
Tata Steel,"1,432.00","1,410.00","1,425.10","1,411.20",13.90,0.98
NTPC,116.70,115.00,116.50,115.40,1.10,0.95
Grasim,"1,507.00","1,485.00","1,499.25","1,486.00",13.25,0.89
ICICI Bank,728.05,717.50,725.15,719.90,5.25,0.73
HCL Tech,"1,182.00","1,154.00","1,172.75","1,164.65",8.10,0.7
Infosys,"1,694.30","1,662.65","1,689.10","1,677.75",11.35,0.68
HDFC Bank,"1,592.00","1,571.25","1,589.00","1,579.10",9.90,0.63
UPL,757.90,746.00,753.35,748.65,4.70,0.63
BPCL,481.55,477.00,479.80,477.00,2.80,0.59
Axis Bank,806.10,792.40,802.70,798.90,3.80,0.48
TATA Cons. Prod,875.00,862.05,871.45,867.45,4.00,0.46
Sun Pharma,795.65,788.30,789.95,788.50,1.45,0.18
ITC,211.50,209.00,209.75,209.50,0.25,0.12
Maruti Suzuki,"6,858.95","6,708.20","6,792.90","6,784.90",8.00,0.12
Tech Mahindra,"1,452.55","1,421.20","1,437.80","1,436.30",1.50,0.1
Power Grid Corp,176.10,174.20,175.75,175.65,0.10,0.06
Bharti Airtel,673.75,664.05,666.50,666.40,0.10,0.02
