company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"5,210.75","5,089.50","5,156.75","4,968.10",188.65,3.8
Bajaj Finserv,"9,945.50","9,600.00","9,819.40","9,469.90",349.5,3.69
Bajaj Finance,"4,699.00","4,555.20","4,613.65","4,479.60",134.05,2.99
HDFC Life,689.00,670.10,685.20,665.95,19.25,2.89
Bajaj Auto,"3,624.30","3,555.10","3,600.90","3,515.55",85.35,2.43
TATA Cons. Prod,698.00,666.30,680.10,664.10,16,2.41
Maruti Suzuki,"6,678.70","6,558.55","6,646.65","6,511.75",134.9,2.07
M&M,821.20,800.55,811.15,794.95,16.2,2.04
Larsen,"1,339.45","1,317.70","1,331.50","1,310.45",21.05,1.61
IndusInd Bank,864.80,840.05,845.00,832.00,13,1.56
Hero Motocorp,"2,848.85","2,800.85","2,823.70","2,785.55",38.15,1.37
Power Grid Corp,205.70,201.65,203.70,201.20,2.5,1.24
JSW Steel,630.00,613.40,620.60,615.80,4.8,0.78
Bharti Airtel,537.00,525.90,530.20,526.45,3.75,0.71
Sun Pharma,659.50,639.15,645.15,640.65,4.5,0.7
Tata Steel,905.75,882.00,894.00,888.05,5.95,0.67
Axis Bank,662.00,643.00,651.75,648.15,3.6,0.56
Cipla,966.35,941.10,949.30,946.30,3,0.32
Titan Company,"1,560.00","1,510.00","1,522.90","1,518.70",4.2,0.28
Nestle,"17,420.00","16,890.05","17,095.65","17,089.95",5.7,0.03
