company_name,high,low,last_price,prev_close,change,percent_gain
Elgi Equipments,309.00,272.40,299.00,257.50,41.5,16.12
Rattanindia Ent,44.30,37.50,43.25,37.45,5.8,15.49
Vodafone Idea,9.65,8.65,9.40,8.35,1.05,12.57
CRISIL,"3,800.00","3,313.20","3,673.30","3,269.20",404.1,12.36
Vinati Organics,"2,036.50","1,835.10","1,996.35","1,796.80",199.55,11.11
Vijaya Diagnost,475.25,400.35,443.05,400.30,42.75,10.68
JK Paper,344.50,302.10,337.85,305.45,32.4,10.61
Avenue Supermar,"3,620.00","3,186.00","3,561.10","3,230.60",330.5,10.23
IRB Infra,212.95,197.00,212.95,193.60,19.35,9.99
MRPL,74.50,67.45,73.90,67.75,6.15,9.08
Radico Khaitan,840.50,760.95,829.15,760.60,68.55,9.01
One 97 Paytm,599.40,547.60,591.50,543.15,48.35,8.9
FSN E-Co Nykaa,"1,442.00","1,312.05","1,422.35","1,309.30",113.05,8.63
Balkrishna Ind,"2,076.00","1,888.05","2,050.45","1,888.05",162.4,8.6
Infibeam Avenue,15.80,14.75,15.65,14.45,1.2,8.3
Sobha,556.00,515.00,546.85,506.90,39.95,7.88
Sun Pharma Adv,229.00,210.15,226.15,210.05,16.1,7.66
Eicher Motors,"2,628.40","2,494.65","2,617.95","2,432.65",185.3,7.62
Jubilant Ing.,480.00,431.00,465.60,432.95,32.65,7.54
Sapphire Foods,"1,096.90","1,014.00","1,087.35","1,013.40",73.95,7.3
Varroc Engineer,373.95,337.85,359.75,336.20,23.55,7
Macrotech Dev,930.80,848.05,920.75,860.80,59.95,6.96
Bandhan Bank,342.80,315.70,338.45,317.45,21,6.62
Birla Corp,"1,029.85",952.75,"1,014.25",953.15,61.1,6.41
Indian Bank,155.40,145.15,154.65,145.55,9.1,6.25
Restaurant Bran,99.75,90.60,95.65,90.05,5.6,6.22
Escorts,"1,650.00","1,550.00","1,645.30","1,550.00",95.3,6.15
India Cements,184.00,169.25,178.65,168.30,10.35,6.15
Hindustan Aeron,"1,610.00","1,521.85","1,600.40","1,509.90",90.5,5.99
Go Fashion,"1,047.55",967.30,"1,032.05",975.95,56.1,5.75
CenturyPlyboard,550.00,504.00,532.35,503.75,28.6,5.68
Strides Pharma ,297.45,279.25,296.10,280.20,15.9,5.67
AAVAS Financier,"2,216.35","2,045.05","2,193.00","2,075.85",117.15,5.64
Mahindra Holida,248.70,229.00,246.30,233.25,13.05,5.59
Cera Sanitary,"4,210.00","3,865.30","4,128.25","3,915.05",213.2,5.45
Borosil Renew,647.80,590.00,629.15,597.05,32.1,5.38
Bharat Forge,669.90,624.20,661.40,629.05,32.35,5.14
RBL Bank,117.55,109.30,116.55,110.85,5.7,5.14
Bank of Baroda,100.45,94.50,99.85,95.00,4.85,5.11
Sunteck Realty,414.00,378.00,409.10,389.30,19.8,5.09
BHEL,49.10,46.05,48.65,46.30,2.35,5.08
Ratnamani Metal,"2,500.00","2,387.00","2,489.25","2,368.90",120.35,5.08
Adani Green Ene,"2,349.90","2,220.00","2,281.70","2,171.55",110.15,5.07
Brigade Ent,435.00,408.65,428.55,407.90,20.65,5.06
CreditAccess Gr,997.85,917.05,974.80,927.90,46.9,5.05
Easy Trip,376.10,364.20,376.10,358.20,17.9,5
Gujarat Fluoro,"2,495.15","2,400.00","2,495.15","2,376.35",118.8,5
