company_name,high,low,last_price,prev_close,change,percent_gain
Bharat Dynamics,739.45,627.00,716.15,620.85,95.3,15.35
Ceat,"1,149.00",997.85,"1,124.45",996.10,128.35,12.89
JK Tyre & Ind,138.00,121.00,135.95,121.20,14.75,12.17
Varroc Engineer,412.00,366.95,398.90,366.00,32.9,8.99
Mishra Dhatu Ni,209.30,185.60,201.75,185.15,16.6,8.97
Polyplex Corp,"2,744.60","2,487.05","2,697.80","2,480.80",217,8.75
Chola Invest.,751.45,707.40,741.75,686.75,55,8.01
Adani Green Ene,"2,368.90","2,211.10","2,321.85","2,166.00",155.85,7.2
Mazagon Dock,298.75,274.55,294.15,275.65,18.5,6.71
Sterling Wilson,377.50,350.25,367.35,344.75,22.6,6.56
Prestige Estate,519.00,488.90,516.40,485.60,30.8,6.34
Syngene Intl,654.40,607.55,648.35,610.15,38.2,6.26
Sharda Crop,715.00,670.85,705.25,663.80,41.45,6.24
PCBL,241.70,227.15,239.60,225.70,13.9,6.16
Greaves Cotton,206.80,192.45,205.20,193.70,11.5,5.94
Alembic,86.25,81.05,85.20,80.50,4.7,5.84
Linde India,"4,185.00","3,740.20","3,938.80","3,726.45",212.35,5.7
Alok Industries,29.25,27.45,28.85,27.35,1.5,5.48
Grasim,"1,785.80","1,676.00","1,771.25","1,681.95",89.3,5.31
Dish TV,18.80,17.10,17.90,17.00,0.9,5.29
Equitas Holding,122.30,113.30,119.40,113.60,5.8,5.11
Minda Corp,229.70,215.10,227.40,216.35,11.05,5.11
Chola Fin Hold,664.55,621.55,648.10,617.60,30.5,4.94
MAS Financial S,630.00,590.85,618.80,590.20,28.6,4.85
CreditAccess Gr,930.00,885.00,923.05,881.15,41.9,4.76
SBI Life Insura,"1,165.00","1,109.00","1,160.45","1,108.85",51.6,4.65
Uflex,682.00,652.10,678.85,649.00,29.85,4.6
JSW Energy,343.85,330.00,342.75,327.90,14.85,4.53
ITC,268.85,256.00,267.80,256.65,11.15,4.34
Guj Alkali,924.00,885.00,912.90,875.85,37.05,4.23
Ircon Internati,44.00,42.05,43.45,41.70,1.75,4.2
Mah Seamless,602.15,572.60,594.05,570.50,23.55,4.13
