company_name,high,low,last_price,prev_close,change,percent_gain
HCL Tech,"1,040.00","1,002.60","1,033.50","1,002.60",30.9,3.08
TCS,"3,263.00","3,151.00","3,238.90","3,165.00",73.9,2.33
Britannia,"3,720.00","3,630.00","3,700.35","3,618.50",81.85,2.26
Wipro,427.90,416.20,425.45,416.40,9.05,2.17
Infosys,"1,425.00","1,387.00","1,409.90","1,385.20",24.7,1.78
JSW Steel,522.00,503.20,517.50,508.75,8.75,1.72
Bharti Airtel,529.00,514.60,528.25,520.80,7.45,1.43
Shree Cements,"30,628.40","29,650.00","30,358.25","29,951.95",406.3,1.36
Adani Ports,745.00,715.00,742.25,736.25,6,0.81
Tech Mahindra,"1,007.20",978.20,997.70,992.15,5.55,0.56
Tata Steel,877.85,837.15,867.75,863.05,4.7,0.54
Cipla,827.00,806.10,819.75,818.30,1.45,0.18
Hindalco,352.90,338.00,350.65,350.25,0.4,0.11
