company_name,high,low,last_price,prev_close,change,percent_gain
ITI,106.30,88.50,104.20,88.90,15.3,17.21
Sequent Scienti,98.90,88.15,96.90,90.15,6.75,7.49
Orient Electric,278.10,248.05,270.90,253.25,17.65,6.97
Allcargo,288.90,263.20,283.50,266.65,16.85,6.32
CRISIL,"3,235.50","3,005.10","3,204.85","3,030.95",173.9,5.74
IOB,16.95,15.65,16.70,15.85,0.85,5.36
Blue Dart,"7,225.00","6,765.55","7,172.45","6,814.70",357.75,5.25
Trident,38.25,36.50,38.05,36.45,1.6,4.39
MRPL,90.95,85.15,88.05,84.35,3.7,4.39
Bank of Mah,16.30,15.40,16.20,15.55,0.65,4.18
Central Bank,17.80,16.45,17.30,16.65,0.65,3.9
UCO Bank,11.40,10.70,11.15,10.75,0.4,3.72
Bank of India,44.40,41.40,44.00,42.45,1.55,3.65
Praj Industries,364.00,339.80,358.80,346.50,12.3,3.55
Polyplex Corp,"2,072.80","1,955.70","2,053.05","1,983.55",69.5,3.5
Mahanagar Gas,742.00,709.80,737.65,716.90,20.75,2.89
CG Power ,178.35,171.05,177.00,172.15,4.85,2.82
HPCL,225.35,214.20,224.55,218.40,6.15,2.82
RBL Bank,88.60,80.85,85.55,83.25,2.3,2.76
Welspun India,71.50,68.50,70.30,68.50,1.8,2.63
Sapphire Foods,990.00,944.15,977.05,952.35,24.7,2.59
Affle India,990.40,934.10,980.70,956.00,24.7,2.58
Hitachi Energy,"3,210.00","3,071.10","3,191.50","3,114.85",76.65,2.46
Poly Medicure,712.50,673.90,706.60,689.85,16.75,2.43
PCBL,104.60,100.20,103.65,101.20,2.45,2.42
Vijaya Diagnost,350.00,320.10,337.35,329.45,7.9,2.4
JB Chemicals,"1,559.00","1,493.20","1,547.95","1,512.10",35.85,2.37
Nuvoco Vistas,300.10,267.90,277.75,271.35,6.4,2.36
Zomato,68.60,65.00,67.60,66.05,1.55,2.35
NHPC,31.00,29.60,30.90,30.20,0.7,2.32
VIP Industries,613.90,593.00,610.75,597.35,13.4,2.24
