company_name,high,low,last_price,prev_close,change,percent_gain
Godrej Agrovet,593.00,525.00,570.15,513.40,56.75,11.05
JM Financial,78.35,68.35,75.65,68.20,7.45,10.92
TTK Prestige,868.00,781.35,853.20,777.55,75.65,9.73
Shoppers Stop,597.90,498.00,540.85,498.25,42.6,8.55
CreditAccess Gr,"1,091.15",961.35,"1,044.35",967.85,76.5,7.9
CRISIL,"3,669.00","3,348.40","3,588.70","3,343.90",244.8,7.32
Coromandel Int,921.00,855.90,899.15,847.65,51.5,6.08
MRPL,71.70,67.15,69.00,65.20,3.8,5.83
Persistent,"4,410.00","4,035.00","4,308.65","4,076.95",231.7,5.68
Vaibhav Global,488.90,452.20,475.00,450.15,24.85,5.52
Fine Organics,"4,740.00","4,520.00","4,716.05","4,484.80",231.25,5.16
Indian Hotels,249.80,236.80,247.00,235.75,11.25,4.77
KEI Industries,"1,264.50","1,201.20","1,251.60","1,194.85",56.75,4.75
HUL,"2,250.00","2,165.00","2,241.85","2,145.10",96.75,4.51
DCM Shriram,"1,263.85","1,145.65","1,191.90","1,141.85",50.05,4.38
HDFC Life,575.35,546.50,571.40,547.65,23.75,4.34
United Brewerie,"1,578.95","1,500.80","1,570.10","1,506.40",63.7,4.23
BSE Limited,870.00,823.40,859.05,825.00,34.05,4.13
Info Edge,"4,680.00","4,481.40","4,663.25","4,480.40",182.85,4.08
Mah Seamless,608.00,581.90,605.65,582.35,23.3,4
SBI Life Insura,"1,125.00","1,066.40","1,116.85","1,074.20",42.65,3.97
Sequent Scienti,142.95,134.00,139.50,134.30,5.2,3.87
Interglobe Avi,"1,873.20","1,795.45","1,858.60","1,791.30",67.3,3.76
PNC Infratech,268.50,255.15,265.40,255.95,9.45,3.69
P and G,"14,444.00","13,910.00","14,410.55","13,903.20",507.35,3.65
EIH,163.80,156.70,161.60,155.95,5.65,3.62
Phoenix Mills,"1,110.00","1,037.00","1,089.60","1,051.55",38.05,3.62
CenturyPlyboard,651.85,628.05,646.60,625.10,21.5,3.44
Sudarshan Chem,542.50,519.15,535.30,517.80,17.5,3.38
Carborundum,780.35,749.75,776.80,751.55,25.25,3.36
AU Small Financ,"1,415.00","1,368.55","1,408.40","1,362.95",45.45,3.33
UPL,827.00,804.25,824.30,798.40,25.9,3.24
Minda Ind,935.00,901.50,929.65,900.75,28.9,3.21
Bliss GVS,85.85,79.30,82.60,80.05,2.55,3.19
Asian Paints,"3,268.00","3,170.00","3,247.70","3,148.35",99.35,3.16
J. K. Cement,"2,685.00","2,520.05","2,650.00","2,569.80",80.2,3.12
Aegis Logistics,230.90,218.10,229.05,222.15,6.9,3.11
Adani Trans,"2,834.80","2,720.60","2,796.65","2,712.20",84.45,3.11
NHPC,34.30,33.00,33.90,32.90,1,3.04
ICICI Prudentia,536.00,519.00,534.25,518.60,15.65,3.02
Amber Enterpris,"3,671.00","3,441.80","3,631.25","3,527.45",103.8,2.94
CCL Products,412.00,389.55,407.65,396.05,11.6,2.93
Mahindra Holida,251.80,240.00,246.50,239.50,7,2.92
JK Lakshmi Cem,451.75,434.30,449.40,436.75,12.65,2.9
Bajaj Holdings,"5,570.00","5,385.70","5,518.60","5,368.15",150.45,2.8
Torrent Pharma,"2,796.95","2,725.00","2,785.10","2,709.60",75.5,2.79
Power Grid Corp,236.25,230.05,235.60,229.30,6.3,2.75
MCX India,"1,389.95","1,325.00","1,385.85","1,349.90",35.95,2.66
Chola Fin Hold,662.00,622.00,651.85,634.95,16.9,2.66
eClerx Services,"2,490.00","2,367.65","2,432.55","2,370.55",62,2.62
NTPC,160.10,155.25,159.70,155.65,4.05,2.6
IRB Infra,244.90,235.05,242.25,236.15,6.1,2.58
Thermax,"2,151.80","2,065.70","2,111.50","2,058.85",52.65,2.56
Pfizer,"4,398.00","4,175.00","4,337.35","4,230.15",107.2,2.53
Zydus Life,357.00,346.15,353.90,345.20,8.7,2.52
Larsen,"1,731.00","1,680.00","1,719.25","1,677.05",42.2,2.52
Adani Green Ene,"2,945.85","2,832.20","2,912.20","2,841.65",70.55,2.48
Sterling Wilson,400.45,375.40,384.75,375.50,9.25,2.46
Marico,546.35,525.95,542.60,529.90,12.7,2.4
Adani Total Gas,"2,628.00","2,532.10","2,562.60","2,503.00",59.6,2.38
Rain Industries,173.75,167.35,173.05,169.10,3.95,2.34
