company_name,high,low,last_price,prev_close,change,percent_gain
ICICI Bank,666.35,653.00,664.95,646.25,18.7,2.89
HDFC,"2,549.95","2,487.75","2,544.90","2,476.95",67.95,2.74
Grasim,"1,582.15","1,538.00","1,576.65","1,536.15",40.5,2.64
Axis Bank,773.00,755.00,770.75,753.60,17.15,2.28
Sun Pharma,689.35,669.00,683.00,668.55,14.45,2.16
SBI Life Insura,"1,056.50","1,036.05","1,052.65","1,033.45",19.2,1.86
NTPC,122.00,118.10,119.90,117.85,2.05,1.74
ONGC,120.80,118.60,120.40,118.55,1.85,1.56
HDFC Life,694.55,683.55,693.40,682.95,10.45,1.53
UPL,833.80,823.10,831.95,821.45,10.5,1.28
Coal India,148.50,146.65,148.10,146.40,1.7,1.16
Tata Motors,312.25,308.15,310.95,307.45,3.5,1.14
M&M,782.20,773.65,781.15,772.85,8.3,1.07
Hindalco,394.95,390.00,392.25,388.35,3.9,1
HDFC Bank,"1,506.10","1,484.10","1,501.85","1,487.00",14.85,1
JSW Steel,703.50,694.00,701.40,694.45,6.95,1
Kotak Mahindra,"1,752.50","1,723.60","1,747.15","1,731.95",15.2,0.88
Larsen,"1,515.00","1,501.35","1,513.60","1,500.75",12.85,0.86
Reliance,"2,103.05","2,088.05","2,099.70","2,084.10",15.6,0.75
IndusInd Bank,"1,059.95","1,044.00","1,055.90","1,049.30",6.6,0.63
Cipla,969.85,956.05,965.65,959.85,5.8,0.6
IOC,108.10,106.85,107.80,107.20,0.6,0.56
UltraTechCement,"7,160.00","7,080.95","7,128.85","7,093.75",35.1,0.49
Britannia,"3,489.45","3,465.10","3,485.50","3,470.40",15.1,0.44
SBI,431.80,428.30,429.10,427.45,1.65,0.39
Divis Labs,"4,618.75","4,566.90","4,606.05","4,588.75",17.3,0.38
ITC,202.20,201.35,201.85,201.10,0.75,0.37
Nestle,"17,733.00","17,601.10","17,691.90","17,641.40",50.5,0.29
Titan Company,"1,735.00","1,717.45","1,724.25","1,719.85",4.4,0.26
Bajaj Auto,"4,019.70","3,954.55","3,966.10","3,956.15",9.95,0.25
Hero Motocorp,"2,919.00","2,896.30","2,904.10","2,898.20",5.9,0.2
Tata Steel,"1,243.45","1,223.10","1,228.75","1,226.95",1.8,0.15
Shree Cements,"28,413.30","27,800.00","28,070.40","28,034.95",35.45,0.13
Bajaj Finance,"6,225.00","6,140.00","6,154.30","6,149.55",4.75,0.08
Bharti Airtel,535.50,528.20,530.05,529.65,0.4,0.08
