company_name,high,low,last_price,prev_close,change,percent_gain
Wipro,473.65,436.00,469.20,430.70,38.5,8.94
Hindalco,376.50,352.70,370.00,353.55,16.45,4.65
Asian Paints,"2,693.50","2,581.70","2,663.70","2,587.70",76,2.94
UltraTechCement,"6,786.45","6,510.00","6,715.20","6,539.30",175.9,2.69
Cipla,944.25,910.90,938.05,914.20,23.85,2.61
Nestle,"17,335.00","16,862.80","17,252.10","16,875.65",376.45,2.23
BPCL,422.95,404.30,413.80,404.85,8.95,2.21
Tata Motors,315.00,300.15,310.00,303.50,6.5,2.14
HCL Tech,"1,016.80",994.50,"1,012.75",991.90,20.85,2.1
ONGC,107.85,104.20,107.30,105.10,2.2,2.09
M&M,837.85,803.20,821.65,805.10,16.55,2.06
Sun Pharma,650.00,626.35,646.05,633.25,12.8,2.02
TATA Cons. Prod,676.55,660.30,671.30,659.30,12,1.82
Tech Mahindra,"1,013.50",996.00,"1,010.30",993.15,17.15,1.73
Shree Cements,"30,988.80","30,056.15","30,821.10","30,305.40",515.7,1.7
Hero Motocorp,"2,924.95","2,838.25","2,894.85","2,862.55",32.3,1.13
NTPC,102.90,100.50,102.45,101.35,1.1,1.09
HDFC,"2,589.80","2,546.85","2,574.05","2,547.15",26.9,1.06
Bajaj Auto,"3,657.50","3,569.95","3,634.65","3,597.50",37.15,1.03
Divis Labs,"3,845.00","3,733.40","3,821.85","3,783.40",38.45,1.02
Power Grid Corp,214.80,207.25,209.85,207.80,2.05,0.99
Dr Reddys Labs,"4,940.00","4,815.20","4,893.25","4,845.55",47.7,0.98
Eicher Motors,"2,469.90","2,415.00","2,434.85","2,412.60",22.25,0.92
Bajaj Finserv,"9,880.00","9,765.00","9,824.75","9,739.70",85.05,0.87
UPL,618.80,602.00,611.75,607.35,4.4,0.72
Adani Ports,794.85,743.00,755.50,750.35,5.15,0.69
Titan Company,"1,559.80","1,529.80","1,549.05","1,538.55",10.5,0.68
SBI Life Insura,919.55,905.60,914.20,908.70,5.5,0.61
ITC,209.25,206.50,207.95,206.70,1.25,0.6
IndusInd Bank,869.95,853.05,862.95,858.35,4.6,0.54
Grasim,"1,380.00","1,341.00","1,353.20","1,349.25",3.95,0.29
Bharti Airtel,544.15,538.00,540.75,539.35,1.4,0.26
Britannia,"3,733.95","3,676.55","3,696.50","3,692.70",3.8,0.1
IOC,91.15,89.15,90.15,90.10,0.05,0.06
Maruti Suzuki,"6,784.85","6,606.05","6,648.10","6,644.25",3.85,0.06
Axis Bank,675.25,662.35,669.20,668.85,0.35,0.05
