company_name,high,low,last_price,prev_close,change,percent_gain
Affle India,"1,132.00",939.00,"1,108.80",966.90,141.90,14.68
Sterlite Techno,181.90,158.55,179.80,158.85,20.95,13.19
Vardhman Text,349.90,311.30,346.10,308.75,37.35,12.1
Vedanta,328.95,294.05,321.00,287.15,33.85,11.79
NLC India,80.00,71.20,78.75,70.50,8.25,11.7
Intellect Desig,663.35,583.70,641.35,576.85,64.50,11.18
Fine Organics,"4,600.00","4,101.35","4,537.25","4,094.30",442.95,10.82
Shyam Metalics,329.05,303.00,329.05,299.15,29.90,9.99
Angel One,"1,470.00","1,338.10","1,462.60","1,329.90",132.70,9.98
Hind Copper,103.20,92.90,100.40,91.30,9.10,9.97
MRPL,81.25,75.70,81.25,73.90,7.35,9.95
Hindalco,437.30,398.05,428.40,390.95,37.45,9.58
Bajaj Electric,"1,050.00",918.95,998.75,915.20,83.55,9.13
Oil India,248.00,223.25,241.55,222.70,18.85,8.46
Sunteck Realty,449.00,401.30,443.20,409.10,34.10,8.34
Elgi Equipments,329.00,294.60,323.30,299.00,24.30,8.13
L&T Technology,"3,698.80","3,380.00","3,679.00","3,404.85",274.15,8.05
JSW Energy,278.00,250.05,273.20,252.95,20.25,8.01
Tanla Platforms,"1,316.00","1,186.00","1,303.55","1,207.85",95.70,7.92
"NALCO",98.70,91.65,97.95,90.90,7.05,7.76
Rain Industries,164.70,152.55,164.00,152.25,11.75,7.72
Tata Steel,"1,197.20","1,115.35","1,188.70","1,103.50",85.20,7.72
Shree Renuka,50.00,46.85,49.85,46.35,3.50,7.55
Mazagon Dock,295.60,273.50,292.70,272.20,20.50,7.53
Coal India,185.00,173.15,184.55,171.70,12.85,7.48
Jindal Stainles,154.85,145.00,153.65,143.00,10.65,7.45
AB Capital,102.65,95.85,102.10,95.05,7.05,7.42
CCL Products,355.00,329.75,350.40,326.30,24.10,7.39
Guj Alkali,839.95,782.65,834.05,776.75,57.30,7.38
Minda Ind,883.25,812.20,870.80,812.05,58.75,7.23
Abbott India,"17,838.00","16,439.20","17,636.10","16,500.25","1,135.85",6.88
Privi Special,"1,245.00","1,065.00","1,218.00","1,139.65",78.35,6.87
Rashtriya Chem,90.50,84.05,89.55,83.80,5.75,6.86
Graphite India,482.85,451.40,479.95,449.40,30.55,6.8
TV18 Broadcast,42.25,39.80,41.85,39.25,2.60,6.62
JSW Steel,645.80,609.15,641.85,602.30,39.55,6.57
Tata Power,242.50,227.85,241.15,226.60,14.55,6.42
Delta Corp,244.80,228.30,242.20,227.60,14.60,6.41
KEI Industries,"1,235.00","1,140.00","1,229.35","1,155.65",73.70,6.38
Indo Count,143.70,134.15,142.20,133.70,8.50,6.36
ONGC,163.70,155.55,163.15,153.50,9.65,6.29
SUMITOMO,452.60,420.00,449.45,423.05,26.40,6.24
Hinduja Global,920.00,862.00,912.35,859.25,53.10,6.18
Suzlon Energy,9.70,9.00,9.50,8.95,0.55,6.15
Latent View,422.95,386.20,412.85,389.00,23.85,6.13
Birlasoft,388.00,362.50,383.90,362.15,21.75,6.01
Coromandel Int,949.25,889.55,942.75,889.55,53.20,5.98
Sona BLW,592.70,558.25,587.30,554.40,32.90,5.93
Rossari,946.00,855.10,907.85,857.35,50.50,5.89
Vijaya Diagnost,474.00,442.45,468.75,443.05,25.70,5.8
Piramal Enter,"1,991.05","1,878.55","1,982.85","1,874.75",108.10,5.77
Praj Industries,349.90,329.45,345.50,326.90,18.60,5.69
Linde India,"3,199.00","3,025.80","3,177.50","3,007.00",170.50,5.67
Indoco Remedies,377.95,332.00,350.45,332.05,18.40,5.54
TTK Prestige,858.65,791.95,837.85,793.85,44.00,5.54
Chambal Fert,407.00,386.90,405.90,384.85,21.05,5.47
Tata Chemicals,974.05,925.55,971.80,921.60,50.20,5.45
HEG,"1,109.00","1,048.85","1,097.65","1,041.00",56.65,5.44
NESCO,564.00,532.20,559.90,531.35,28.55,5.37
Go Fashion,"1,095.00","1,035.00","1,086.65","1,032.05",54.60,5.29
HFCL,68.80,64.90,67.95,64.65,3.30,5.1
SAIL,85.95,82.10,85.70,81.55,4.15,5.09
Easy Trip,394.90,386.75,394.90,376.10,18.80,5
Gujarat Fluoro,"2,619.90","2,573.90","2,619.90","2,495.15",124.75,5
Fert and Chem,122.40,115.00,121.25,115.50,5.75,4.98
TataTeleservice,131.15,125.50,131.15,124.95,6.20,4.96
Dhani Services,46.75,46.75,46.75,44.55,2.20,4.94
Syngene Intl,563.55,530.40,559.85,533.55,26.30,4.93
Trident,49.10,47.30,49.10,46.80,2.30,4.91
Laxmi Organic,368.40,349.20,364.20,347.15,17.05,4.91
Welspun India,68.30,65.30,68.00,64.85,3.15,4.86
PI Industries,"2,541.95","2,397.00","2,518.25","2,401.80",116.45,4.85
Poonawalla Fin,258.00,241.60,255.10,243.45,11.65,4.79
Yes Bank,13.50,12.70,13.30,12.70,0.60,4.72
Adani Total Gas,"2,518.00","2,385.15","2,500.50","2,388.55",111.95,4.69
Jindal Steel,487.15,466.60,483.80,462.30,21.50,4.65
Tata Motors,425.65,405.00,424.15,405.35,18.80,4.64
L&T Infotech,"4,300.60","4,100.00","4,281.85","4,094.80",187.05,4.57
Adani Ports,747.30,715.35,744.75,712.50,32.25,4.53
IRCTC,687.00,650.55,683.15,653.75,29.40,4.5
Mindtree,"3,087.85","2,945.00","3,070.85","2,938.75",132.10,4.5
Manappuram Fin,106.20,101.20,105.60,101.05,4.55,4.5
Tata Steel Long,685.05,652.35,678.75,649.60,29.15,4.49
Aegis Logistics,204.80,193.60,203.20,194.55,8.65,4.45
GMR Infra,36.65,34.60,36.40,34.85,1.55,4.45
Hindustan Aeron,"1,678.85","1,612.05","1,671.65","1,600.40",71.25,4.45
Muthoot Finance,"1,191.50","1,137.90","1,189.20","1,138.80",50.40,4.43
Network 18,79.10,74.80,77.90,74.60,3.30,4.42
Dixon Technolog,"3,517.95","3,321.00","3,489.10","3,342.90",146.20,4.37
HLE Glascoat,"3,750.00","3,568.45","3,722.80","3,568.20",154.60,4.33
NMDC,144.40,139.00,143.80,137.85,5.95,4.32
CDSL,"1,167.00","1,105.10","1,154.05","1,106.35",47.70,4.31
Bata India,"1,768.40","1,691.10","1,763.10","1,690.90",72.20,4.27
United Brewerie,"1,500.00","1,437.55","1,496.40","1,435.45",60.95,4.25
Asahi India,434.00,410.05,428.60,411.25,17.35,4.22
Reliance,"2,539.90","2,432.00","2,529.15","2,427.20",101.95,4.2
ITC,265.50,254.80,264.70,254.10,10.60,4.17
PB Fintech,703.00,662.85,698.50,670.55,27.95,4.17
Saregama India,418.25,390.10,414.90,398.35,16.55,4.15
ABSL AMC,473.40,453.00,470.50,451.95,18.55,4.1
IEX,196.25,188.80,195.30,187.60,7.70,4.1
Hind Zinc,296.30,284.25,293.80,282.25,11.55,4.09
SRF,"2,347.60","2,260.05","2,334.30","2,243.40",90.90,4.05
NOCIL,245.80,236.25,243.30,233.85,9.45,4.04
C. E. Info Syst,"1,327.50","1,254.40","1,315.70","1,265.10",50.60,4
Century,739.35,713.60,731.30,703.20,28.10,4
Wipro,489.00,468.30,486.65,468.00,18.65,3.99
Zensar Tech,306.00,290.00,303.20,291.60,11.60,3.98
Larsen,"1,607.90","1,545.00","1,604.10","1,542.90",61.20,3.97
ICICI Bank,712.00,685.15,710.00,683.00,27.00,3.95
Jindal (Hisar),297.80,279.65,290.50,279.45,11.05,3.95
Vaibhav Global,429.50,410.00,422.75,406.70,16.05,3.95
Maruti Suzuki,"7,584.65","7,255.05","7,532.80","7,247.60",285.20,3.94
Nippon,277.85,267.15,275.50,265.05,10.45,3.94
Cochin Shipyard,329.80,315.75,327.60,315.20,12.40,3.93
MphasiS,"2,585.00","2,477.00","2,574.70","2,477.90",96.80,3.91
Tata Comm,"1,009.80",972.00,"1,007.90",970.10,37.80,3.9
INDUS TOWERS,198.30,189.25,197.85,190.45,7.40,3.89
Dilip Buildcon,235.00,224.10,232.20,223.50,8.70,3.89
Voltas,993.90,951.05,988.00,951.50,36.50,3.84
L&T Finance,80.40,76.85,79.95,77.00,2.95,3.83
COFORGE LTD.,"3,964.30","3,810.75","3,940.65","3,795.70",144.95,3.82
Thermax,"2,085.95","1,995.00","2,074.80","1,998.75",76.05,3.8
Firstsource Sol,115.50,111.40,114.95,110.75,4.20,3.79
Timken,"1,898.90","1,806.70","1,878.70","1,810.15",68.55,3.79
Chola Invest.,661.90,638.70,659.70,635.70,24.00,3.78
Adani Enterpris,"2,192.25","2,119.40","2,184.85","2,105.90",78.95,3.75
Deepak Nitrite,"2,059.25","1,987.75","2,052.05","1,977.80",74.25,3.75
Balkrishna Ind,"2,140.00","2,020.15","2,127.20","2,050.45",76.75,3.74
Finolex Ind,144.00,138.40,142.35,137.25,5.10,3.72
Sterling Wilson,335.00,323.00,333.50,321.55,11.95,3.72
Adani Trans,"2,355.00","2,232.00","2,333.40","2,249.90",83.50,3.71
3M India,"19,300.00","17,788.80","18,641.45","17,975.10",666.35,3.71
MOIL,165.35,157.40,163.15,157.35,5.80,3.69
Balaji Amines,"3,045.00","2,913.00","3,028.25","2,921.05",107.20,3.67
Zydus Wellness,"1,680.00","1,608.00","1,665.60","1,606.70",58.90,3.67
HCL Tech,"1,086.00","1,045.35","1,082.90","1,044.55",38.35,3.67
Granules India,252.55,239.35,250.75,241.90,8.85,3.66
Oracle Fin Serv,"3,280.00","3,135.80","3,267.00","3,151.95",115.05,3.65
Indiabulls Real,76.25,72.70,75.70,73.05,2.65,3.63
Advanced Enzyme,285.00,273.40,283.05,273.15,9.90,3.62
Redington,144.00,136.70,143.10,138.10,5.00,3.62
IIFL Finance,314.40,296.00,306.45,295.95,10.50,3.55
Power Finance,109.65,106.05,109.45,105.70,3.75,3.55
Hemisphere,107.95,103.80,106.90,103.25,3.65,3.54
RBL Bank,121.35,115.55,120.65,116.55,4.10,3.52
Trent,"1,079.85","1,036.00","1,075.60","1,039.15",36.45,3.51
IWML,"1,590.80","1,485.90","1,552.60","1,500.55",52.05,3.47
TVS Motor,682.30,653.55,676.15,653.50,22.65,3.47
Vinati Organics,"2,094.90","1,955.55","2,065.45","1,996.35",69.10,3.46
Apollo Hospital,"3,832.95","3,678.05","3,813.15","3,686.75",126.40,3.43
Persistent,"3,750.00","3,622.00","3,725.95","3,602.70",123.25,3.42
Bajaj Finance,"5,849.00","5,652.00","5,837.30","5,645.40",191.90,3.4
Uflex,593.40,568.00,589.85,570.45,19.40,3.4
Bharat Dynamics,728.85,693.15,712.35,689.00,23.35,3.39
Eicher Motors,"2,714.70","2,600.15","2,706.70","2,617.95",88.75,3.39
MTAR Tech,"1,444.00","1,381.65","1,436.20","1,389.05",47.15,3.39
Hitachi Energy,"3,195.00","3,076.20","3,175.80","3,072.10",103.70,3.38
Bayer CropScien,"4,774.00","4,468.00","4,618.60","4,467.65",150.95,3.38
EID Parry,502.00,485.90,499.70,483.45,16.25,3.36
Bank of India,44.95,43.55,44.80,43.35,1.45,3.34
IOB,17.25,16.55,17.00,16.45,0.55,3.34
Procter&Gamble,"4,520.00","4,334.05","4,494.35","4,350.10",144.25,3.32
Krishna Inst.,"1,295.00","1,230.00","1,276.75","1,235.70",41.05,3.32
NBCC (India),34.35,33.00,34.25,33.15,1.10,3.32
Biocon,332.00,320.25,330.45,319.90,10.55,3.3
NHPC,33.00,31.75,32.90,31.85,1.05,3.3
Ceat,"1,068.15","1,025.80","1,060.80","1,027.05",33.75,3.29
UTI AMC,744.00,682.20,736.90,713.45,23.45,3.29
FSN E-Co Nykaa,"1,490.00","1,426.05","1,468.90","1,422.35",46.55,3.27
Devyani Int,160.95,155.85,160.35,155.30,5.05,3.25
TML-D,205.70,195.05,202.05,195.70,6.35,3.24
Godfrey Phillip,"1,181.00","1,133.00","1,167.05","1,130.60",36.45,3.22
Triveni Turbine,182.90,173.90,179.45,173.85,5.60,3.22
Bosch,"13,671.95","13,280.00","13,629.05","13,209.55",419.50,3.18
KPR Mill,580.50,555.90,577.25,559.55,17.70,3.16
Titan Company,"2,185.00","2,111.00","2,176.35","2,109.60",66.75,3.16
GMM Pfaudler,"4,280.00","4,150.00","4,264.95","4,134.85",130.10,3.15
M&M Financial,176.30,169.55,175.15,169.80,5.35,3.15
Welspun Corp,192.70,184.05,192.00,186.15,5.85,3.14
Hathway Cable,18.30,17.65,18.15,17.60,0.55,3.13
LIC Housing Fin,356.90,339.55,355.45,344.65,10.80,3.13
Blue Dart,"7,099.00","6,860.00","7,060.85","6,847.20",213.65,3.12
PNC Infratech,252.90,244.30,251.20,243.60,7.60,3.12
Aditya Birla F,281.75,271.85,280.05,271.70,8.35,3.07
Alok Industries,23.75,22.75,23.55,22.85,0.70,3.06
Motilal Oswal,854.95,828.60,851.00,825.85,25.15,3.05
Laurus Labs,560.55,542.75,559.20,542.70,16.50,3.04
City Union Bank,126.05,121.60,125.80,122.10,3.70,3.03
Lakshmi Machine,"8,650.00","8,225.15","8,586.50","8,335.55",250.95,3.01
Sundram,759.00,721.00,742.05,720.45,21.60,3
Sun TV Network,424.50,407.60,423.50,411.15,12.35,3
Route,"1,541.80","1,475.00","1,509.60","1,465.75",43.85,2.99
Indian Hotels,232.55,224.65,231.25,224.55,6.70,2.98
SpiceJet,50.60,48.15,50.20,48.75,1.45,2.97
Rail Vikas,32.30,31.30,32.15,31.25,0.90,2.88
MCX India,"1,275.00","1,165.20","1,211.90","1,178.10",33.80,2.87
HDFC AMC,"1,815.00","1,744.05","1,811.40","1,761.00",50.40,2.86
Karur Vysya,44.00,41.85,43.30,42.10,1.20,2.85
Sequent Scienti,117.40,114.00,116.80,113.60,3.20,2.82
United Spirits,836.20,813.05,833.70,810.90,22.80,2.81
REC,119.10,115.40,118.80,115.55,3.25,2.81
Godrej Consumer,824.50,790.70,819.60,797.35,22.25,2.79
BSE Limited,748.00,719.05,742.85,722.75,20.10,2.78
Mahindra Logist,468.40,453.00,465.95,453.45,12.50,2.76
APL Apollo,920.10,888.90,913.05,888.65,24.40,2.75
Westlife Dev,450.00,434.90,446.85,434.90,11.95,2.75
Oberoi Realty,840.20,805.05,833.70,811.40,22.30,2.75
Natco Pharma,725.90,694.00,719.00,700.05,18.95,2.71
SBI,469.65,456.15,467.30,455.00,12.30,2.7
Avenue Supermar,"3,724.00","3,473.45","3,657.00","3,561.10",95.90,2.69
Ratnamani Metal,"2,600.00","2,456.60","2,556.20","2,489.25",66.95,2.69
IDBI Bank,38.40,37.25,38.25,37.25,1.00,2.68
BHEL,50.15,48.70,49.95,48.65,1.30,2.67
IDFC First Bank,37.05,35.60,36.75,35.80,0.95,2.65
Info Edge,"3,663.85","3,503.00","3,641.25","3,547.20",94.05,2.65
Zee Entertain,246.90,239.25,246.05,239.70,6.35,2.65
Wockhardt,245.00,239.00,244.65,238.40,6.25,2.62
Bharat Elec,233.90,226.15,232.75,226.85,5.90,2.6
Pidilite Ind,"2,175.10","2,105.00","2,169.55","2,114.65",54.90,2.6
Godrej Prop,"1,420.30","1,383.60","1,416.85","1,381.15",35.70,2.58
Sundaram Fin,"1,867.50","1,782.00","1,843.60","1,797.15",46.45,2.58
NCC,64.50,62.00,63.90,62.30,1.60,2.57
Britannia,"3,382.90","3,285.45","3,368.85","3,284.90",83.95,2.56
Chalet Hotels,315.00,298.75,307.40,299.75,7.65,2.55
Guj State Petro,268.25,257.45,263.30,256.75,6.55,2.55
Bharat Forge,680.50,647.15,678.15,661.40,16.75,2.53
Canara Bank,203.20,195.55,202.75,197.75,5.00,2.53
IDFC,53.00,51.05,52.65,51.35,1.30,2.53
Strides Pharma ,304.50,291.00,303.55,296.10,7.45,2.52
Jubilant Ing.,484.90,466.00,477.30,465.60,11.70,2.51
Bajaj Finserv,"13,020.70","12,630.00","12,972.10","12,655.25",316.85,2.5
Glenmark,403.15,386.35,402.40,392.60,9.80,2.5
MMTC Ltd,42.10,40.00,41.05,40.05,1.00,2.5
Axis Bank,657.50,641.15,654.95,638.95,16.00,2.5
Sun Pharma Adv,239.90,225.35,231.75,226.15,5.60,2.48
GNFC,649.00,613.00,639.20,623.80,15.40,2.47
