company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"5,310.00","4,915.00","5,280.90","4,865.05",415.85,8.55
Eicher Motors,"2,540.00","2,410.15","2,521.20","2,400.10",121.1,5.05
IndusInd Bank,931.00,888.00,926.90,882.45,44.45,5.04
Bajaj Finserv,"10,615.95","10,151.15","10,489.30","10,091.35",397.95,3.94
ICICI Bank,622.80,598.00,621.35,598.75,22.6,3.77
Kotak Mahindra,"1,824.00","1,754.00","1,811.45","1,750.30",61.15,3.49
SBI,364.30,356.05,363.40,353.05,10.35,2.93
Bajaj Auto,"3,954.00","3,807.00","3,889.75","3,785.50",104.25,2.75
HDFC Bank,"1,479.00","1,431.00","1,476.80","1,438.70",38.1,2.65
HDFC,"2,609.00","2,508.30","2,577.00","2,518.40",58.6,2.33
Shree Cements,"28,781.00","28,105.10","28,687.55","28,098.55",589,2.1
Power Grid Corp,221.70,216.30,220.90,216.65,4.25,1.96
Bharti Airtel,548.00,535.60,544.30,534.30,10,1.87
UPL,613.70,601.20,608.05,597.45,10.6,1.77
Asian Paints,"2,620.25","2,575.00","2,614.55","2,574.35",40.2,1.56
NTPC,103.95,102.15,103.60,102.05,1.55,1.52
Tata Motors,309.50,303.00,305.90,301.50,4.4,1.46
Axis Bank,712.50,688.15,708.15,699.55,8.6,1.23
HUL,"2,445.00","2,366.30","2,406.55","2,379.85",26.7,1.12
Titan Company,"1,514.90","1,491.70","1,508.85","1,495.10",13.75,0.92
Wipro,493.20,481.25,489.30,485.05,4.25,0.88
Tech Mahindra,980.00,968.00,977.40,969.25,8.15,0.84
Coal India,129.45,127.50,128.50,127.50,1,0.78
Grasim,"1,349.00","1,321.15","1,341.15","1,331.20",9.95,0.75
Hero Motocorp,"3,009.00","2,915.05","2,926.25","2,905.50",20.75,0.71
ONGC,104.40,103.30,103.90,103.20,0.7,0.68
Sun Pharma,647.30,638.30,643.40,639.25,4.15,0.65
IOC,89.55,89.00,89.40,88.85,0.55,0.62
Infosys,"1,359.50","1,344.60","1,356.00","1,348.50",7.5,0.56
UltraTechCement,"6,405.00","6,280.00","6,360.80","6,326.80",34,0.54
TATA Cons. Prod,693.00,675.00,677.15,673.70,3.45,0.51
M&M,801.60,778.85,782.10,778.40,3.7,0.48
Reliance,"2,008.00","1,980.15","1,997.30","1,988.65",8.65,0.43
SBI Life Insura,934.00,914.15,930.40,928.75,1.65,0.18
Maruti Suzuki,"6,650.00","6,545.00","6,573.80","6,568.75",5.05,0.08
ITC,206.50,205.30,205.50,205.40,0.1,0.05
