company_name,high,low,last_price,prev_close,change,percent_gain
Bliss GVS,116.25,96.60,113.25,97.65,15.6,15.98
Ashoka Buildcon,103.30,94.95,101.55,92.30,9.25,10.02
KPR Mill,690.00,602.55,670.90,614.90,56,9.11
Sunteck Realty,488.00,438.60,482.25,443.10,39.15,8.84
Tata Coffee,222.00,196.00,218.35,201.00,17.35,8.63
CCL Products,438.00,390.40,430.75,397.10,33.65,8.47
GMR Infra,48.50,42.35,46.15,42.65,3.5,8.21
Jindal (Hisar),347.00,318.35,345.65,320.80,24.85,7.75
P and G,"16,314.30","14,573.85","15,626.50","14,686.80",939.7,6.4
Navin Fluorine,"4,268.50","3,965.00","4,243.95","3,993.50",250.45,6.27
Responsive Ind,120.00,109.50,115.65,109.50,6.15,5.62
Narayana Hruda,610.00,574.50,601.25,571.95,29.3,5.12
Natco Pharma,897.00,840.25,890.40,847.00,43.4,5.12
Jindal Stainles,194.90,181.00,192.60,183.30,9.3,5.07
Happiest Minds ,"1,322.10","1,255.00","1,322.10","1,259.15",62.95,5
Suzlon Energy,8.50,8.30,8.50,8.10,0.4,4.94
Dish TV,19.25,17.80,19.25,18.35,0.9,4.9
Vakrangee,46.85,40.80,43.95,42.00,1.95,4.64
Vardhman Text,"2,329.00","2,200.00","2,293.50","2,193.00",100.5,4.58
Ratnamani Metal,"1,975.00","1,879.50","1,956.40","1,883.80",72.6,3.85
SUMITOMO,380.00,356.55,375.05,361.30,13.75,3.81
Spandana Sphoor,453.00,420.00,442.15,426.45,15.7,3.68
HFCL,81.50,75.10,79.80,77.00,2.8,3.64
Blue Star,"1,025.00",977.20,"1,012.55",977.20,35.35,3.62
Dixon Technolog,"5,660.00","5,337.10","5,617.35","5,423.40",193.95,3.58
Shriram City,"1,768.90","1,659.85","1,751.95","1,691.90",60.05,3.55
Tech Mahindra,"1,792.00","1,703.65","1,785.00","1,723.80",61.2,3.55
Granules India,341.75,325.25,340.20,328.60,11.6,3.53
Laurus Labs,525.00,494.05,519.25,501.65,17.6,3.51
Shriram Trans,"1,228.00","1,171.15","1,218.70","1,177.55",41.15,3.49
Torrent Pharma,"3,160.20","3,030.65","3,148.75","3,046.20",102.55,3.37
Adani Total Gas,"1,783.00","1,665.00","1,769.65","1,712.40",57.25,3.34
Bombay Burmah,"1,089.00","1,029.60","1,071.00","1,037.65",33.35,3.21
KPIT Tech,560.00,526.80,555.90,539.10,16.8,3.12
JSW Energy,312.90,296.05,311.35,302.35,9,2.98
RHI Magnesita,369.90,356.25,367.60,357.10,10.5,2.94
Glenmark,513.50,492.50,509.65,495.40,14.25,2.88
La Opala RG,456.50,424.40,430.10,418.15,11.95,2.86
SOLARA ACTIVE P,"1,032.30",987.00,"1,020.85",993.40,27.45,2.76
Max Healthcare,426.40,415.00,425.10,413.80,11.3,2.73
AB Capital,120.00,113.75,119.10,115.95,3.15,2.72
Birla Corp,"1,426.85","1,367.05","1,420.10","1,383.00",37.1,2.68
India Cements,190.00,181.20,189.35,184.40,4.95,2.68
Ajanta Pharma,"2,195.00","2,116.30","2,178.55","2,122.70",55.85,2.63
Suven Pharma,497.75,477.90,492.95,480.40,12.55,2.61
Guj Amb Exports,166.75,156.70,165.00,160.85,4.15,2.58
Sonata,869.00,832.50,862.50,841.00,21.5,2.56
LIC Housing Fin,365.90,350.00,364.95,355.90,9.05,2.54
Oberoi Realty,867.90,825.65,863.75,842.45,21.3,2.53
Jubilant Food,"3,532.40","3,350.00","3,520.60","3,434.25",86.35,2.51
Aurobindo Pharm,728.80,707.10,726.10,708.45,17.65,2.49
L&T Technology,"5,516.80","5,280.05","5,475.20","5,343.25",131.95,2.47
TeamLease Ser.,"3,890.15","3,621.85","3,767.90","3,677.50",90.4,2.46
Cipla,933.15,910.15,930.25,908.30,21.95,2.42
Strides Pharma ,444.30,422.25,439.40,429.05,10.35,2.41
Aster DM Health,177.20,169.25,176.40,172.30,4.1,2.38
Indoco Remedies,435.45,416.20,431.65,422.00,9.65,2.29
Alembic,104.50,99.10,103.35,101.05,2.3,2.28
Bharat Rasayan,"10,530.00","10,180.00","10,447.20","10,215.05",232.15,2.27
Prestige Estate,482.40,457.95,477.55,467.40,10.15,2.17
Dr Reddys Labs,"4,745.00","4,621.10","4,736.90","4,638.65",98.25,2.12
Fortis Health,281.95,272.20,279.40,273.65,5.75,2.1
Timken,"1,945.00","1,892.60","1,939.45","1,899.50",39.95,2.1
Greaves Cotton,140.40,133.40,139.05,136.20,2.85,2.09
Minda Ind,"1,227.90","1,161.20","1,210.15","1,185.40",24.75,2.09
Lupin,918.00,900.00,916.45,897.75,18.7,2.08
Mahindra CIE,229.80,220.25,227.75,223.10,4.65,2.08
Abbott India,"19,099.00","18,184.55","18,794.25","18,423.45",370.8,2.01
Alkyl Amines,"3,265.00","3,057.00","3,190.30","3,127.85",62.45,2
Rossari,"1,293.10","1,233.10","1,270.45","1,245.65",24.8,1.99
Godrej Ind,644.00,625.40,642.55,630.15,12.4,1.97
Balrampur Chini,332.20,316.65,331.40,325.05,6.35,1.95
Sun Pharma Adv,253.60,245.45,251.05,246.25,4.8,1.95
GSFC,120.80,115.25,119.15,116.90,2.25,1.92
Kaveri Seed,543.00,525.80,541.45,531.25,10.2,1.92
JK Lakshmi Cem,565.95,545.70,561.20,550.70,10.5,1.91
Adani Enterpris,"1,738.00","1,686.05","1,730.20","1,698.20",32,1.88
Varun Beverages,858.45,825.30,854.95,839.40,15.55,1.85
Varroc Engineer,319.80,308.50,317.15,311.50,5.65,1.81
Interglobe Avi,"2,011.95","1,925.05","2,002.75","1,967.60",35.15,1.79
Balaji Amines,"3,220.00","3,082.25","3,182.95","3,127.15",55.8,1.78
Metropolis,"3,342.60","3,275.00","3,334.60","3,278.20",56.4,1.72
Alembic Pharma,786.95,755.00,781.35,768.20,13.15,1.71
CSB Bank,238.35,220.00,233.15,229.25,3.9,1.7
IDBI Bank,48.15,46.20,47.75,46.95,0.8,1.7
Suprajit Eng,423.90,406.90,419.30,412.30,7,1.7
Intellect Desig,688.50,657.05,681.55,670.25,11.3,1.69
Deepak Nitrite,"2,357.30","2,272.85","2,348.80","2,310.35",38.45,1.66
Westlife Dev,570.85,551.25,567.00,558.00,9,1.61
Welspun Corp,176.30,166.60,174.85,172.15,2.7,1.57
Chambal Fert,388.15,371.00,386.70,380.75,5.95,1.56
ITI,120.60,115.20,117.90,116.10,1.8,1.55
Delta Corp,268.80,255.80,267.00,263.00,4,1.52
Bajaj Electric,"1,319.85","1,248.60","1,306.50","1,286.95",19.55,1.52
Linde India,"2,490.00","2,406.45","2,463.00","2,426.45",36.55,1.51
Gujarat Fluoro,"2,325.60","2,248.00","2,300.50","2,267.55",32.95,1.45
Kotak Mahindra,"1,778.95","1,721.00","1,773.45","1,748.40",25.05,1.43
Bharat Elec,207.45,201.50,206.95,204.05,2.9,1.42
Jamna Auto,104.10,99.10,101.90,100.50,1.4,1.39
Sundaram-Clayto,"3,980.00","3,788.15","3,922.40","3,869.10",53.3,1.38
Uflex,515.00,490.10,508.95,502.15,6.8,1.35
UPL,760.00,740.25,756.60,746.85,9.75,1.31
L&T Finance,78.10,74.50,77.90,76.90,1,1.3
JTEKT India ,90.45,87.10,89.60,88.45,1.15,1.3
