company_name,high,low,last_price,prev_close,change,percent_gain
Vijaya Diagnost,435.95,409.75,425.15,402.75,22.4,5.56
JM Financial,76.40,71.55,75.05,71.45,3.6,5.04
Godfrey Phillip,"1,189.00","1,130.55","1,179.75","1,139.75",40,3.51
Dr Lal PathLab,"2,539.00","2,423.85","2,514.90","2,445.65",69.25,2.83
Go Fashion,"1,324.00","1,245.00","1,295.00","1,264.05",30.95,2.45
Sterling Wilson,362.05,326.50,337.10,329.15,7.95,2.42
EIH,200.80,192.60,198.85,194.95,3.9,2
Divis Labs,"3,700.00","3,571.15","3,642.60","3,580.10",62.5,1.75
Endurance Techn,"1,465.00","1,426.00","1,453.85","1,431.45",22.4,1.56
Sun Pharma,926.70,902.60,921.10,908.00,13.1,1.44
APL Apollo,"1,101.10","1,064.55","1,083.80","1,068.70",15.1,1.41
Triveni Turbine,234.80,227.00,232.10,229.20,2.9,1.27
Tube Investment,"2,855.00","2,726.40","2,772.35","2,738.25",34.1,1.25
Oil India,186.15,181.10,184.90,182.65,2.25,1.23
Metropolis,"1,486.95","1,428.85","1,460.25","1,444.10",16.15,1.12
One 97 Paytm,707.00,688.00,692.60,685.00,7.6,1.11
ZFCVINDIA,"9,985.00","9,761.05","9,920.55","9,812.10",108.45,1.11
Allcargo,396.40,375.55,391.65,387.55,4.1,1.06
Krishna Inst.,"1,394.95","1,314.80","1,360.05","1,346.05",14,1.04
Guj Amb Exports,318.70,303.10,310.30,307.15,3.15,1.03
Ambuja Cements,555.00,535.00,539.35,534.05,5.3,0.99
Sapphire Foods,"1,455.55","1,423.00","1,449.85","1,435.75",14.1,0.98
Varroc Engineer,388.35,374.10,379.45,375.80,3.65,0.97
Vaibhav Global,375.00,357.20,363.10,359.65,3.45,0.96
CRISIL,"3,300.00","3,183.30","3,286.05","3,256.05",30,0.92
Narayana Hruda,705.00,692.70,700.80,694.45,6.35,0.91
Zensar Tech,224.15,215.55,221.60,220.05,1.55,0.7
Tata Steel,107.90,103.75,104.30,103.60,0.7,0.68
Tata Steel,107.90,103.75,104.30,103.60,0.7,0.68
Ratnamani Metal,"2,070.00","1,982.00","2,018.05","2,004.75",13.3,0.66
Cipla,"1,093.00","1,063.25","1,068.10","1,061.90",6.2,0.58
Fine Organics,"7,219.00","7,018.10","7,087.75","7,047.00",40.75,0.58
AIA Engineering,"2,630.90","2,592.70","2,615.75","2,602.00",13.75,0.53
TeamLease Ser.,"3,224.70","3,091.00","3,203.35","3,187.50",15.85,0.5
ITC,349.55,343.30,346.40,345.05,1.35,0.39
Voltas,909.65,888.00,900.80,897.80,3,0.33
United Brewerie,"1,647.60","1,612.10","1,644.70","1,639.45",5.25,0.32
Affle India,"1,305.00","1,245.90","1,271.60","1,267.95",3.65,0.29
Motilal Oswal,761.15,747.80,751.40,749.40,2,0.27
Zydus Wellness,"1,613.95","1,596.05","1,601.35","1,597.75",3.6,0.23
Page Industries,"53,615.00","52,441.90","53,078.15","53,012.55",65.6,0.12
Poly Medicure,903.45,886.30,895.20,894.15,1.05,0.12
Gujarat Pipavav,89.90,87.30,88.95,88.90,0.05,0.06
Deepak Nitrite,"2,216.95","2,145.00","2,163.70","2,162.65",1.05,0.05
Shyam Metalics,297.00,292.25,293.40,293.25,0.15,0.05
KRBL,384.00,370.55,373.20,373.05,0.15,0.04
Max Healthcare,444.95,424.05,426.95,426.80,0.15,0.04
Shilpa,399.95,381.25,386.70,386.55,0.15,0.04
