company_name,high,low,last_price,prev_close,change,percent_gain
ITI,100.70,86.10,98.95,84.00,14.95,17.8
Interglobe Avi,"1,836.00","1,665.20","1,816.20","1,645.65",170.55,10.36
Torrent Pharma,"2,931.15","2,751.00","2,900.95","2,634.80",266.15,10.1
AIA Engineering,"2,079.85","1,902.00","2,056.10","1,875.45",180.65,9.63
Dr Lal PathLab,"2,089.75","1,805.55","2,010.20","1,835.95",174.25,9.49
Thyrocare Techn,762.25,631.10,690.30,635.25,55.05,8.67
Adani Total Gas,"2,438.60","2,145.00","2,391.35","2,216.95",174.4,7.87
Jindal (Hisar),237.40,215.85,233.90,219.10,14.8,6.75
IOB,17.40,16.30,17.00,15.95,1.05,6.58
Aster DM Health,194.00,179.60,191.20,179.60,11.6,6.46
M&M Financial,175.85,160.60,173.35,162.95,10.4,6.38
Indo Count,145.40,133.00,142.80,134.75,8.05,5.97
Central Bank,17.95,17.30,17.80,16.80,1,5.95
Poonawalla Fin,235.40,216.45,233.40,220.35,13.05,5.92
Polyplex Corp,"2,280.40","2,125.00","2,248.95","2,124.00",124.95,5.88
Balrampur Chini,377.70,347.10,375.45,354.70,20.75,5.85
Indiabulls Hsg,118.05,106.30,116.75,110.40,6.35,5.75
IIFL Finance,311.00,286.35,309.60,292.85,16.75,5.72
HEG,"1,088.00","1,001.00","1,070.15","1,013.40",56.75,5.6
JK Paper,342.10,315.20,339.50,321.60,17.9,5.57
KNR Construct,248.00,224.90,243.50,230.75,12.75,5.53
Elgi Equipments,351.00,314.30,342.15,324.30,17.85,5.5
Birla Corp,"1,025.00",912.30,"1,007.80",955.50,52.3,5.47
Tata Steel,"1,067.55",995.25,"1,052.00",999.10,52.9,5.29
Max Financial,774.40,732.00,768.40,730.45,37.95,5.2
Info Edge,"3,568.75","3,313.00","3,549.70","3,375.25",174.45,5.17
Canara Bank,197.50,183.70,195.80,186.25,9.55,5.13
NLC India,78.25,72.55,77.35,73.60,3.75,5.1
Strides Pharma ,326.00,306.30,321.70,306.15,15.55,5.08
SIS,485.00,456.00,482.15,459.15,23,5.01
MRPL,83.55,75.65,83.50,79.60,3.9,4.9
DCM Shriram,990.00,931.70,984.10,938.45,45.65,4.86
Jubilant Food,490.00,465.50,486.85,464.45,22.4,4.82
Bharat Dynamics,749.80,684.70,741.30,707.50,33.8,4.78
Bank of Baroda,99.00,92.55,98.35,93.90,4.45,4.74
Guj Amb Exports,307.00,280.05,304.35,290.80,13.55,4.66
Infibeam Avenue,15.00,13.85,14.80,14.15,0.65,4.59
Zensar Tech,285.95,262.65,282.55,270.35,12.2,4.51
Mahindra CIE,177.70,168.50,176.40,168.80,7.6,4.5
JSW Steel,555.70,520.05,551.70,528.45,23.25,4.4
EID Parry,505.00,474.00,502.05,481.35,20.7,4.3
SOLARA ACTIVE P,414.45,384.30,402.65,386.20,16.45,4.26
Sapphire Foods,"1,049.00",946.15,"1,023.85",982.95,40.9,4.16
HLE Glascoat,"3,433.55","3,225.65","3,384.10","3,248.80",135.3,4.16
CreditAccess Gr,986.00,895.40,979.50,940.65,38.85,4.13
Ramco Cements,670.00,633.00,666.00,639.65,26.35,4.12
Mazagon Dock,289.95,269.40,287.10,275.90,11.2,4.06
NMDC,126.85,119.20,125.90,121.05,4.85,4.01
Tata Steel Long,644.80,600.00,633.75,609.50,24.25,3.98
Gland,"2,864.25","2,745.60","2,852.00","2,743.25",108.75,3.96
Shree Renuka,43.85,38.90,43.50,41.85,1.65,3.94
Apollo Hospital,"3,709.00","3,361.55","3,662.80","3,524.30",138.5,3.93
India Cements,170.70,150.70,169.40,163.05,6.35,3.89
Blue Dart,"7,364.90","7,082.00","7,315.30","7,042.75",272.55,3.87
Bank of Mah,16.45,15.60,16.15,15.55,0.6,3.86
Godfrey Phillip,"1,227.95","1,151.10","1,215.80","1,171.20",44.6,3.81
Triveni Turbine,190.90,178.10,185.40,179.05,6.35,3.55
Jindal Stainles,118.30,112.40,117.20,113.20,4,3.53
SAIL,74.35,69.50,73.65,71.15,2.5,3.51
JK Lakshmi Cem,465.00,422.00,460.95,445.75,15.2,3.41
Jindal Steel,396.80,371.25,394.25,381.30,12.95,3.4
Dalmia Bharat,"1,341.45","1,253.60","1,334.25","1,290.80",43.45,3.37
